label,entity,adjective,is_negated,sentiment,competence,morality,dehuman_flag,negated_dehuman_flag,dehuman_category
INTL_ACTORS,un,harsh,False,-0.7708,-0.9191,-1.0979,0,0,
PAL_POLITICAL,pa,multi,False,0.0,1.5487,-0.1,0,0,
PAL_POLITICAL,pa,directional,False,0.0,0.61,0.1683,0,0,
PAL_POLITICAL,pa,minimal,False,0.0,0.2747,0.4453,0,0,
PAL_POLITICAL,pa,fragmented,False,0.0,-1.7441,-0.6704,0,0,
PAL_POLITICAL,pa,faint,False,0.0,-1.1569,0.5452,0,0,
INTL_ACTORS,un,unified,False,-0.724,1.4447,0.2842,0,0,
PAL_POLITICAL,pa,evident,False,-0.6855,-0.1736,0.3453,0,0,
PAL_POLITICAL,palestine,sacred,False,0.0,0.2496,1.2392,0,0,
PAL_POLITICAL,pa,qualified,False,0.0,0.995,0.4697,0,0,
PAL_POLITICAL,pa,unified,False,0.0,1.4447,0.2842,0,0,
PAL_POLITICAL,pa,unified,False,0.0,1.4447,0.2842,0,0,
INTL_ACTORS,un,gradual,False,0.0,0.0518,0.3961,0,0,
PAL_POLITICAL,pa,tripartite,False,0.0,-0.0476,0.082,0,0,
PAL_POLITICAL,pa,specialized,False,0.0,2.0091,-0.2672,0,0,
PAL_POLITICAL,pa,complementary,False,0.0,1.2009,0.3927,0,0,
PAL_POLITICAL,pa,pure,False,0.0,0.7793,0.8781,0,0,
INTL_ACTORS,egypt,technical,False,0.0,1.635,0.1399,0,0,
INTL_ACTORS,un,continuous,False,-0.73,1.1536,0.268,0,0,
INTL_ACTORS,un,unceasing,False,-0.73,-0.417,-0.0307,0,0,
INTL_ACTORS,iran,peaceful,False,-0.73,0.3609,2.2424,0,0,
INTL_ACTORS,iran,loyal,False,-0.5033,0.3816,0.2764,0,0,
ISR_POLITICAL,israel,violent,False,-0.8767,-1.3491,-1.8348,0,0,
ISR_POLITICAL,israel,harsh,False,-0.8767,-0.9191,-1.0979,0,0,
ISR_POLITICAL,israel,unprecedented,False,-0.8767,0.7364,-0.5512,0,0,
PAL_POLITICAL,pa,geographical,False,0.0,0.7301,0.4195,0,0,
INTL_ACTORS,usa,weary,False,-0.5398,-1.735,0.7579,0,0,
INTL_ACTORS,usa,decisive,False,0.0,0.5658,0.47,0,0,
INTL_ACTORS,usa,decisive,False,0.0,0.5658,0.47,0,0,
PAL_POLITICAL,pa,urban,False,0.0,0.2741,0.4435,0,0,
INTL_ACTORS,un,unprecedented,False,0.0,0.7364,-0.5512,0,0,
PAL_POLITICAL,pa,prominent,False,0.0,0.7978,-0.0364,0,0,
INTL_ACTORS,usa,demographic,False,0.0,0.1285,0.0576,0,0,
PAL_ORG,hamas,incapable,False,-0.801,-1.4294,0.0555,0,0,
PAL_ORG,hamas,sensitive,False,-0.8286,0.2106,0.1923,0,0,
PAL_ORG,hamas,complex,False,-0.8286,1.0454,-0.0222,0,0,
PAL_ORG,hamas,existential,False,-0.8286,-0.631,0.5361,0,0,
PAL_ORG,hamas,remarkable,False,-0.7366,1.238,0.8918,0,0,
PAL_RESISTANCE,gaza,external,False,-0.7578,0.9673,-0.4673,0,0,
PAL_RESISTANCE,gaza,external,False,0.0,0.9673,-0.4673,0,0,
INTL_ACTORS,un,profound,False,0.0,0.2498,1.0858,0,0,
PAL_RESISTANCE,gaza,popular,False,0.0,1.2927,0.3024,0,0,
PAL_RESISTANCE,gaza,human,False,-0.8528,0.5286,0.3597,0,0,
PAL_ORG,hamas,dangerous,False,-0.8834,-1.102,-1.671,0,0,
PAL_POLITICAL,pa,regulatory,False,0.0,0.1925,-0.9479,0,0,
PAL_RESISTANCE,gaza,legislative,False,0.0,-0.0384,-0.2913,0,0,
PAL_RESISTANCE,gaza,judicial,False,0.0,-0.8229,-0.1027,0,0,
PAL_POLITICAL,pa,integral,False,0.0,1.3893,0.4733,0,0,
PAL_POLITICAL,pa,extremist,False,-0.9015,-1.0364,-2.2587,0,0,
PAL_RESISTANCE,gaza,demographic,False,-0.7742,0.1285,0.0576,0,0,
PAL_POLITICAL,pa,blatant,False,0.0,-1.5486,-1.172,0,0,
PAL_POLITICAL,palestine,historical,False,0.0,0.9004,1.0418,0,0,
PAL_POLITICAL,pa,colonial,False,0.0,-0.0433,-0.2383,0,0,
INTL_ACTORS,un,voluntary,False,-0.8424,-0.1064,0.6187,0,0,
INTL_ACTORS,un,stated,False,0.0,0.3219,0.2927,0,0,
INTL_ACTORS,un,unstated,False,0.0,-0.9789,0.0214,0,0,
ISR_POLITICAL,israel,permanent,False,0.0,0.3994,0.268,0,0,
INTL_ACTORS,un,unfortunate,False,-0.577,-1.7696,-0.5343,0,0,
PAL_POLITICAL,pa,ordinary,False,0.0,-0.0426,0.8944,0,0,
PAL_POLITICAL,pa,limited,False,0.0,0.379,0.1615,0,0,
PAL_POLITICAL,pa,limited,False,0.0,0.379,0.1615,0,0,
PAL_POLITICAL,pa,entire,False,-0.7762,0.4004,0.2851,0,0,
INTL_ACTORS,usa,fleeting,False,0.0,-1.2076,0.5765,0,0,
PAL_RESISTANCE,gaza,gradual,False,0.0,0.0518,0.3961,0,0,
PAL_POLITICAL,pa,parallel,False,0.0,0.9018,-0.1397,0,0,
PAL_POLITICAL,pa,parallel,False,-0.6924,0.9018,-0.1397,0,0,
PAL_POLITICAL,pa,influential,False,-0.6924,0.7282,-0.0484,0,0,
INTL_ACTORS,un,ideal,False,-0.6223,1.8023,1.1721,0,0,
PAL_RESISTANCE,gaza,deluded,False,-0.8922,-2.4505,-0.8256,0,0,
PAL_RESISTANCE,gaza,complicit,False,-0.8922,-1.9771,-1.7351,0,0,
INTL_ACTORS,un,soft,False,0.0,0.6546,0.6358,0,0,
PAL_POLITICAL,pa,more,False,-0.5324,0.8631,0.4455,0,0,
PAL_POLITICAL,pa,more,False,-0.5324,0.8631,0.4455,0,0,
PAL_POLITICAL,pa,accurate,False,0.0,1.1914,0.5091,0,0,
PAL_POLITICAL,pa,accurate,False,0.0,1.1914,0.5091,0,0,
PAL_POLITICAL,pa,permanent,False,-0.5279,0.3994,0.268,0,0,
PAL_POLITICAL,pa,ended,False,-0.5279,-0.4015,0.0289,0,0,
PAL_POLITICAL,pa,accredited,False,-0.6199,1.3417,0.2686,0,0,
INTL_ACTORS,un,unified,False,0.0,1.4447,0.2842,0,0,
PAL_POLITICAL,pa,entire,False,-0.8209,0.4004,0.2851,0,0,
PAL_POLITICAL,pa,free,False,0.0,1.1814,0.4539,0,0,
PAL_POLITICAL,pa,unified,False,0.0,1.4447,0.2842,0,0,
PAL_POLITICAL,pa,legitimate,False,0.0,-0.1462,0.1693,0,0,
PAL_POLITICAL,pa,free,False,0.0,1.1814,0.4539,0,0,
PAL_POLITICAL,pa,keen,False,0.0,0.8436,0.2929,0,0,
PAL_POLITICAL,pa,legitimate,False,0.0,-0.1462,0.1693,0,0,
INTL_ACTORS,trump,individual,False,0.0,0.7013,0.7541,0,0,
PAL_POLITICAL,pa,vague,False,0.0,-1.4852,0.1203,0,0,
PAL_POLITICAL,pa,free,False,-0.6128,1.1814,0.4539,0,0,
PAL_POLITICAL,pa,parallel,False,-0.6412,0.9018,-0.1397,0,0,
INTL_ACTORS,un,unofficial,False,-0.6412,-0.1581,-0.1384,0,0,
PAL_POLITICAL,pa,free,False,0.0,1.1814,0.4539,0,0,
INTL_ACTORS,un,unelected,False,0.0,-1.6061,-1.6073,0,0,
INTL_ACTORS,un,unmandated,False,0.0,0.0,0.0,0,0,
PAL_POLITICAL,pa,free,False,0.0,1.1814,0.4539,0,0,
INTL_ACTORS,un,unambiguous,False,0.0,0.0668,0.4589,0,0,
INTL_ACTORS,un,unrecognized,False,-0.5214,-1.347,-0.2361,0,0,
PAL_POLITICAL,pa,popular,False,0.0,1.2927,0.3024,0,0,
PAL_POLITICAL,pa,serious,False,0.0,0.0489,0.1019,0,0,
PAL_POLITICAL,pa,stable,False,0.0,0.7608,0.5337,0,0,
PAL_POLITICAL,pa,undeclared,False,0.0,-1.104,-0.8959,0,0,
INTL_ACTORS,un,unequal,False,0.0,-1.4327,-0.4645,0,0,
PAL_POLITICAL,pa,capable,False,0.5755,1.7875,0.2008,0,0,
INTL_ACTORS,un,principled,False,-0.6304,-0.025,1.2991,0,0,
ISR_POLITICAL,israel,frantic,False,0.0,-1.3716,-0.5926,0,0,
ISR_POLITICAL,israel,right,False,0.0,0.3563,0.7214,0,0,
INTL_ACTORS,un,geographical,False,0.0,0.7301,0.4195,0,0,
PAL_POLITICAL,pa,isolated,False,0.0,-0.7779,0.0786,0,0,
PAL_POLITICAL,pa,capable,False,0.0,1.7875,0.2008,0,0,
PAL_POLITICAL,pa,geopolitical,False,0.0,-0.0148,-0.6893,0,0,
INTL_ACTORS,un,victorious,False,0.0,-0.095,0.174,0,0,
INTL_ACTORS,un,proud,False,0.0,0.9729,0.5059,0,0,
PAL_RESISTANCE,gaza,collective,False,-0.9227,0.1211,0.3669,0,0,
ISR_POLITICAL,israel,grave,False,-0.8154,-0.7139,0.2804,0,0,
PAL_POLITICAL,pa,more,False,-0.7435,0.8631,0.4455,0,0,
INTL_ACTORS,un,unclear,False,-0.6177,-1.4318,-0.4139,0,0,
PAL_POLITICAL,pa,violent,False,-0.798,-1.3491,-1.8348,0,0,
INTL_ACTORS,un,blatant,False,-0.798,-1.5486,-1.172,0,0,
INTL_ACTORS,un,informed,False,-0.6622,0.5246,0.4288,0,0,
PAL_POLITICAL,palestine,occupied,False,-0.8429,-0.1137,0.2818,0,0,
PAL_POLITICAL,pa,fleeting,False,-0.8704,-1.2076,0.5765,0,0,
PAL_POLITICAL,pa,journalistic,False,-0.8704,-0.3468,0.8087,0,0,
INTL_ACTORS,usa,principled,False,-0.629,-0.025,1.2991,0,0,
PAL_POLITICAL,pa,territorial,False,-0.7522,-0.1109,-0.4141,0,0,
PAL_POLITICAL,pa,prolonged,False,-0.7522,-0.9647,-0.3409,0,0,
INTL_ACTORS,un,external,False,0.0,0.9673,-0.4673,0,0,
INTL_ACTORS,un,uncontrollable,False,0.0,-1.832,-1.3096,0,0,
INTL_ACTORS,un,unconventional,False,-0.5257,0.1657,-0.3289,0,0,
ISR_POLITICAL,israel,sweeping,False,0.0,0.1705,0.2189,0,0,
INTL_ACTORS,iran,durable,False,-0.7233,1.8563,0.7945,0,0,
INTL_ACTORS,iran,perilous,False,-0.8153,-1.3297,-0.59,0,0,
INTL_ACTORS,un,external,False,-0.5476,0.9673,-0.4673,0,0,
INTL_ACTORS,un,external,False,-0.5476,0.9673,-0.4673,0,0,
INTL_ACTORS,iran,indirect,False,0.0,0.1593,-0.3996,0,0,
PAL_POLITICAL,pa,lasting,False,-0.6537,1.2934,1.2095,0,0,
PAL_POLITICAL,pa,obvious,False,0.0,-0.5387,0.0115,0,0,
INTL_ACTORS,un,undefined,False,0.0,-1.5078,-0.3201,0,0,
INTL_ACTORS,iran,unlikely,False,-0.5179,-0.8203,-0.2337,0,0,
INTL_ACTORS,usa,prepared,False,-0.5113,0.6696,0.5031,0,0,
PAL_POLITICAL,pa,entrenched,False,0.0,-0.7967,-1.0242,0,0,
INTL_ACTORS,iran,verified,False,0.0,0.3204,0.4181,0,0,
INTL_ACTORS,usa,contingent,False,-0.6312,-0.0765,0.2605,0,0,
PAL_POLITICAL,pa,sustainable,False,0.0,1.7991,1.1938,0,0,
PAL_POLITICAL,pa,coercive,False,0.0,-1.0323,-1.6672,0,0,
INTL_ACTORS,un,verifiable,False,0.0,0.492,0.6762,0,0,
ISR_POLITICAL,israel,meaningful,False,0.0,0.7228,1.2975,0,0,
INTL_ACTORS,un,consequential,False,0.0,-0.8221,0.2973,0,0,
PAL_POLITICAL,palestine,occupied,False,0.0,-0.1137,0.2818,0,0,
INTL_ACTORS,un,unauthorized,False,0.0,-0.7052,-0.988,0,0,
INTL_ACTORS,usa,temporary,False,0.0,-0.5069,0.0551,0,0,
INTL_ACTORS,usa,wartime,False,0.0,-0.2271,-0.1132,0,0,
INTL_ACTORS,un,uninhabitable,False,-0.8963,-2.2866,-0.1184,0,0,
INTL_ACTORS,un,basic,False,-0.5406,1.1652,0.9161,0,0,
INTL_ACTORS,un,unchecked,False,0.0,-1.4727,-1.3866,0,0,
INTL_ACTORS,un,uninterrupted,False,0.0,0.6311,1.1717,0,0,
INTL_ACTORS,un,reliable,False,0.0,1.8482,0.7718,0,0,
INTL_ACTORS,un,tacit,False,0.0,-0.3425,-0.3556,0,0,
SETTLERS,settlers,extremist,False,-0.8827,-1.0364,-2.2587,0,0,
INTL_ACTORS,un,limited,False,-0.826,0.379,0.1615,0,0,
INTL_ACTORS,usa,utilitarian,False,0.0,0.1047,0.8738,0,0,
PAL_POLITICAL,pa,right,False,-0.5384,0.3563,0.7214,0,0,
PAL_POLITICAL,pa,parliamentary,False,-0.5384,-0.4555,-0.024,0,0,
PAL_POLITICAL,pa,parliamentary,False,0.0,-0.4555,-0.024,0,0,
INTL_ACTORS,un,conditional,False,0.0,-0.2774,-0.2914,0,0,
ISR_POLITICAL,israel,dependent,False,0.0,-0.5375,-0.0878,0,0,
INTL_ACTORS,un,unprecedented,False,0.0,0.7364,-0.5512,0,0,
INTL_ACTORS,un,historical,False,0.0,0.9004,1.0418,0,0,
ISR_POLITICAL,israel,contemporary,False,-0.687,1.3365,0.931,0,0,
ISR_POLITICAL,israel,imperialist,False,-0.687,-0.7144,-2.4802,0,0,
INTL_ACTORS,un,collective,False,-0.8872,0.1211,0.3669,0,0,
ISR_POLITICAL,israel,colonial,False,-0.7724,-0.0433,-0.2383,0,0,
PAL_POLITICAL,pa,independent,False,-0.7922,1.0854,0.372,0,0,
PAL_POLITICAL,pa,capable,False,-0.5888,1.7875,0.2008,0,0,
PAL_RESISTANCE,gaza,capable,False,0.0,1.7875,0.2008,0,0,
INTL_ACTORS,un,collective,False,0.0,0.1211,0.3669,0,0,
INTL_ACTORS,un,unprecedented,False,0.0,0.7364,-0.5512,0,0,
INTL_ACTORS,un,massive,False,0.0,0.1972,-0.7881,0,0,
INTL_ACTORS,un,popular,False,0.0,1.2927,0.3024,0,0,
INTL_ACTORS,un,unprecedented,False,0.0,0.7364,-0.5512,0,0,
INTL_ACTORS,un,massive,False,0.0,0.1972,-0.7881,0,0,
INTL_ACTORS,un,popular,False,0.0,1.2927,0.3024,0,0,
INTL_ACTORS,un,more,False,0.0,0.8631,0.4455,0,0,
PAL_POLITICAL,pa,racist,False,0.0,-1.7814,-2.152,0,0,
INTL_ACTORS,un,excessive,False,0.0,-1.3509,-0.9652,0,0,
INTL_ACTORS,un,boundless,False,0.0,-0.0066,0.7037,0,0,
PAL_POLITICAL,pa,influential,False,-0.6942,0.7282,-0.0484,0,0,
PAL_POLITICAL,pa,capable,False,-0.6511,1.7875,0.2008,0,0,
PAL_POLITICAL,pa,popular,False,0.0,1.2927,0.3024,0,0,
PAL_POLITICAL,pa,popular,False,0.0,1.2927,0.3024,0,0,
INTL_ACTORS,un,unified,False,0.0,1.4447,0.2842,0,0,
PAL_POLITICAL,pa,indirect,False,-0.7036,0.1593,-0.3996,0,0,
INTL_ACTORS,un,practical,False,0.0,1.7972,1.1803,0,0,
PAL_POLITICAL,pa,prepared,False,-0.6611,0.6696,0.5031,0,0,
PAL_POLITICAL,pa,capable,False,0.0,1.7875,0.2008,0,0,
INTL_ACTORS,un,unified,False,-0.526,1.4447,0.2842,0,0,
PAL_POLITICAL,pa,unified,False,-0.526,1.4447,0.2842,0,0,
INTL_ACTORS,un,undesirable,False,-0.7892,-1.4984,-1.0794,0,0,
PAL_POLITICAL,pa,capable,False,0.0,1.7875,0.2008,0,0,
INTL_ACTORS,un,naked,False,0.0,-0.6359,0.358,0,0,
PAL_POLITICAL,pa,easy,False,-0.8184,1.3854,0.9451,0,0,
ISR_POLITICAL,israel,electoral,False,0.0,-0.713,-0.3308,0,0,
PAL_POLITICAL,pa,transitional,False,0.0,-0.2792,0.2995,0,0,
INTL_ACTORS,un,very,False,0.0,0.7466,0.6939,0,0,
PAL_POLITICAL,pa,capable,False,-0.808,1.7875,0.2008,0,0,
INTL_ACTORS,un,genuine,False,0.0,0.8658,1.1715,0,0,
PAL_POLITICAL,pa,peaceful,False,0.0,0.3609,2.2424,0,0,
PAL_POLITICAL,pa,peaceful,False,0.0,0.3609,2.2424,0,0,
PAL_POLITICAL,pa,peaceful,False,0.0,0.3609,2.2424,0,0,
PAL_POLITICAL,pa,capable,False,0.0,1.7875,0.2008,0,0,
PAL_POLITICAL,pa,absent,False,0.0,-1.3505,0.2149,0,0,
PAL_POLITICAL,pa,responsible,False,0.0,0.5115,-0.2948,0,0,
PAL_POLITICAL,pa,minimum,False,0.0,0.6862,0.5143,0,0,
PAL_POLITICAL,pa,connected,False,-0.8299,0.9256,0.4392,0,0,
PAL_POLITICAL,pa,municipal,False,0.0,0.0581,0.1275,0,0,
INTL_ACTORS,un,functional,False,0.6066,1.3575,0.6936,0,0,
INTL_ACTORS,un,functional,False,-0.8344,1.3575,0.6936,0,0,
ISR_POLITICAL,israel,right,False,-0.4855,0.3563,0.7214,0,0,
PAL_POLITICAL,pa,peaceful,False,0.0,0.3609,2.2424,0,0,
PAL_POLITICAL,pa,peaceful,False,0.0,0.3609,2.2424,0,0,
PAL_POLITICAL,pa,peaceful,False,-0.7137,0.3609,2.2424,0,0,
PAL_POLITICAL,pa,minimum,False,-0.7137,0.6862,0.5143,0,0,
PAL_POLITICAL,pa,capable,False,-0.7137,1.7875,0.2008,0,0,
PAL_POLITICAL,pa,peaceful,False,-0.7137,0.3609,2.2424,0,0,
PAL_POLITICAL,pa,minimum,False,-0.7137,0.6862,0.5143,0,0,
PAL_POLITICAL,pa,capable,False,-0.7137,1.7875,0.2008,0,0,
PAL_POLITICAL,pa,peaceful,False,0.0,0.3609,2.2424,0,0,
PAL_POLITICAL,pa,peaceful,False,0.0,0.3609,2.2424,0,0,
PAL_POLITICAL,pa,minimum,False,0.0,0.6862,0.5143,0,0,
PAL_POLITICAL,pa,minimum,False,0.0,0.6862,0.5143,0,0,
PAL_POLITICAL,pa,alive,False,0.0,0.0146,0.4595,0,0,
PAL_POLITICAL,pa,capable,False,0.0,1.7875,0.2008,0,0,
PAL_POLITICAL,pa,gradual,False,0.0,0.0518,0.3961,0,0,
ISR_POLITICAL,israel,capable,False,-0.61,1.7875,0.2008,0,0,
PAL_POLITICAL,pa,organized,False,-0.61,1.3218,-0.2426,0,0,
PAL_POLITICAL,pa,calm,False,-0.61,-0.2695,1.7173,0,0,
INTL_ACTORS,usa,unified,False,0.0,1.4447,0.2842,0,0,
INTL_ACTORS,un,profound,False,0.0,0.2498,1.0858,0,0,
INTL_ACTORS,un,demographic,False,0.0,0.1285,0.0576,0,0,
PAL_POLITICAL,pa,natural,False,-0.6115,1.2376,1.0435,0,0,
INTL_ACTORS,un,unannounced,False,-0.6115,-1.0049,-0.4965,0,0,
INTL_ACTORS,un,forced,False,-0.6115,-0.933,-0.6184,0,0,
ISR_POLITICAL,netanyahu,judicial,False,-0.8673,-0.8229,-0.1027,0,0,
PAL_POLITICAL,pa,independent,False,0.0,1.0854,0.372,0,0,
PAL_POLITICAL,pa,capable,False,0.0,1.7875,0.2008,0,0,
INTL_ACTORS,un,unprecedented,False,-0.6598,0.7364,-0.5512,0,0,
INTL_ACTORS,un,capable,False,-0.6598,1.7875,0.2008,0,0,
INTL_ACTORS,un,unprecedented,False,-0.6598,0.7364,-0.5512,0,0,
ISR_POLITICAL,israel,timely,False,-0.6427,0.8706,0.6972,0,0,
PAL_POLITICAL,pa,social,False,-0.8068,0.8349,0.5586,0,0,
PAL_POLITICAL,pa,demographic,False,-0.8068,0.1285,0.0576,0,0,
PAL_POLITICAL,pa,indifferent,False,-0.7169,-2.159,-0.1542,0,0,
PAL_POLITICAL,pa,just,False,-0.6372,0.1894,0.6815,0,0,
PAL_POLITICAL,pa,contiguous,False,-0.8109,0.0286,0.3363,0,0,
INTL_ACTORS,un,more,False,0.0,0.8631,0.4455,0,0,
INTL_ACTORS,un,further,False,-0.8121,0.679,0.1394,0,0,
PAL_RESISTANCE,gaza,endless,False,-0.7729,-0.3685,0.1214,0,0,
INTL_ACTORS,un,more,False,0.0,0.8631,0.4455,0,0,
PAL_POLITICAL,pa,expansionist,False,0.0,-0.4409,-2.3215,0,0,
INTL_ACTORS,un,permanent,False,0.0,0.3994,0.268,0,0,
INTL_ACTORS,usa,geographical,False,0.0,0.7301,0.4195,0,0,
INTL_ACTORS,usa,demographic,False,0.0,0.1285,0.0576,0,0,
ISR_POLITICAL,israel,intermittent,False,0.0,-0.9863,-0.2689,0,0,
PAL_POLITICAL,pa,independent,False,0.0,1.0854,0.372,0,0,
PAL_POLITICAL,pa,temporary,False,0.0,-0.5069,0.0551,0,0,
PAL_POLITICAL,pa,independent,False,0.0,1.0854,0.372,0,0,
PAL_POLITICAL,pa,temporary,False,0.0,-0.5069,0.0551,0,0,
PAL_POLITICAL,pa,urgent,False,0.0,-0.058,0.0864,0,0,
ISR_POLITICAL,israel,colonial,False,0.0,-0.0433,-0.2383,0,0,
PAL_POLITICAL,palestine,underground,False,-0.612,0.3217,-0.5611,0,0,
PAL_POLITICAL,pa,right,False,-0.612,0.3563,0.7214,0,0,
INTL_ACTORS,un,visible,False,-0.7976,0.4929,0.6007,0,0,
INTL_ACTORS,un,more,False,0.0,0.8631,0.4455,0,0,
INTL_ACTORS,un,more,False,0.0,0.8631,0.4455,0,0,
INTL_ACTORS,un,practical,False,0.0,1.7972,1.1803,0,0,
INTL_ACTORS,un,unified,False,-0.5983,1.4447,0.2842,0,0,
PAL_POLITICAL,pa,genuine,False,0.0,0.8658,1.1715,0,0,
INTL_ACTORS,un,courageous,False,0.7436,-0.0972,0.7462,0,0,
PAL_POLITICAL,pa,worthy,False,0.7436,0.3485,1.0964,0,0,
PAL_RESISTANCE,gaza,sustainable,False,0.7682,1.7991,1.1938,0,0,
INTL_ACTORS,un,continuous,False,0.0,1.1536,0.268,0,0,
PAL_POLITICAL,pa,widespread,False,0.0,-0.2146,-0.7277,0,0,
PAL_POLITICAL,pa,convincing,False,-0.8428,-0.0624,0.3236,0,0,
PAL_POLITICAL,pa,passing,False,-0.7254,-0.1403,0.3935,0,0,
PAL_POLITICAL,pa,expansionist,False,-0.6935,-0.4409,-2.3215,0,0,
PAL_POLITICAL,pa,expansionist,False,0.0,-0.4409,-2.3215,0,0,
PAL_POLITICAL,palestine,geographical,False,0.0,0.7301,0.4195,0,0,
PAL_POLITICAL,palestine,occupied,False,0.0,-0.1137,0.2818,0,0,
INTL_ACTORS,iran,mullah,False,0.0,-0.9591,-1.4754,0,0,
INTL_ACTORS,iran,likely,False,-0.7015,-0.3397,-0.0507,0,0,
INTL_ACTORS,iran,essential,False,-0.658,1.225,1.1167,0,0,
INTL_ACTORS,iran,widespread,False,-0.8628,-0.2146,-0.7277,0,0,
INTL_ACTORS,iran,tight,False,-0.7335,0.0515,0.0191,0,0,
INTL_ACTORS,un,unprecedented,False,0.0,0.7364,-0.5512,0,0,
INTL_ACTORS,usa,rigid,False,0.0,0.2648,-0.1788,0,0,
ISR_POLITICAL,netanyahu,extremist,False,-0.6073,-1.0364,-2.2587,0,0,
