word,log_odds,z_score,count_site1,count_site2,count_total,is_significant
child,1.1772,2.5312,19,6,25,True
able,1.1772,2.5312,19,6,25,True
express,1.1772,2.5312,19,6,25,True
disaster,1.1772,2.5312,19,6,25,True
minister,0.5148,2.5294,63,39,102,True
agenda,1.8664,2.5109,13,2,15,True
islamic,0.5581,2.5051,54,32,86,True
opportunity,0.7567,2.4902,33,16,49,True
stand,0.6564,2.4886,41,22,63,True
kurds,1.5505,2.4717,14,3,17,True
damage,1.5505,2.4717,14,3,17,True
gap,0.7943,2.4612,30,14,44,True
take,0.6755,2.4502,38,20,58,True
iranians,2.4336,2.4437,12,1,13,True
emirates,2.4336,2.4437,12,1,13,True
opponent,2.4336,2.4437,12,1,13,True
require,0.5521,2.4362,52,31,83,True
want,0.8422,2.4358,27,12,39,True
activity,1.3394,2.4052,15,4,19,True
civil,1.3394,2.4052,15,4,19,True
set,1.3394,2.4052,15,4,19,True
table,1.3394,2.4052,15,4,19,True
answer,1.3394,2.4052,15,4,19,True
extreme,1.1234,2.3995,18,6,24,True
spirit,1.7869,2.3904,12,2,14,True
develop,1.7869,2.3904,12,2,14,True
release,1.7869,2.3904,12,2,14,True
learn,1.7869,2.3904,12,2,14,True
era,2.3473,2.3483,11,1,12,True
terror,2.3473,2.3483,11,1,12,True
wrong,2.3473,2.3483,11,1,12,True
ultra,2.3473,2.3483,11,1,12,True
teach,2.3473,2.3483,11,1,12,True
blow,2.3473,2.3483,11,1,12,True
mansour,2.3473,2.3483,11,1,12,True
orthodox,2.3473,2.3483,11,1,12,True
perceive,1.4769,2.3383,13,3,16,True
story,1.4769,2.3383,13,3,16,True
yesterday,1.4769,2.3383,13,3,16,True
rest,1.4769,2.3383,13,3,16,True
conduct,1.1853,2.3327,16,5,21,True
radical,1.0253,2.3327,19,7,26,True
destroy,1.0253,2.3327,19,7,26,True
way,0.5087,2.2971,53,33,86,True
lose,0.8631,2.288,23,10,33,True
terrorism,0.9446,2.2697,20,8,28,True
recent,0.6444,2.2664,35,19,54,True
head,0.6943,2.2612,31,16,47,True
forget,1.7007,2.26,11,2,13,True
rate,1.7007,2.26,11,2,13,True
poll,1.7007,2.26,11,2,13,True
trauma,1.7007,2.26,11,2,13,True
corridor,1.7007,2.26,11,2,13,True
persian,2.2529,2.2438,10,1,11,True
buffer,2.2529,2.2438,10,1,11,True
jew,2.2529,2.2438,10,1,11,True
air,2.2529,2.2438,10,1,11,True
high,0.7254,2.2228,28,14,42,True
profound,1.3974,2.1953,12,3,15,True
purpose,1.3974,2.1953,12,3,15,True
concern,0.6919,2.1815,29,15,44,True
partnership,0.6919,2.1815,29,15,44,True
relation,0.6919,2.1815,29,15,44,True
create,0.5047,2.1718,48,30,78,True
local,0.8188,2.1558,22,10,32,True
true,0.8188,2.1558,22,10,32,True
leadership,0.4326,2.1443,61,41,102,True
past,0.5622,2.1424,39,23,62,True
germany,2.1486,2.1285,9,1,10,True
bar,2.1486,2.1285,9,1,10,True
offensive,2.1486,2.1285,9,1,10,True
business,2.1486,2.1285,9,1,10,True
qatari,2.1486,2.1285,9,1,10,True
video,2.1486,2.1285,9,1,10,True
window,1.6062,2.1178,10,2,12,True
painful,1.6062,2.1178,10,2,12,True
let,1.6062,2.1178,10,2,12,True
mention,1.6062,2.1178,10,2,12,True
restoration,1.6062,2.1178,10,2,12,True
opening,1.1973,2.1157,13,4,17,True
hour,1.1973,2.1157,13,4,17,True
improve,1.1973,2.1157,13,4,17,True
leave,0.5451,2.1148,40,24,64,True
fall,0.6892,2.0988,27,14,41,True
deep,0.514,2.0633,42,26,68,True
current,0.416,2.0554,60,41,101,True
promote,0.9147,2.0487,17,7,24,True
refuse,0.9147,2.0487,17,7,24,True
backing,1.3112,2.041,11,3,14,True
simple,1.3112,2.041,11,3,14,True
difficult,0.6277,2.021,29,16,45,True
truth,0.7725,2.0188,21,10,31,True
prove,0.686,2.0127,25,13,38,True
neglect,2.0321,1.9998,8,1,9,True
civic,2.0321,1.9998,8,1,9,True
correct,2.0321,1.9998,8,1,9,True
huge,2.0321,1.9998,8,1,9,True
shake,2.0321,1.9998,8,1,9,True
gvir,2.0321,1.9998,8,1,9,True
sunni,0.8397,1.9864,18,8,26,True
thousand,0.8397,1.9864,18,8,26,True
israelis,0.6012,1.9855,30,17,47,True
help,0.9421,1.9636,15,6,21,True
pro,0.9421,1.9636,15,6,21,True
friend,1.5019,1.9619,9,2,11,True
activist,1.5019,1.9619,9,2,11,True
commander,1.5019,1.9619,9,2,11,True
get,1.5019,1.9619,9,2,11,True
person,1.5019,1.9619,9,2,11,True
dismantling,1.5019,1.9619,9,2,11,True
boundary,1.5019,1.9619,9,2,11,True
disappear,1.5019,1.9619,9,2,11,True
turkish,1.5019,1.9619,9,2,11,True
solve,1.5019,1.9619,9,2,11,True
demilitarize,1.5019,1.9619,9,2,11,True
anchor,1.5019,1.9619,9,2,11,True
situation,0.49,1.9576,41,26,67,False
concentrate,1.1178,1.9562,12,4,16,False
assist,1.1178,1.9562,12,4,16,False
oppose,1.1178,1.9562,12,4,16,False
player,1.1178,1.9562,12,4,16,False
reserve,1.1178,1.9562,12,4,16,False
great,0.6206,1.9326,27,15,42,False
reason,0.7771,1.9293,19,9,28,False
opposition,0.555,1.9205,32,19,51,False
weapon,0.4938,1.8974,38,24,62,False
case,0.6453,1.88,24,13,37,False
supreme,0.979,1.8757,13,5,18,False
bet,0.979,1.8757,13,5,18,False
majority,0.979,1.8757,13,5,18,False
come,0.3821,1.8748,58,41,99,False
blame,1.2167,1.8739,10,3,13,False
well,1.2167,1.8739,10,3,13,False
try,0.5674,1.8622,29,17,46,False
undergo,1.9003,1.8546,7,1,8,False
dramatic,1.9003,1.8546,7,1,8,False
golan,1.9003,1.8546,7,1,8,False
realization,1.9003,1.8546,7,1,8,False
defensive,1.9003,1.8546,7,1,8,False
fateful,1.9003,1.8546,7,1,8,False
night,1.9003,1.8546,7,1,8,False
mother,1.9003,1.8546,7,1,8,False
little,1.9003,1.8546,7,1,8,False
young,1.9003,1.8546,7,1,8,False
normalization,1.9003,1.8546,7,1,8,False
proof,1.9003,1.8546,7,1,8,False
advantage,1.9003,1.8546,7,1,8,False
blue,1.9003,1.8546,7,1,8,False
substantive,1.9003,1.8546,7,1,8,False
pragmatic,1.9003,1.8546,7,1,8,False
drag,1.9003,1.8546,7,1,8,False
prefer,1.9003,1.8546,7,1,8,False
red,1.9003,1.8546,7,1,8,False
feel,0.7829,1.8354,17,8,25,False
wing,0.7829,1.8354,17,8,25,False
explain,0.8735,1.8024,14,6,20,False
bloody,1.3855,1.7892,8,2,10,False
elect,1.3855,1.7892,8,2,10,False
miss,1.3855,1.7892,8,2,10,False
brother,1.3855,1.7892,8,2,10,False
sharon,1.3855,1.7892,8,2,10,False
routine,1.3855,1.7892,8,2,10,False
audience,1.3855,1.7892,8,2,10,False
assistance,1.3855,1.7892,8,2,10,False
generation,1.3855,1.7892,8,2,10,False
familiar,1.3855,1.7892,8,2,10,False
regard,1.3855,1.7892,8,2,10,False
chance,1.0315,1.7849,11,4,15,False
citizen,0.3754,1.7477,52,37,89,False
return,0.3455,1.7424,60,44,104,False
share,0.7902,1.7365,15,7,22,False
suppose,0.7902,1.7365,15,7,22,False
voice,0.6728,1.7293,19,10,29,False
europe,0.6728,1.7293,19,10,29,False
foreign,0.5106,1.7055,29,18,47,False
choose,0.5717,1.7052,24,14,38,False
common,0.8995,1.7039,12,5,17,False
moderate,0.8995,1.7039,12,5,17,False
severe,0.8995,1.7039,12,5,17,False
add,0.8995,1.7039,12,5,17,False
mistake,1.1124,1.6916,9,3,12,False
yitzhak,1.1124,1.6916,9,3,12,False
eastern,1.1124,1.6916,9,3,12,False
win,1.1124,1.6916,9,3,12,False
bleed,1.7485,1.6879,6,1,7,False
invite,1.7485,1.6879,6,1,7,False
assad,1.7485,1.6879,6,1,7,False
encounter,1.7485,1.6879,6,1,7,False
quality,1.7485,1.6879,6,1,7,False
chairman,1.7485,1.6879,6,1,7,False
elimination,1.7485,1.6879,6,1,7,False
cry,1.7485,1.6879,6,1,7,False
route,1.7485,1.6879,6,1,7,False
rift,1.7485,1.6879,6,1,7,False
cooperation,0.7226,1.6774,16,8,24,False
integrate,0.7226,1.6774,16,8,24,False
implement,0.7226,1.6774,16,8,24,False
biden,5.2345,1.6507,18,0,18,False
abductee,5.2345,1.6507,18,0,18,False
kidnap,5.1776,1.6325,17,0,17,False
oman,5.1776,1.6325,17,0,17,False
basic,0.7999,1.6319,13,6,19,False
zone,0.7999,1.6319,13,6,19,False
concept,0.6664,1.6241,17,9,26,False
reform,0.6664,1.6241,17,9,26,False
ran,5.1173,1.6132,16,0,16,False
allow,0.4024,1.6098,39,27,66,False
fear,0.4397,1.6006,33,22,55,False
easy,0.9371,1.6003,10,4,14,False
vote,0.9371,1.6003,10,4,14,False
argue,0.9371,1.6003,10,4,14,False
sea,1.2537,1.596,7,2,9,False
lever,1.2537,1.596,7,2,9,False
living,1.2537,1.596,7,2,9,False
fantasy,1.2537,1.596,7,2,9,False
africa,1.2537,1.596,7,2,9,False
sword,1.2537,1.596,7,2,9,False
credit,1.2537,1.596,7,2,9,False
total,1.2537,1.596,7,2,9,False
manner,1.2537,1.596,7,2,9,False
accuse,1.2537,1.596,7,2,9,False
publish,1.2537,1.596,7,2,9,False
refusal,1.2537,1.596,7,2,9,False
journalist,0.619,1.576,18,10,28,False
reservist,4.911,1.5471,13,0,13,False
neighborhood,0.8132,1.5202,11,5,16,False
revolution,0.6584,1.5118,15,8,23,False
failure,0.4236,1.502,31,21,52,False
struggle,0.4236,1.502,31,21,52,False
religious,0.4236,1.502,31,21,52,False
combination,4.7452,1.4939,11,0,11,False
remember,4.7452,1.4939,11,0,11,False
investigate,4.7452,1.4939,11,0,11,False
array,4.7452,1.4939,11,0,11,False
tribe,4.7452,1.4939,11,0,11,False
electricity,1.5694,1.4929,5,1,6,False
courageous,1.5694,1.4929,5,1,6,False
rocket,1.5694,1.4929,5,1,6,False
positive,1.5694,1.4929,5,1,6,False
grip,1.5694,1.4929,5,1,6,False
learning,1.5694,1.4929,5,1,6,False
waiting,1.5694,1.4929,5,1,6,False
love,1.5694,1.4929,5,1,6,False
sure,1.5694,1.4929,5,1,6,False
happy,1.5694,1.4929,5,1,6,False
hop,1.5694,1.4929,5,1,6,False
cultural,1.5694,1.4929,5,1,6,False
inevitable,1.5694,1.4929,5,1,6,False
intervene,1.5694,1.4929,5,1,6,False
branch,1.5694,1.4929,5,1,6,False
identify,0.996,1.4913,8,3,11,False
depend,0.996,1.4913,8,3,11,False
morning,0.996,1.4913,8,3,11,False
hostile,0.996,1.4913,8,3,11,False
initiate,0.996,1.4913,8,3,11,False
governmental,0.996,1.4913,8,3,11,False
center,0.3661,1.4803,39,28,67,False
shut,4.6508,1.4635,10,0,10,False
shin,4.6508,1.4635,10,0,10,False
irgc,4.6508,1.4635,10,0,10,False
joe,4.6508,1.4635,10,0,10,False
willingness,4.6508,1.4635,10,0,10,False
democratic,0.6061,1.4615,16,9,25,False
word,0.7205,1.4509,12,6,18,False
withdraw,0.7205,1.4509,12,6,18,False
india,4.5465,1.4299,9,0,9,False
contrary,4.5465,1.4299,9,0,9,False
fanatical,4.5465,1.4299,9,0,9,False
rehabilitation,4.5465,1.4299,9,0,9,False
miracle,4.5465,1.4299,9,0,9,False
semitic,4.5465,1.4299,9,0,9,False
imagine,4.5465,1.4299,9,0,9,False
commentator,4.5465,1.4299,9,0,9,False
conservative,4.5465,1.4299,9,0,9,False
hat,4.5465,1.4299,9,0,9,False
warrior,4.5465,1.4299,9,0,9,False
sense,0.485,1.423,22,14,36,False
enter,0.4217,1.4222,28,19,47,False
bennett,0.8328,1.4001,9,4,13,False
early,0.8328,1.4001,9,4,13,False
knowledge,0.8328,1.4001,9,4,13,False
neighbor,0.8328,1.4001,9,4,13,False
sultanate,4.4301,1.3923,8,0,8,False
naftali,4.4301,1.3923,8,0,8,False
protester,4.4301,1.3923,8,0,8,False
wake,4.4301,1.3923,8,0,8,False
delegitimization,4.4301,1.3923,8,0,8,False
son,1.1018,1.3771,6,2,8,False
tunnel,1.1018,1.3771,6,2,8,False
low,1.1018,1.3771,6,2,8,False
theory,1.1018,1.3771,6,2,8,False
character,1.1018,1.3771,6,2,8,False
york,1.1018,1.3771,6,2,8,False
relative,1.1018,1.3771,6,2,8,False
ballistic,1.1018,1.3771,6,2,8,False
limitation,1.1018,1.3771,6,2,8,False
vital,1.1018,1.3771,6,2,8,False
deter,1.1018,1.3771,6,2,8,False
privilege,1.1018,1.3771,6,2,8,False
one,1.1018,1.3771,6,2,8,False
imaginary,1.1018,1.3771,6,2,8,False
revolutionary,1.1018,1.3771,6,2,8,False
assessment,1.1018,1.3771,6,2,8,False
element,0.5246,1.3759,18,11,29,False
rule,0.3311,1.3524,39,29,68,False
ministry,4.2983,1.3498,7,0,7,False
industry,4.2983,1.3498,7,0,7,False
foot,4.2983,1.3498,7,0,7,False
obama,4.2983,1.3498,7,0,7,False
hadar,4.2983,1.3498,7,0,7,False
inquiry,4.2983,1.3498,7,0,7,False
hero,4.2983,1.3498,7,0,7,False
terrible,4.2983,1.3498,7,0,7,False
consist,4.2983,1.3498,7,0,7,False
clan,4.2983,1.3498,7,0,7,False
mansur,4.2983,1.3498,7,0,7,False
determine,0.4921,1.3392,19,12,31,False
period,0.5899,1.3379,14,8,22,False
direction,0.5899,1.3379,14,8,22,False
previous,0.5899,1.3379,14,8,22,False
list,0.5899,1.3379,14,8,22,False
deal,0.3145,1.3233,41,31,72,False
territory,0.3145,1.3233,41,31,72,False
game,0.7188,1.3232,10,5,15,False
certain,0.7188,1.3232,10,5,15,False
stop,0.4017,1.3131,26,18,44,False
point,0.3069,1.3098,42,32,74,False
choice,0.4637,1.3059,20,13,33,False
soldier,0.4637,1.3059,20,13,33,False
establishment,0.3421,1.3008,34,25,59,False
have,4.1464,1.3006,6,0,6,False
collaboration,4.1464,1.3006,6,0,6,False
echelon,4.1464,1.3006,6,0,6,False
chancellor,4.1464,1.3006,6,0,6,False
populist,4.1464,1.3006,6,0,6,False
adviser,4.1464,1.3006,6,0,6,False
amit,4.1464,1.3006,6,0,6,False
wind,4.1464,1.3006,6,0,6,False
cyprus,4.1464,1.3006,6,0,6,False
jump,4.1464,1.3006,6,0,6,False
farmer,4.1464,1.3006,6,0,6,False
wikipedia,4.1464,1.3006,6,0,6,False
film,4.1464,1.3006,6,0,6,False
shahada,4.1464,1.3006,6,0,6,False
kidnapping,4.1464,1.3006,6,0,6,False
sail,4.1464,1.3006,6,0,6,False
jaffa,4.1464,1.3006,6,0,6,False
armament,4.1464,1.3006,6,0,6,False
age,4.1464,1.3006,6,0,6,False
nato,4.1464,1.3006,6,0,6,False
shade,4.1464,1.3006,6,0,6,False
encouragement,4.1464,1.3006,6,0,6,False
goldin,4.1464,1.3006,6,0,6,False
difficulty,4.1464,1.3006,6,0,6,False
amichai,4.1464,1.3006,6,0,6,False
mass,0.542,1.2914,15,9,24,False
disarm,0.542,1.2914,15,9,24,False
hostage,0.542,1.2914,15,9,24,False
lesson,0.542,1.2914,15,9,24,False
close,0.3855,1.2903,27,19,46,False
social,0.3855,1.2903,27,19,46,False
organization,0.2631,1.2885,54,43,97,False
rare,0.8642,1.2694,7,3,10,False
tear,0.8642,1.2694,7,3,10,False
sanction,0.8642,1.2694,7,3,10,False
particular,0.8642,1.2694,7,3,10,False
water,0.8642,1.2694,7,3,10,False
thwart,0.8642,1.2694,7,3,10,False
dozen,0.8642,1.2694,7,3,10,False
commission,0.8642,1.2694,7,3,10,False
appeal,0.8642,1.2694,7,3,10,False
courage,1.3511,1.2583,4,1,5,False
dhabi,1.3511,1.2583,4,1,5,False
reconciliation,1.3511,1.2583,4,1,5,False
reza,1.3511,1.2583,4,1,5,False
illustrate,1.3511,1.2583,4,1,5,False
relevant,1.3511,1.2583,4,1,5,False
maneuvering,1.3511,1.2583,4,1,5,False
collection,1.3511,1.2583,4,1,5,False
fence,1.3511,1.2583,4,1,5,False
outline,1.3511,1.2583,4,1,5,False
environmental,1.3511,1.2583,4,1,5,False
interference,1.3511,1.2583,4,1,5,False
gesture,1.3511,1.2583,4,1,5,False
hide,1.3511,1.2583,4,1,5,False
rivalry,1.3511,1.2583,4,1,5,False
port,1.3511,1.2583,4,1,5,False
cabinet,1.3511,1.2583,4,1,5,False
certainty,1.3511,1.2583,4,1,5,False
ahmed,1.3511,1.2583,4,1,5,False
dialogue,1.3511,1.2583,4,1,5,False
tomorrow,1.3511,1.2583,4,1,5,False
itamar,1.3511,1.2583,4,1,5,False
pahlavi,1.3511,1.2583,4,1,5,False
shelter,1.3511,1.2583,4,1,5,False
ancient,1.3511,1.2583,4,1,5,False
judaism,1.3511,1.2583,4,1,5,False
export,1.3511,1.2583,4,1,5,False
introduce,1.3511,1.2583,4,1,5,False
conquer,1.3511,1.2583,4,1,5,False
predecessor,1.3511,1.2583,4,1,5,False
lens,1.3511,1.2583,4,1,5,False
transparent,1.3511,1.2583,4,1,5,False
memorandum,1.3511,1.2583,4,1,5,False
obvious,1.3511,1.2583,4,1,5,False
inflict,1.3511,1.2583,4,1,5,False
feed,1.3511,1.2583,4,1,5,False
recipe,1.3511,1.2583,4,1,5,False
principled,1.3511,1.2583,4,1,5,False
english,1.3511,1.2583,4,1,5,False
hit,1.3511,1.2583,4,1,5,False
shortcoming,1.3511,1.2583,4,1,5,False
precedent,1.3511,1.2583,4,1,5,False
late,0.6342,1.2582,11,6,17,False
syrian,0.6342,1.2582,11,6,17,False
joint,0.5018,1.2502,16,10,26,False
threshold,3.9673,1.2425,5,0,5,False
club,3.9673,1.2425,5,0,5,False
purim,3.9673,1.2425,5,0,5,False
budget,3.9673,1.2425,5,0,5,False
globe,3.9673,1.2425,5,0,5,False
friendly,3.9673,1.2425,5,0,5,False
murderous,3.9673,1.2425,5,0,5,False
rani,3.9673,1.2425,5,0,5,False
outbreak,3.9673,1.2425,5,0,5,False
correction,3.9673,1.2425,5,0,5,False
servant,3.9673,1.2425,5,0,5,False
unwilling,3.9673,1.2425,5,0,5,False
heroic,3.9673,1.2425,5,0,5,False
faith,3.9673,1.2425,5,0,5,False
disturbing,3.9673,1.2425,5,0,5,False
ariel,3.9673,1.2425,5,0,5,False
eve,3.9673,1.2425,5,0,5,False
gantz,3.9673,1.2425,5,0,5,False
catch,3.9673,1.2425,5,0,5,False
adult,3.9673,1.2425,5,0,5,False
enlightened,3.9673,1.2425,5,0,5,False
haredim,3.9673,1.2425,5,0,5,False
critic,3.9673,1.2425,5,0,5,False
guaili,3.9673,1.2425,5,0,5,False
logo,3.9673,1.2425,5,0,5,False
unique,3.9673,1.2425,5,0,5,False
centrist,3.9673,1.2425,5,0,5,False
appreciate,3.9673,1.2425,5,0,5,False
proper,3.9673,1.2425,5,0,5,False
sinwar,3.9673,1.2425,5,0,5,False
redemption,3.9673,1.2425,5,0,5,False
broken,3.9673,1.2425,5,0,5,False
host,3.9673,1.2425,5,0,5,False
cooperate,3.9673,1.2425,5,0,5,False
convey,3.9673,1.2425,5,0,5,False
recommend,3.9673,1.2425,5,0,5,False
horn,3.9673,1.2425,5,0,5,False
wage,3.9673,1.2425,5,0,5,False
action,0.2635,1.2292,49,39,88,False
claim,0.3966,1.2216,23,16,39,False
future,0.2535,1.2099,51,41,92,False
preserve,0.5686,1.2028,12,7,19,False
promise,0.5686,1.2028,12,7,19,False
occur,0.5686,1.2028,12,7,19,False
depth,0.5686,1.2028,12,7,19,False
iran,0.1255,1.1864,187,171,358,False
boycott,0.7164,1.1819,8,4,12,False
command,0.7164,1.1819,8,4,12,False
gain,0.7164,1.1819,8,4,12,False
hard,0.7164,1.1819,8,4,12,False
sphere,0.7164,1.1819,8,4,12,False
feeling,0.7164,1.1819,8,4,12,False
survive,0.7164,1.1819,8,4,12,False
aspiration,0.7164,1.1819,8,4,12,False
doubt,0.7164,1.1819,8,4,12,False
member,0.4383,1.1802,18,12,30,False
initiator,3.749,1.1714,4,0,4,False
atali,3.749,1.1714,4,0,4,False
torah,3.749,1.1714,4,0,4,False
beacon,3.749,1.1714,4,0,4,False
refrain,3.749,1.1714,4,0,4,False
founding,3.749,1.1714,4,0,4,False
roar,3.749,1.1714,4,0,4,False
beat,3.749,1.1714,4,0,4,False
david,3.749,1.1714,4,0,4,False
bereaved,3.749,1.1714,4,0,4,False
doubtful,3.749,1.1714,4,0,4,False
attest,3.749,1.1714,4,0,4,False
yahya,3.749,1.1714,4,0,4,False
envoy,3.749,1.1714,4,0,4,False
lapel,3.749,1.1714,4,0,4,False
guayli,3.749,1.1714,4,0,4,False
picot,3.749,1.1714,4,0,4,False
studies,3.749,1.1714,4,0,4,False
unusual,3.749,1.1714,4,0,4,False
farm,3.749,1.1714,4,0,4,False
pakistan,3.749,1.1714,4,0,4,False
hover,3.749,1.1714,4,0,4,False
underway,3.749,1.1714,4,0,4,False
insight,3.749,1.1714,4,0,4,False
photograph,3.749,1.1714,4,0,4,False
proportion,3.749,1.1714,4,0,4,False
accelerated,3.749,1.1714,4,0,4,False
headline,3.749,1.1714,4,0,4,False
relevance,3.749,1.1714,4,0,4,False
revival,3.749,1.1714,4,0,4,False
average,3.749,1.1714,4,0,4,False
cope,3.749,1.1714,4,0,4,False
afraid,3.749,1.1714,4,0,4,False
worldview,3.749,1.1714,4,0,4,False
composition,3.749,1.1714,4,0,4,False
holocaust,3.749,1.1714,4,0,4,False
subsidy,3.749,1.1714,4,0,4,False
class,3.749,1.1714,4,0,4,False
significance,3.749,1.1714,4,0,4,False
patience,3.749,1.1714,4,0,4,False
yair,3.749,1.1714,4,0,4,False
