,title,date,text
10,В Крыму оценили идею наказывать родителей за опасные зимние катания детей,['09:05 17.01.2026'],
11,"""Медовый месяц"" Трампа и правых партий в Европе заканчивается – политолог",['15:01 16.01.2026'],
12,Что способно остановить инфляцию в России,['06:04 16.01.2026'],
13,Как 20-й пакет санкций ЕС отразится на России и что поможет экономике,['21:55 15.01.2026'],
14,"""Большая манипуляция"": зачем Трампу Гренландия на самом деле",['21:31 15.01.2026'],
15,Что показало задержание педагога из Крыма в Киеве,['19:47 15.01.2026'],"""Это абсолютно аморально – задержать человека, который отправился навестить больную мать. Но это вполне в стиле украинских неонацистов. Они, как шакалы: воевать по-настоящему с нашими мужиками не могут, поэтому воюют с женщинами, с детьми используют любые возможности, чтобы сводить счеты с беззащитными, с людьми, которые не могут дать сдачи"", – прокомментировал политолог. ""За все подобные вещи этих неонацистов, когда будет завершена денацификация Украины, будут судить. Все эти эпизоды не будут забыты, я уверен, а лягут в конкретные уголовные дела"", – подытожил политолог."
16,Крымские ученые прокомментировали задержание Бутягина,['16:52 15.01.2026'],
17,Когда рухнет режим Зеленского – экс-депутат Рады сделал прогноз,['10:51 15.01.2026 (обновлено: 14:39 15.01.2026)'],
18,Экс-депутат Рады объяснил неприязнь крымчан к Тимошенко,['10:31 15.01.2026'],
19,Что спасет ученого Бутягина от беззакония Киева и Европы - мнение,['06:02 15.01.2026'],
20,Маски сброшены: что заявления Трампа о Гренландии сказали об Украине,['22:21 19.01.2026'],"""Трамп демонстрирует всему миру, что он один царь горы, фюрер на планете четвертого рейха, которую строит, невзирая на интересы стран и народов. Он почувствовал силу, потому что его действия остаются безнаказанными. А безнаказанность порождает беспредел. То, что он творит, – это шантаж: не хотите – получайте санкции"", – прокомментировал эксперт. ""Это контроль торговых путей, и там много полезных ископаемых, но климат, затраты и много чего еще не делают их рентабельными на сегодняшний день. Поэтому это можно назвать противостоянием с Китаем, но на очень далекую перспективу. Если же речь о военном противостоянии, то это не столько с Китаем, сколько с Россией: через полюс ракеты могут летать быстрее"", – сказал спикер. ""Может закончиться тем, что Трамп скажет: ""Смотрите, мы и с Украиной договорились, и с европейцами, в принципе, поладили, условия обговариваются по восьмому кругу и большую папочку документов уже собрали, а единственный, кто не хочет мира, – это Путин (Владимир, президент РФ – ред.)"", – допустил собеседник. ""Что США вообще там делают, за тысячи километров от своего дома? Это историческая территория не Соединенных Штатов – ты индейцам верни землю, их требования удовлетвори"", – подытожил эксперт."
21,Олицетворение межконфессионального мира: Муфтий Крыма о Владыке Лазаре,['22:08 19.01.2026'],"""Мы с Митрополитом Лазарем прошли очень многое, благодаря его мудрости мы смогли избежать различных трудностей и сложностей. Можно сказать, что Владыка Лазарь – олицетворение того межконфессионального мира и согласия, которые царят в нашем обществе сегодня"", – отметил Муфтий."
22,Только одна льготная ипотека на семью: как ограничение изменит рынок,['20:48 19.01.2026'],"""А в сочетании с тем, что государство дает еще другие льготы, например, материнский капитал, который может быть использован как первоначальный взнос и так далее, это действительно семейный пакет – механизм доступного жилья"", – отметил эксперт. ""Это огромная доля в бюджете на доплату банкам, чтобы они кредитовали такую льготную ставку. Поэтому государство предпринимает определенные шаги, чтобы снизить количество вот таких инвестиционных сделок за счет механизма льготной поддержки"", – сказал собеседник."
23,Претензии Трампа на Гренландию раскололи политикум США – эксперт,['07:56 19.01.2026'],
24,Архитектурный колорит Крыма: в гармонии исторического и современного,['20:24 18.01.2026'],
25,Чем на самом деле является попытка аннексии Гренландии США – мнение,['18:09 18.01.2026'],
26,Жителям Германии больше нельзя болеть: Мерц пожаловался на граждан,['17:47 18.01.2026'],
27,Новый вызов для России – чего ожидать от соглашения ЕС с Меркосуром,['15:57 18.01.2026'],"""Против – страны с сильным аграрным сектором. Прежде всего это французы, итальянцы, немецкие аграрии и даже поляки. Они ожидают наплыва латиноамериканской продукции и боятся дешевой конкуренции, хотя и говорят о низком качестве товара и сомнительных санитарных нормах"", – объяснил эксперт. ""Ему (Дональду Трампу – ред.) не очень хочется, чтоб его ""задний двор"" получил какую-то отдушину в виде Европы. И если он увидит, что Латинская Америка ""отдрейфовывает"" в сторону ЕС, то может вмешаться"", – выразил мнение аналитик. ""Для нас это дополнительный вызов. Но это и шанс более детально углубиться в освоение своего внутреннего рынка. Потому что когда страна раскручивает внутреннюю экономику, она зарабатывает точно такие же деньги. И они укрепляют экономику намного больше и эффективнее, крепнет экономический суверенитет"", – сказал экономист. ""Мы стоим на пороге этого. В России не освоен внутренний рынок, в Европе он перенасыщен. У нас есть все шансы возобновить нормальные торгово-экономические связи. И мы уже видим, как меняется риторика некоторых европейских лидеров"", – подытожил Михаил Беляев."
28,Как повысится средняя температура на Земле через 50 лет - климатолог,['09:33 18.01.2026'],
29,Пушков о Гренландии: в глазах мира Европа выглядит униженной и бессильной,['17:11 17.01.2026 (обновлено: 17:21 17.01.2026)'],
30,В Крыму оценили идею наказывать родителей за опасные зимние катания детей,['09:05 17.01.2026'],
31,"""Медовый месяц"" Трампа и правых партий в Европе заканчивается – политолог",['15:01 16.01.2026'],
32,Что способно остановить инфляцию в России,['06:04 16.01.2026'],
33,Как 20-й пакет санкций ЕС отразится на России и что поможет экономике,['21:55 15.01.2026'],
34,"""Большая манипуляция"": зачем Трампу Гренландия на самом деле",['21:31 15.01.2026'],
35,Что показало задержание педагога из Крыма в Киеве,['19:47 15.01.2026'],"""Это абсолютно аморально – задержать человека, который отправился навестить больную мать. Но это вполне в стиле украинских неонацистов. Они, как шакалы: воевать по-настоящему с нашими мужиками не могут, поэтому воюют с женщинами, с детьми используют любые возможности, чтобы сводить счеты с беззащитными, с людьми, которые не могут дать сдачи"", – прокомментировал политолог. ""За все подобные вещи этих неонацистов, когда будет завершена денацификация Украины, будут судить. Все эти эпизоды не будут забыты, я уверен, а лягут в конкретные уголовные дела"", – подытожил политолог."
36,Крымские ученые прокомментировали задержание Бутягина,['16:52 15.01.2026'],
37,Когда рухнет режим Зеленского – экс-депутат Рады сделал прогноз,['10:51 15.01.2026 (обновлено: 14:39 15.01.2026)'],
38,Экс-депутат Рады объяснил неприязнь крымчан к Тимошенко,['10:31 15.01.2026'],
39,Что спасет ученого Бутягина от беззакония Киева и Европы - мнение,['06:02 15.01.2026'],
