,title,date,text
20,Back to Point Zero: Two Years of War and Survival,"['October 5, 2025']","Christmas is a story of empire, injustice and the vulnerability of ordinary people caught in its path. In Gaza, the sky often offers a kind of beauty that feels almost unreal when set against the landscape beneath it. Strange though it may now seem, Phillips in that era epitomised the anguished North London liberal, existentially unsure about whether to obey the dictates of her heart or her head. Quds News Network (QNN) is the largest independent and comprehensive Palestinian youth electronic news network."
21,Executing the Palestinian Existence in the West Bank,"['October 3, 2025']","Christmas is a story of empire, injustice and the vulnerability of ordinary people caught in its path. In Gaza, the sky often offers a kind of beauty that feels almost unreal when set against the landscape beneath it. Strange though it may now seem, Phillips in that era epitomised the anguished North London liberal, existentially unsure about whether to obey the dictates of her heart or her head. Quds News Network (QNN) is the largest independent and comprehensive Palestinian youth electronic news network."
22,Gaza Peace Plan: Between the Stick and the Poisoned Carrot,"['October 1, 2025']","Christmas is a story of empire, injustice and the vulnerability of ordinary people caught in its path. In Gaza, the sky often offers a kind of beauty that feels almost unreal when set against the landscape beneath it. Strange though it may now seem, Phillips in that era epitomised the anguished North London liberal, existentially unsure about whether to obey the dictates of her heart or her head. Quds News Network (QNN) is the largest independent and comprehensive Palestinian youth electronic news network."
23,"The Soft Thud of a Folded Home: The Moment I Walked Away, Leaving Myself Behind","['September 20, 2025']","Christmas is a story of empire, injustice and the vulnerability of ordinary people caught in its path. In Gaza, the sky often offers a kind of beauty that feels almost unreal when set against the landscape beneath it. Strange though it may now seem, Phillips in that era epitomised the anguished North London liberal, existentially unsure about whether to obey the dictates of her heart or her head. Quds News Network (QNN) is the largest independent and comprehensive Palestinian youth electronic news network."
24,Occupied Jerusalem: Changing the Status Quo Will Spark a Tragic War,"['September 17, 2025']","Christmas is a story of empire, injustice and the vulnerability of ordinary people caught in its path. In Gaza, the sky often offers a kind of beauty that feels almost unreal when set against the landscape beneath it. Strange though it may now seem, Phillips in that era epitomised the anguished North London liberal, existentially unsure about whether to obey the dictates of her heart or her head. Quds News Network (QNN) is the largest independent and comprehensive Palestinian youth electronic news network."
25,"Born in War, Buried by It: Naya’s Short Life Under the Shadow of Israel’s Gaza Genocide","['September 17, 2025']","Christmas is a story of empire, injustice and the vulnerability of ordinary people caught in its path. In Gaza, the sky often offers a kind of beauty that feels almost unreal when set against the landscape beneath it. Strange though it may now seem, Phillips in that era epitomised the anguished North London liberal, existentially unsure about whether to obey the dictates of her heart or her head. Quds News Network (QNN) is the largest independent and comprehensive Palestinian youth electronic news network."
26,"“I Don’t Want to Be Killed, I Just Want to Go to Kindergarten”: Escaping From Death to Death in Gaza","['September 10, 2025']","Christmas is a story of empire, injustice and the vulnerability of ordinary people caught in its path. In Gaza, the sky often offers a kind of beauty that feels almost unreal when set against the landscape beneath it. Strange though it may now seem, Phillips in that era epitomised the anguished North London liberal, existentially unsure about whether to obey the dictates of her heart or her head. Quds News Network (QNN) is the largest independent and comprehensive Palestinian youth electronic news network."
27,"Why Declaring Famine in Gaza Came Late, But Could Still Save Lives?","['August 24, 2025']","Christmas is a story of empire, injustice and the vulnerability of ordinary people caught in its path. In Gaza, the sky often offers a kind of beauty that feels almost unreal when set against the landscape beneath it. Strange though it may now seem, Phillips in that era epitomised the anguished North London liberal, existentially unsure about whether to obey the dictates of her heart or her head. Quds News Network (QNN) is the largest independent and comprehensive Palestinian youth electronic news network."
28,How the International Community Contributed to the Ferocity of Israeli Settlers,"['August 13, 2025']","Christmas is a story of empire, injustice and the vulnerability of ordinary people caught in its path. In Gaza, the sky often offers a kind of beauty that feels almost unreal when set against the landscape beneath it. Strange though it may now seem, Phillips in that era epitomised the anguished North London liberal, existentially unsure about whether to obey the dictates of her heart or her head. Quds News Network (QNN) is the largest independent and comprehensive Palestinian youth electronic news network."
29,"A Plate of Shawarma, and Then the Sky Fell","['August 13, 2025']","Christmas is a story of empire, injustice and the vulnerability of ordinary people caught in its path. In Gaza, the sky often offers a kind of beauty that feels almost unreal when set against the landscape beneath it. Strange though it may now seem, Phillips in that era epitomised the anguished North London liberal, existentially unsure about whether to obey the dictates of her heart or her head. Quds News Network (QNN) is the largest independent and comprehensive Palestinian youth electronic news network."
30,"Israel Silenced Gaza’s Voice of Truth, But Truth Won’t Be Silenced","['August 11, 2025']","Another voice has been silenced in Gaza. Anas al-Sharif, a dedicated journalist known for his fearless reporting from the heart of destruction, was killed on Sunday evening in a deliberate and targeted Israeli strike. His killing is not an isolated incident, it is part of an ongoing pattern: Israel’s systematic targeting of Palestinian journalists who dare to report the truth. Al-Sharif stood in the rubble of bombed-out neighborhoods, gave voice to grieving families, and reported what many international outlets filtered or ignored. His death marks not only the loss of a human being, but a loss to truth itself. The targeting of journalists in Gaza has become a grim hallmark of Israel’s ongoing genocide. Since October 2023, more than 230 have been killed, many while clearly identified as members of the press. Helmets labeled “PRESS,” flak jackets, live broadcasts, none of it has spared them. The message is clear: bearing witness and exposing the truth about Israel’s assault has become a crime, punished through deliberate Israeli attack. Anas al-Sharif had lost colleagues, and had run from falling bombs while still filming. He knew the risks. He chose to stay. That courage made him dangerous, not to civilians, but to an occupying power desperate to hide the consequences of its crimes. Israel’s killing of journalists is part of a deliberate strategy to control the narrative. In Gaza, where foreign press access is blocked, Palestinian journalists are the world’s eyes. Silencing them serves a strategic purpose: if no one reports the war crimes, do they still exist? There is almost no one left. Journalist after journalist has been killed by Israel, many in broad daylight. International media organizations, press freedom advocates, and governments have a moral obligation to speak out, not just in generic terms of “protecting journalists,” but by naming the pattern, the actors, and the victims. Israel targeted Anas al-Sharif. It silenced him because he showed the world too much. His death must not be forgotten or dismissed with a statistic. Honoring Anas means amplifying his work, demanding accountability, and refusing to let Israel who kill journalists succeed in burying the truth alongside them. In a world increasingly defined by misinformation and propaganda, independent journalism has never been more vital, or more dangerous. For journalists in Gaza, telling the truth means risking everything. Anas al-Sharif paid the ultimate price. We owe it to him, and to every silenced voice to never stop telling the truth. I ask the world: how many more must die before you stop this? I mourn Anas not only because he was brilliant and brave, but because his death signals something far worse: that truth itself is under Israeli attack. That the people who carry cameras instead of guns are now considered threats. Anas al-Sharif is gone. But his voice must echo. If the world lets it fade, if the world treats his killing as just another number, then the world is complicit with Israel in the silencing of the truth.  Christmas is a story of empire, injustice and the vulnerability of ordinary people caught in its path. In Gaza, the sky often offers a kind of beauty that feels almost unreal when set against the landscape beneath it. Strange though it may now seem, Phillips in that era epitomised the anguished North London liberal, existentially unsure about whether to obey the dictates of her heart or her head. Quds News Network (QNN) is the largest independent and comprehensive Palestinian youth electronic news network."
31,Sand Meals in Gaza: A Child’s Game or a Cry for Help?,"['August 10, 2025']","Christmas is a story of empire, injustice and the vulnerability of ordinary people caught in its path. In Gaza, the sky often offers a kind of beauty that feels almost unreal when set against the landscape beneath it. Strange though it may now seem, Phillips in that era epitomised the anguished North London liberal, existentially unsure about whether to obey the dictates of her heart or her head. Quds News Network (QNN) is the largest independent and comprehensive Palestinian youth electronic news network."
32,"You Say You Support a Palestinian State, Here’s Why You Can’t Also Demand Disarmament","['August 3, 2025']","Christmas is a story of empire, injustice and the vulnerability of ordinary people caught in its path. In Gaza, the sky often offers a kind of beauty that feels almost unreal when set against the landscape beneath it. Strange though it may now seem, Phillips in that era epitomised the anguished North London liberal, existentially unsure about whether to obey the dictates of her heart or her head. Quds News Network (QNN) is the largest independent and comprehensive Palestinian youth electronic news network."
33,Next Year Is a Myth...,"['August 3, 2025', 'The 2023 academic year was never completed. The 2024 exams were postponed indefinitely. For students like Mohannad, time has split into two parallel realities: the one where he should already be a university student, designing bridges and buildings, and this one, where he sits in a tent, reviewing old notes by candlelight, praying for a miracle.']","Christmas is a story of empire, injustice and the vulnerability of ordinary people caught in its path. In Gaza, the sky often offers a kind of beauty that feels almost unreal when set against the landscape beneath it. Strange though it may now seem, Phillips in that era epitomised the anguished North London liberal, existentially unsure about whether to obey the dictates of her heart or her head. Quds News Network (QNN) is the largest independent and comprehensive Palestinian youth electronic news network."
34,I spent decades at Columbia. I’m withdrawing my fall course due to its deal with Trump,"['August 2, 2025']","Dear Acting President Shipman, I am writing you an open letter since you have seen fit to communicate the recent decisions of the board of trustees and the administration in a similar fashion. These decisions, taken in close collaboration with the Trump administration, have made it impossible for me to teach modern Middle East history, the field of my scholarship and teaching for more than 50 years, 23 of them at Columbia. Although I have retired, I was scheduled to teach a large lecture course on this topic in the fall as a “special lecturer”, but I cannot do so under the conditions Columbia has accepted by capitulating to the Trump administration in June. Israel, so that any criticism of Israel, or indeed description of Israeli policies, becomes a criticism of Jews. Citing its potential chilling effect, a co-author of the IHRA definition, Professor Kenneth Stern, has repudiated its current uses. Yet Columbia has announced that it will serve as a guide in disciplinary proceedings. Under this definition of antisemitism, which absurdly conflates criticism of a nation-state, Israel, and a political ideology, Zionism, with the ancient evil of Jew-hatred, it is impossible with any honesty to teach about topics such as the history of the creation of Israel, and the ongoing Palestinian Nakba, culminating in the genocide being perpetrated by Israel in Gaza with the connivance and support of the US and much of western Europe. The Armenian genocide, the nature of the absolute monarchies and military dictatorships that blight most of the Arab world, the undemocratic theocracy in Iran, the incipient dictatorial regime in Türkiye, the fanaticism of Wahhabism: all of these are subject to detailed analysis in my course lectures and readings. However, a simple description of the discriminatory nature of Israel’s 2018 Nation State Law – which states that only the Jewish people have the right of self-determination in Israel, half of whose subjects are Palestinian – or of the apartheid nature of its control over millions of Palestinians who have been under military occupation for 58 years would be impossible in a Middle East history course under the IHRA definition of antisemitism. It is not only faculty members’ academic freedom and freedom of speech that is infringed upon by Columbia’s capitulation to Trump’s diktat. Teaching assistants would be seriously constrained in leading discussion sections, as would students in their questions and discussions, by the constant fear that informers would snitch on them to the fearsome apparatus that Columbia has erected to punish speech critical of Israel, and to crack down on alleged discrimination – which at this moment in history almost invariably amounts simply to opposition to this genocide. Scores of students and many faculty members have been subjected to these kangaroo courts, students such as Mahmoud Khalil have been snatched from their university housing, and Columbia has now promised to render this repressive system even more draconian and opaque. You have stated that no “red lines” have been crossed by these decisions. However, Columbia has appointed a vice-provost initially tasked with surveilling Middle Eastern studies, and it has ordained that faculty and staff must submit to “trainings” on antisemitism from the likes of the Anti-Defamation League, for whom virtually any critique of Zionism or Israel is antisemitic, and Project Shema, whose trainings link many anti-Zionist critiques to antisemitism. It has accepted an “independent” monitor of “compliance” of faculty and student behavior from a firm that in June 2025 hosted an event in honor of Israel. According to Columbia’s agreement with the Trump administration, this “Monitor will have timely access to interview all Agreement-related individuals, and visit all Agreement-related facilities, trainings, transcripts of Agreement-related meetings and disciplinary hearings, and reviews”. Classrooms are pointedly NOT excluded from possible visits from these external non academics. The idea that the teaching, syllabuses and scholarship of some of the most prominent academics in their fields should be vetted by such a vice-provost, such “trainers” or an outside monitor from such a firm is abhorrent. It constitutes the antithesis of the academic freedom that you have disingenuously claimed will not be infringed by this shameful capitulation to the anti-intellectual forces animating the Trump administration. I regret deeply that Columbia’s decisions have obliged me to deprive the nearly 300 students who have registered for this popular course – as many hundreds of others have done for more than two decades – of the chance to learn about the history of the modern Middle East this fall. Although I cannot do anything to compensate them fully for depriving them of the opportunity to take this course, I am planning to offer a public lecture series in New York focused on parts of this course that will be streamed and available for later viewing. Proceeds, if any, will go to Gaza’s universities, every one of which has been destroyed by Israel with US munitions, a war crime about which neither Columbia nor any other US university has seen fit to say a single word. Columbia’s capitulation has turned a university that was once a site of free inquiry and learning into a shadow of its former self, an anti-university, a gated security zone with electronic entry controls, a place of fear and loathing, where faculty and students are told from on high what they can teach and say, under penalty of severe sanctions. Disgracefully, all of this is being done to cover up one of the greatest crimes of this century, the ongoing genocide in Gaza, a crime in which Columbia’s leadership is now fully complicit. Christmas is a story of empire, injustice and the vulnerability of ordinary people caught in its path. In Gaza, the sky often offers a kind of beauty that feels almost unreal when set against the landscape beneath it. Strange though it may now seem, Phillips in that era epitomised the anguished North London liberal, existentially unsure about whether to obey the dictates of her heart or her head. Quds News Network (QNN) is the largest independent and comprehensive Palestinian youth electronic news network."
35,Former EU ambassadors warn: Europe’s silence on Gaza is complicity,"['July 31, 2025']","Christmas is a story of empire, injustice and the vulnerability of ordinary people caught in its path. In Gaza, the sky often offers a kind of beauty that feels almost unreal when set against the landscape beneath it. Strange though it may now seem, Phillips in that era epitomised the anguished North London liberal, existentially unsure about whether to obey the dictates of her heart or her head. Quds News Network (QNN) is the largest independent and comprehensive Palestinian youth electronic news network."
36,How Long Can You Pause a Life Before It Disappears? My Journey from Graduation to Ground Zero,"['July 24, 2025', 'January 2024, the northern skyline of Gaza was a jagged sketch of broken concrete and smoke. I sat in our home in Jabalia, the walls trembling with every distant thud of artillery, and made a decision: I would apply to the Doha Institute for Graduate Studies. Not because the war had paused—it never did—but because I refused to let it erase me.', 'On March 28, 2024, another email arrived. Congratulations.']","Christmas is a story of empire, injustice and the vulnerability of ordinary people caught in its path. In Gaza, the sky often offers a kind of beauty that feels almost unreal when set against the landscape beneath it. Strange though it may now seem, Phillips in that era epitomised the anguished North London liberal, existentially unsure about whether to obey the dictates of her heart or her head. Quds News Network (QNN) is the largest independent and comprehensive Palestinian youth electronic news network."
37,I Live in Gaza. Famine Is Not Coming — It’s Already Here.,"['July 20, 2025']","Christmas is a story of empire, injustice and the vulnerability of ordinary people caught in its path. In Gaza, the sky often offers a kind of beauty that feels almost unreal when set against the landscape beneath it. Strange though it may now seem, Phillips in that era epitomised the anguished North London liberal, existentially unsure about whether to obey the dictates of her heart or her head. Quds News Network (QNN) is the largest independent and comprehensive Palestinian youth electronic news network."
38,Is Israel Able to Expand?,"['July 18, 2025']","Christmas is a story of empire, injustice and the vulnerability of ordinary people caught in its path. In Gaza, the sky often offers a kind of beauty that feels almost unreal when set against the landscape beneath it. Strange though it may now seem, Phillips in that era epitomised the anguished North London liberal, existentially unsure about whether to obey the dictates of her heart or her head. Quds News Network (QNN) is the largest independent and comprehensive Palestinian youth electronic news network."
39,From the Red River to the Sea: The Struggle to Remain Whole,"['July 14, 2025']","Christmas is a story of empire, injustice and the vulnerability of ordinary people caught in its path. In Gaza, the sky often offers a kind of beauty that feels almost unreal when set against the landscape beneath it. Strange though it may now seem, Phillips in that era epitomised the anguished North London liberal, existentially unsure about whether to obey the dictates of her heart or her head. Quds News Network (QNN) is the largest independent and comprehensive Palestinian youth electronic news network."
40,Governments like mine have a duty to stand up to Israel. Far too many have failed,"['July 9, 2025']","Over the past 600 days, the world has watched Benjamin Netanyahu lead a campaign of devastation in Gaza, the escalation of regional conflict, and a reckless abandonment of international law at large. Governments such as mine cannot afford to remain passive. In September 2024, when we voted for the United Nations general assembly resolution on Israel’s policies and practices in the Occupied Palestinian Territory, we assumed concrete obligations – investigations, prosecutions, sanctions, asset freezes, and cessation of imports and arms. That resolution set a deadline of 12 months for Israel to “bring to an end without delay its unlawful presence”. One hundred and twenty-four states voted in favour, including Colombia. The clock is now ticking. In the meantime, however, far too many states have allowed strategic calculations to override our duty. While we may face threats of retribution when we stand up for international law – as South Africa discovered when the United States retaliated against its case at the international court of justice – the consequences of abdicating our responsibilities will be dire. If we fail to act now, we not only betray the Palestinian people, we become complicit in the atrocities committed by Netanyahu’s government. Some governments have already stepped up. My government suspended coal exports to Israel, for example, recognizing that economic ties cannot be divorced from moral responsibilities. South Africa, meanwhile, has taken Israel to the world’s highest court. And Malaysia has banned all Israeli-flagged cargo ships from docking at its ports. Without such decisive action, we risk turning the multilateral system into a talking shop, stripping the legal order of its remaining protections for small, developing and less privileged nations – from west Asia to right here in Latin America. The next test for the international community is right around the corner. On 15 July, my government, alongside South Africa – the co-chairs of The Hague Group – will convene an emergency conference on Gaza, calling on ministers from states across the world to deliberate a multilateral defence of international law. Our goal is simple: to introduce concrete legal, diplomatic and economic measures that can halt Israel’s destruction – and uphold the foundational principle that no state is above the law. The invitation is open and urgent. The indefinite postponement of the UN’s proposed International Conference for the Peaceful Settlement of the Palestinian Question, co-chaired by France and Saudi Arabia, has left a critical void in multilateral leadership, precisely when it is needed most. The UN has declared Gaza the “hungriest place on Earth”, and its mission to send aid into Gaza as the “one of the most obstructed … in recent history”. In this dire humanitarian context, Bogotá’s emergency conference convenes states to move from condemnation to collective action. By cutting our ties of complicity – across our states’ courts, ports and factories – we can challenge Donald Trump and Netanyahu’s vision of a world where “might is right”. The choice before us is stark and unforgiving. We can either stand firm in defence of the legal principles that seek to prevent war and conflict, or watch helplessly as the international system collapses under the weight of unchecked power politics. Let us be protagonists together – not supplicants apart. For the billions of people in the global south who rely on international law for protection, the stakes could not be higher. The Palestinian people deserve justice. The moment demands courage. History will judge us harshly if we fail to answer its call. Christmas is a story of empire, injustice and the vulnerability of ordinary people caught in its path. In Gaza, the sky often offers a kind of beauty that feels almost unreal when set against the landscape beneath it. Strange though it may now seem, Phillips in that era epitomised the anguished North London liberal, existentially unsure about whether to obey the dictates of her heart or her head. Quds News Network (QNN) is the largest independent and comprehensive Palestinian youth electronic news network."
41,"Ismail Al-Ghoul Bore Witness Through His Lens, So Israel Silenced Him","['June 26, 2025']","Christmas is a story of empire, injustice and the vulnerability of ordinary people caught in its path. In Gaza, the sky often offers a kind of beauty that feels almost unreal when set against the landscape beneath it. Strange though it may now seem, Phillips in that era epitomised the anguished North London liberal, existentially unsure about whether to obey the dictates of her heart or her head. Quds News Network (QNN) is the largest independent and comprehensive Palestinian youth electronic news network."
42,“How Many More Gazans Must Die Before the World Wakes Up?”,"['May 28, 2025']","Christmas is a story of empire, injustice and the vulnerability of ordinary people caught in its path. In Gaza, the sky often offers a kind of beauty that feels almost unreal when set against the landscape beneath it. Strange though it may now seem, Phillips in that era epitomised the anguished North London liberal, existentially unsure about whether to obey the dictates of her heart or her head. Quds News Network (QNN) is the largest independent and comprehensive Palestinian youth electronic news network."
43,We Didn’t Survive This Time: The Night Israeli Bombs Destroyed My Family,"['May 26, 2025']","Where do I begin?Do I tell you that this time, I did not survive?Do I tell you that my youngest brother lost his leg?That my two eldest brothers lie in hospital beds with severe injuries, while medics fight to keep them alive?That my sister lost her husband? During this ongoing Israeli genocide, I survived three massive airstrikes with my family. But this time, I cannot say I truly survived. Everything was shattered in seconds. Can you name a place in this world where families are bombed as they sleep?Where mothers and children wake up soaked in the blood of their fathers?There is such a place—it’s called Gaza.It’s where we sought shelter in a market mall after losing our home—only to have our souls ripped from our bodies. May 15 marks more than the anniversary of the Nakba, the Palestinian catastrophe. For my family, it marks the darkest night of our lives. At 2 a.m.—a time when Israel often strikes Gaza, believing that night hides their crimes—an Israeli Apache helicopter bombed the mall where we slept. But no, their crimes will never be hidden. They are engraved in our memories. To those who have never faced war: the Israeli army uses every weapon imaginable to erase us.In Gaza, if you’re hit by an Apache helicopter, there’s still a chance you might survive.But if an F-16 carpet bombs your location, survival becomes impossible. Months ago, Israel dropped two massive F-16 bombs on us. Miraculously, we survived—with wounds.But on May 15, they returned with an Apache strike.This time, we didn’t all survive. My brother-in-law was killed.My three brothers were wounded—badly. The place we had taken refuge in was a two-floor structure made of gypsum and iron. The women and children stayed on the ground floor. The men were just five meters above us.In an instant, darkness and dust swallowed everything.I grabbed the children, numb and in shock, but quickly moved to get them to safety. Though we downstairs weren’t critically injured, we were drenched in blood. The floor became a lake of red.Then I looked up. Part of my sister’s husband had melted into the iron. The rest of him hung mid-air.Then came a cry—a faint moan: “Ah… Ah…”It was my brother Sulaiman. His leg lay beside him, severed. How could such a kind, brilliant, hardworking young man—full of ambition and life—lose his leg like this? Sulaiman studies Multimedia at the Islamic University of Gaza. Despite the genocide and displacement, he never stopped pursuing his dream. Now, he lies in the ICU at Nasser Medical Complex, in a coma. He is fighting for his life. Doctors say he needs a miracle to survive.  What makes his condition even more tragic is that it could have been stabilized—if not for the catastrophic state of the hospital.The Israeli siege has devastated Gaza’s medical system. After airstrikes hit the drug storage facility, doctors at Nasser are overwhelmed and under-resourced. They must choose who to save. And the critically wounded, like Sulaiman, cannot afford to wait. My mother, eyes swollen with tears, whispered:“If only the Iraqi doctor were here. He saved a girl who lost her arm in a strike. He asked the family to bring the arm, and he restored it.”But she doesn’t know—Israel blocked him from returning to Gaza. My other brothers, Mohammad and Mahmoud, also suffered injuries.Their legs were severely wounded, but they avoided amputation.It’s as if Israel aims for Gazans’ legs—creating the world’s largest community of amputees.  The last one brought to the hospital was my brother-in-law. That’s when we heard the news.He was gone.Killed. My sister was in her ninth month of pregnancy.After saying goodbye to her husband, she gave birth to their daughter—Yaqeen.She is one of thousands of babies born into this war without a father.What injustice did she inherit from the moment she took her first breath? Then there are Yazan, 3, and Taqwa, 2.They ask about their father every minute.How do I explain this to them? I tried to say, “Your father has gone to heaven.”But their next question shattered me:“When will he come back from heaven?” I couldn’t take another step. I couldn’t hold back the tears.How do I tell them that the Israeli army killed their father—and he will never return?  After this massacre, Israel issued more evacuation orders in Khan Younis, urging civilians to flee to Mawasi—the so-called “safe zone.”But Israel lies. Airstrikes rain down endlessly—from land, air, and sea. We have been displaced ten times. Ten.Each time, stripped of any hope to live.Each day, we wake up to search for food and water—just to stay alive. The worst place I have ever known is Mawasi.Hundreds of thousands are crammed into endless rows of tents.The suffering is unspeakable. Some pain is too cruel to describe. A mother in the tent beside us—separated only by a piece of fabric—calls out to her son: “Sulaiman!”Each time, I flinch.Each time, I turn, hoping to see my brother standing there. But he’s not. He is in a hospital bed, unconscious.And I am broken.I used to be surrounded by my three brothers.Now, they are scattered across different hospitals—wounded, barely clinging to life. Christmas is a story of empire, injustice and the vulnerability of ordinary people caught in its path. In Gaza, the sky often offers a kind of beauty that feels almost unreal when set against the landscape beneath it. Strange though it may now seem, Phillips in that era epitomised the anguished North London liberal, existentially unsure about whether to obey the dictates of her heart or her head. Quds News Network (QNN) is the largest independent and comprehensive Palestinian youth electronic news network."
44,Israel has already lost the Gaza war. It just doesn't know it yet,"['May 17, 2025']","Christmas is a story of empire, injustice and the vulnerability of ordinary people caught in its path. In Gaza, the sky often offers a kind of beauty that feels almost unreal when set against the landscape beneath it. Strange though it may now seem, Phillips in that era epitomised the anguished North London liberal, existentially unsure about whether to obey the dictates of her heart or her head. Quds News Network (QNN) is the largest independent and comprehensive Palestinian youth electronic news network."
45,"As Trump basks in Gulf Arab applause, Israel massacres children in Gaza","['May 15, 2025']","Christmas is a story of empire, injustice and the vulnerability of ordinary people caught in its path. In Gaza, the sky often offers a kind of beauty that feels almost unreal when set against the landscape beneath it. Strange though it may now seem, Phillips in that era epitomised the anguished North London liberal, existentially unsure about whether to obey the dictates of her heart or her head. Quds News Network (QNN) is the largest independent and comprehensive Palestinian youth electronic news network."
46,The Nakba Never Ended: Israel’s Ongoing War on Palestinian Existence,"['May 15, 2025']","Christmas is a story of empire, injustice and the vulnerability of ordinary people caught in its path. In Gaza, the sky often offers a kind of beauty that feels almost unreal when set against the landscape beneath it. Strange though it may now seem, Phillips in that era epitomised the anguished North London liberal, existentially unsure about whether to obey the dictates of her heart or her head. Quds News Network (QNN) is the largest independent and comprehensive Palestinian youth electronic news network."
47,A State of Settlers: How ‘Peace Talks’ Enabled Ethnic Cleansing,"['May 12, 2025']","By Mohamad Alqeeq “Negotiations for the sake of negotiations” is the phrase that the then-Israeli Foreign Minister Shimon Peres reassured the then-Israeli Prime Minister Yitzhak Rabin with when “Israel” signed the Oslo Accords on September 23, 1993. This is the new strategy of the Israeli government to expand the entity at the expense of the Palestinian people and the neighboring countries under the pretext of the peace process. Israel exploited the so-called peace process to normalize its relations with Arab countries and also to convince the international community that it can be a state with sovereignty, but in fact, it damaged the dream of the Palestinians for an independent state by confiscating their land and expanding the settlements, using all methods to achieve its goals in order to accelerate its plans to establish “the state of settlers” that is named Judea and Samaria. Israeli Finance Minister Bezalel Smotrich said, “2025 will be the year of demolition of what the Palestinians have built.” He repeated his speech about the land of the West Bank two months ago when he was on top of a mountain near Ramallah and said, “We will take what's left.” This is a new policy which the Israeli government has followed to create the New Middle East Project by getting rid of the Palestinian existence, dividing the countries, and encouraging civil wars. In addition to that, it uses financial and economic motivations to tame people well and to pave the way for its plan. Israel made many decisions to achieve this goal: Legitimizing outposts in the West Bank by covering up settler crimes to strengthen their power. Cutting off Palestinian clearance and tax revenues to force people to seek livelihoods outside the West Bank in order to break their steadfastness, resistance, and existence. Escalating measures on the ground by preventing UNRWA from operating in the West Bank. The division of West Bank cities through military operations, towers, and widespread military barriers, not to mention the apartheid system to isolate Jerusalem from the West Bank. This is in addition to the security operations carried out by Israel against Palestinian workers inside the territories occupied in 1948, who enter them from the West Bank in search of a livelihood. At the same time, Israeli settlers are attacking Palestinian properties and lands on a daily basis, forcing them to leave and lose hope in establishing an independent and geographically connected state in Palestine. Recently, Israel published its map on official and unofficial websites without mentioning the Palestinian territories, and instead took lands from Jordan, Lebanon, and Syria. It is the same methods and the same occasions on which American presidents pretend that they want to achieve peace in the region on the basis of a viable state for the Palestinians. But their speeches immediately fade after they leave the region, such as Obama's speech at Cairo University in 2009 when he pledged to achieve the dream of establishing a Palestinian state, and Biden's speech at the end of his term in September 2024 when he made the same promise. Now Trump is pursuing the same policy, and the trend has extended to other heads of state, such as French President Macron, who visited Egypt and pledged last April to recognize a Palestinian state in June. However, these promises appear to be merely public relations efforts to avoid any criticism of their stances. Now with the genocide in Gaza and the escalation in the West Bank, coinciding with the silence of the international community, there is no end in sight to restrain the Israeli occupation and to put an end to the tensions in the region. Netanyahu wrote in his book “A Place Under the Sun” that was published in 1995, “The Jordan Valley and the West Bank are the heart of the Israeli national security, we will never ever abandon them for the Palestinians.” On May 11, 2025, he repeated the same principles, saying, “We will keep the West Bank, borders with Jordan, and all the territories under our security control.” Thus, he turned the dream of a Palestinian state into a state of settlers, but recent developments may be the light at the end of the tunnel. Christmas is a story of empire, injustice and the vulnerability of ordinary people caught in its path. In Gaza, the sky often offers a kind of beauty that feels almost unreal when set against the landscape beneath it. Strange though it may now seem, Phillips in that era epitomised the anguished North London liberal, existentially unsure about whether to obey the dictates of her heart or her head. Quds News Network (QNN) is the largest independent and comprehensive Palestinian youth electronic news network."
48,From Gaza to London: Mr. Bean’s Forced Displacement from Home,"['April 8, 2025']","Christmas is a story of empire, injustice and the vulnerability of ordinary people caught in its path. In Gaza, the sky often offers a kind of beauty that feels almost unreal when set against the landscape beneath it. Strange though it may now seem, Phillips in that era epitomised the anguished North London liberal, existentially unsure about whether to obey the dictates of her heart or her head. Quds News Network (QNN) is the largest independent and comprehensive Palestinian youth electronic news network."
49,"Trump Calls Gaza “Oceanfront Property” Israel Gave Away — History Says, Not So Fast","['April 7, 2025']","Christmas is a story of empire, injustice and the vulnerability of ordinary people caught in its path. In Gaza, the sky often offers a kind of beauty that feels almost unreal when set against the landscape beneath it. Strange though it may now seem, Phillips in that era epitomised the anguished North London liberal, existentially unsure about whether to obey the dictates of her heart or her head. Quds News Network (QNN) is the largest independent and comprehensive Palestinian youth electronic news network."
50,Between War and Memory: When Even Survival is a Slow Death,"['March 26, 2025']","Christmas is a story of empire, injustice and the vulnerability of ordinary people caught in its path. In Gaza, the sky often offers a kind of beauty that feels almost unreal when set against the landscape beneath it. Strange though it may now seem, Phillips in that era epitomised the anguished North London liberal, existentially unsure about whether to obey the dictates of her heart or her head. Quds News Network (QNN) is the largest independent and comprehensive Palestinian youth electronic news network."
51,An Endless Nightmare: Gaza's Ceasefire Never Came,"['March 24, 2025']","Christmas is a story of empire, injustice and the vulnerability of ordinary people caught in its path. In Gaza, the sky often offers a kind of beauty that feels almost unreal when set against the landscape beneath it. Strange though it may now seem, Phillips in that era epitomised the anguished North London liberal, existentially unsure about whether to obey the dictates of her heart or her head. Quds News Network (QNN) is the largest independent and comprehensive Palestinian youth electronic news network."
