agency_asymmetry,passive_voice_rate,violence_asymmetry,uncertainty_score,negation_rate,competence_asymmetry,morality_asymmetry,dehumanization_index,ingroup_outgroup_ratio,label,source,theater,chunk_sentiment,toxicity_score,mft_care_p,mft_fairness_p,mft_loyalty_p,mft_authority_p,mft_sanctity_p,mft_care_sent,mft_fairness_sent,mft_loyalty_sent,mft_authority_sent,mft_sanctity_sent,prediction,confidence
0.0,0.0,0.0,0.0148626790783653,1.0,0.0,0.0,0.0,3.0,0,kpru,RU_UK,-0.7861967086791992,0.007,0.0941865778867651,0.0923990987932698,0.0981104589762573,0.0945076146152731,0.0790013357336889,-0.0571837998855354,-0.0383540662159721,0.033956607211138,0.0053877396174364,0.0640293763602547,0,0.9054623392876602
0.5,0.0,0.0,0.007896505376344,1.0,0.0,0.0,0.0,7.0,0,kpru,RU_UK,-0.7910213470458984,0.012,0.0966425795616731,0.1081420008175399,0.0980732176449232,0.1241836255321773,0.1055878684758791,-0.0716202878638432,-0.0709149722421688,-0.0489252423696908,-0.0553484051287608,-0.107372238671822,0,0.8979916930941059
1.0,0.0,0.0,0.0039682539682539,0.3333333333333333,-0.5248535871505737,-2.0620782375335693,0.0,8.333333333333334,0,kpru,RU_UK,-0.7467641830444336,0.163,0.1042750221389719,0.1229619781592089,0.1197984459008566,0.1226351366459539,0.1328739780873936,-0.1476614110406788,-0.1142320716898597,-0.0951177957798015,-0.1849587343232747,-0.0941292955119375,0,0.837664365046718
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,kpru,RU_UK,-0.6456884145736694,0.06,0.0996586354674154,0.0878432198191204,0.110417921256957,0.1109232415398221,0.0820228239048432,-0.0421161449209224,-0.0232559149207742,0.0255015309592624,0.0146366869966974,0.076252682142506,0,0.8499293618022896
0.0,0.0,0.0,0.0243827160493827,0.0,0.0,0.0,0.0,3.0,0,kpru,RU_UK,-0.7244076728820801,0.001,0.1086135655677399,0.1120464338540391,0.1092166268238915,0.0978307484412589,0.0907871643678727,-0.006449821428903,0.0148030283210515,0.0276615967563557,0.032864941680576,0.0196701067257902,1,0.5743084279302854
0.0,0.0,0.0,0.0082908163265306,0.75,0.0,0.0,0.0,1.5,0,kpru,RU_UK,-0.5892964005470276,0.001,0.1018957411983492,0.0958221696236377,0.1017774043727446,0.0950023737364224,0.084670465325385,-0.1661287240833871,-0.0961678186722358,-0.0667834943861372,-0.0910265868739609,-0.0824644416152278,0,0.7322366494227951
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0,kpru,RU_UK,-0.8702550530433655,0.001,0.084767879054782,0.1076985141342439,0.1031006174568511,0.1240556025775495,0.108974119920649,-0.0258640635952184,-0.0008204166661173,0.0275177237025903,0.0081067235408538,0.0097782738466015,1,0.5812855620661975
1.0,0.0,0.0,0.0033333333333333,0.0,0.0,0.0,0.0,1.5,0,kpru,RU_UK,-0.5435426235198975,0.009,0.1195262333941588,0.1191961114607689,0.1051781769848051,0.0934860188288898,0.1055059439539424,-0.2219500609110789,-0.1838962787449561,-0.216743539617849,-0.1743326071801909,-0.2051605434330619,0,0.7284935870734424
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,0,kpru,RU_UK,-0.6544409990310669,0.001,0.0898803627852108,0.0916881496901769,0.0978820096154621,0.0883001362653134,0.0586581363622824,-0.1030834247339187,-0.0429637031456577,-0.0106729626227742,-0.008087478460693,-0.0102524483394834,0,0.7392122899610001
0.0,0.0,0.0,0.002932551319648,0.0,0.0,0.0,0.0,2.0,0,kpru,RU_UK,-0.7075438499450684,0.024,0.114766675327227,0.1176875650437117,0.1171853955498948,0.1142010147050629,0.0996873555056086,-0.1133473158201751,-0.1004721495316906,-0.081660823731733,-0.0956678090030128,-0.0486592551260057,0,0.8146605640343391
0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0,kpru,RU_UK,-0.7155373096466064,0.001,0.106269908951038,0.0893081614615672,0.0965972101842328,0.1094949810734647,0.1065563930306119,-0.0439129156632443,0.0359005176275155,0.0802469341172237,0.0344395900430087,0.0615713110145387,0,0.6582135652034541
0.0,0.0,0.0,0.012687969924812,0.25,0.0,0.0,0.0,0.0,0,kpru,RU_UK,-0.8654556274414062,0.004,0.0983853696849675,0.0979493511585844,0.0882929457995772,0.1015670502823552,0.0839938570767371,-0.1180993154976207,-0.0784927324535339,-0.0519221051816028,-0.0539776407744595,-0.0278333254474303,0,0.9199765489182962
0.0,0.0,0.0,0.0036231884057971,0.2,0.0,0.0,0.0,0.6,0,kpru,RU_UK,-0.6254481077194214,0.308,0.1053971244559708,0.0948137223878132,0.106112696938416,0.107593703454787,0.0921892407562852,-0.0854817480742857,-0.0644836154322924,0.0471011119787146,-0.0209915525562675,-0.0711706050123217,0,0.8556273644825513
0.0,0.0,0.0,0.0038461538461538,0.0,0.0,0.0,0.0,0.0,0,kpru,RU_UK,-0.7514051198959351,0.001,0.1284066068226758,0.1177402700712954,0.1068118530854103,0.1128692449134368,0.0887936043323034,-0.1749742634517561,-0.1713115723776212,-0.0820624260613511,-0.1203394576491937,-0.1513693799139539,0,0.711795764920583
0.0,0.0,0.0,0.0037272441933458,1.0,0.0,0.0,0.0,7.0,0,kpru,RU_UK,-0.5565170049667358,0.001,0.0932807468373344,0.0957982453948075,0.0970913301020232,0.0900661613056352,0.0718303746269438,-0.0713315465941162,-0.0607296196469043,0.0463370388461481,0.0188485796223798,-0.0434933147242142,0,0.8127595448596074
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0,kpru,RU_UK,-0.5045832395553589,0.001,0.098869320381153,0.0828452394935138,0.0971740519693229,0.0933066342492023,0.0732383343022292,-0.0964610391580039,-0.0041594811567576,-0.0619044360778883,-0.0121605966124944,-0.0703915227983349,0,0.653526061124347
0.0,0.0,0.0,0.001937984496124,0.0,0.0,0.0,0.0,5.0,0,kpru,RU_UK,-0.8467475175857544,0.001,0.0945372186265378,0.0880796682879103,0.0920983727120014,0.0903975356296606,0.0819213561757118,-0.1660120427457579,-0.1080079282098423,-0.0598904737150471,-0.1350259282124876,-0.1039487348338991,0,0.5540483698521457
0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0,kpru,RU_UK,-0.8645726442337036,0.001,0.0808516952669297,0.0760154877575627,0.0974445193762543,0.0886301260300959,0.0689155591059754,-0.0854040679265708,1.352059537088684e-05,0.0387109879837008,-0.035630326722055,0.0056964455405441,0,0.8923480307748198
0.0,0.0,0.0,0.0248015873015873,1.0,0.0,0.0,0.0,0.0,0,kpru,RU_UK,-0.6401287913322449,0.001,0.1069649569378746,0.0981332072964139,0.0845316989514846,0.0834661618854661,0.0672739142218723,-0.1785394759900368,-0.0859946694688146,-0.0631795377801898,-0.0650663905275855,-0.1062552367374469,0,0.7753303624397296
0.0,0.0,0.0,0.0026315789473684,0.5,0.0,0.0,0.0,0.0,0,kpru,RU_UK,-0.9153560996055604,0.001,0.0903228419022789,0.1049305209381443,0.0882391536357428,0.108962060061934,0.0816920683043811,-0.1104263557203207,-0.0108456023064685,0.0129337404778479,-0.0321731736109982,-0.0117039134082881,0,0.8350719992775197
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0,kpru,RU_UK,-0.6962352395057678,0.044,0.1009707872927721,0.1007320774521607,0.0826024880343119,0.0929386995264997,0.085155964478179,-0.0811416041549327,-0.0550763495353629,-0.0051437541196861,-0.0371142304889566,-0.0525736021426263,0,0.9480180939857438
0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,kpru,RU_UK,-0.6526802182197571,0.008,0.081761743989864,0.0794609170367095,0.0792825905077565,0.0739981511827716,0.0567166662610473,-0.0456234830187001,0.0220308944475224,0.0723079747290648,0.0253500439356647,0.0275048531531751,0,0.9199960802927051
0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0,kpru,RU_UK,-0.5880808234214783,0.048,0.0984215296832301,0.0952142966484941,0.0860344029887753,0.0969319432441517,0.0840135378891449,-0.1492431094303046,-0.0846997770004391,-0.0344715637889207,-0.0908237651822589,-0.0860652507021452,0,0.8689437990864199
1.0,0.0,0.0,0.0113636363636363,0.0,0.0,0.0,0.0,3.0,0,kpru,RU_UK,-0.9061344861984252,0.001,0.1039975549650026,0.0861999595080034,0.0871945529037344,0.0959948488629814,0.0768077550276486,-0.1335433970121071,-0.0445527264572998,-0.0461396746597615,-0.0558432096052779,-0.0518401347134092,0,0.743800049747827
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,kpru,RU_UK,-0.8686206340789795,0.121,0.0880674470676608,0.0912285157526426,0.0873706235248002,0.1070665532823201,0.075349015984062,-0.0566732426895286,-0.0368251883953053,0.0042051071684443,-0.0097827476353372,-0.0266115426807777,0,0.8424576012997299
0.0,0.0,0.0,0.0079365079365079,0.0,0.0,0.0,0.0,5.0,0,kpru,RU_UK,-0.7564725875854492,0.001,0.0671614596086888,0.0776723112026399,0.0829570165142148,0.0788818847174648,0.0632710149416713,-0.0606799597832839,-0.0048972393342842,0.0444908769339372,0.0433161051420763,0.0224629138823424,0,0.7136760957381364
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0,kpru,RU_UK,-0.9317120313644408,0.001,0.1028006541276272,0.095907215965735,0.0946047325913474,0.1038744791817956,0.0771955287294537,-0.1869652512660297,-0.0067532371148049,-0.0335182708546747,-0.0586742332796108,-0.0954701144140246,0,0.606886214831303
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,kpru,RU_UK,-0.8479296565055847,0.007,0.0773616261335977,0.0847132606385096,0.0927534802573977,0.0948350948755606,0.0668000247703475,-0.0063737205059683,0.0377634060051358,0.0671968166352418,0.0506504325305231,0.0004146735811441,0,0.8365506392880566
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,kpru,RU_UK,-0.7635696530342102,0.001,0.0888744640494246,0.0847919194660503,0.1100561230830334,0.0949381745259313,0.0656167038070015,-0.0069274898583242,-0.0020793986826061,0.0947905334420845,0.0364284793921902,0.1002997618135922,0,0.7562841182008264
0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,1.5,0,kpru,RU_UK,-0.8538468480110168,0.003,0.0986586385820672,0.1019288638983291,0.0956618754790911,0.0944264664293099,0.0730451763400763,0.0251424145427716,0.0359950002221933,0.0515379933894288,0.0459969998529842,0.0569728613765216,0,0.7602643083049163
0.0,0.0,0.0,0.0061728395061728,0.5,0.0,0.0,0.0,1.5,0,kpru,RU_UK,-0.684643030166626,0.001,0.1130506539296089,0.1241275347396168,0.122703817800031,0.1027310436784409,0.0965757675815479,-0.0602861490214561,0.0079090674889907,0.0858672770465656,0.0112165709943873,0.0137134880065473,0,0.7012709448228601
0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0,kpru,RU_UK,-0.6289602518081665,0.005,0.1199232800646161,0.1176297466351708,0.1014041074755498,0.1001096555717883,0.0849201933920634,-0.1374744034667377,-0.0223590370247699,-0.0051607593062555,-0.0521494054815861,-0.053441738204871,0,0.9251049454777235
0.0,0.0,0.0,0.0027777777777777,0.0,0.0,0.0,0.0,1.0,0,kpru,RU_UK,-0.6426612138748169,0.002,0.1184710212534566,0.1006970780300899,0.1110497790390922,0.0888289284986243,0.0901076390424337,0.0335086792056956,-0.0122155163239423,0.0253579913021669,0.0227702521777527,0.0783229451226762,0,0.6873491616796735
0.0,0.0,0.0,0.0339031339031339,0.0,0.0,0.0,0.0,5.0,0,kpru,RU_UK,-0.6274532079696655,0.001,0.0847013906675716,0.0933680029434428,0.0884094532404187,0.0920624248746383,0.0767403795952155,-0.0388680606573281,0.0756051619062101,0.027955052194759,0.0374823536693465,0.0787564138826341,0,0.584501019309013
0.0,0.0,0.0,0.019047619047619,0.0,0.0,0.0,0.0,1.5,0,kpru,RU_UK,-0.8640255331993103,0.001,0.1248695312460837,0.1107557520337334,0.1072879626686939,0.1345077337141966,0.0964598278262017,-0.1747603870812075,-0.1121474025686269,-0.1260603946131264,-0.1543304702652864,-0.1468285572061965,0,0.5907062362609907
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,kpru,RU_UK,-0.7916846871376038,0.005,0.0997899209107588,0.1317690190544552,0.0934130721578,0.1167015737123668,0.0843890288472258,-0.2223733459068968,-0.1116064524992766,-0.0259973963312814,-0.110808578517366,-0.1412006016822886,0,0.8572297974887394
0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.6,0,kpru,RU_UK,-0.7223123908042908,0.002,0.0925685726221783,0.0933975040115372,0.0864861356635281,0.0981106443431181,0.0651909180708544,-0.0307336167867145,0.0481400557063587,0.0477755794386657,0.0994231257771988,0.0182038072319509,0,0.552050195485967
1.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.75,0,kpru,RU_UK,-0.6038637161254883,0.001,0.1099171291786529,0.0853583020099334,0.0929950424386375,0.0955327309084781,0.0743311563964292,-0.0512653607303351,0.0482102387220126,0.039617886005828,0.0255373449379206,0.046010080387872,0,0.8376495730614312
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0,kpru,RU_UK,-0.9221196174621582,0.001,0.0995146213351434,0.1003450958419121,0.0875590277783967,0.1115274069366081,0.0736182435760647,-0.1640196952119068,-0.0904808143987441,-0.0594882468351822,-0.0917690693784914,-0.0460485680383594,0,0.5217289173481826
0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,2.4,0,kpru,RU_UK,-0.5723332762718201,0.001,0.120202195365251,0.1104098831848787,0.1073330135555025,0.1137362339254953,0.0913952127182145,-0.1442261325162967,-0.081414343482018,-0.0509946683660403,-0.0890690194131237,-0.1114894856042592,1,0.5077995378883332
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0,kpru,RU_UK,-0.9190083742141724,0.001,0.0790085531893093,0.0742269587325321,0.0769725668013613,0.0771069982316268,0.0609443081610021,-0.1196834963418871,-0.0182694036865911,0.0431858396734897,-0.0803169337814165,0.0771883472476641,0,0.759072592537396
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0,kpru,RU_UK,-0.5690521001815796,0.004,0.1096381921923643,0.1065866820209611,0.113183679343704,0.1057613831443151,0.0879011815216666,-0.0508970387158167,0.0705915163074882,0.0550012233769034,0.004464327306799,0.0513634353286813,0,0.9571054472817246
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0,kpru,RU_UK,-0.617463231086731,0.001,0.1665517366830048,0.1334546557476493,0.1678687900211858,0.1501238473456348,0.1198322820666629,-0.1442770043388039,-0.2071821759259259,-0.2608882173382174,-0.1969037090713902,-0.125056432748538,0,0.678100516689297
0.0,0.0,0.0,0.0136529940923737,0.0,0.0,0.0,0.0,2.0,0,kpru,RU_UK,-0.6396552920341492,0.001,0.1077680401590315,0.1070834122683191,0.1046845833496054,0.0990937035807543,0.0841887088500338,-0.1140052981341029,0.0142872046341491,0.0305030786703524,-0.0112062851840063,0.0050599219816993,1,0.5829405584077358
0.0,0.0,0.0,0.0,0.0,0.5087552666664124,0.2726145386695862,0.0,5.0,0,kpru,RU_UK,-0.6617422699928284,0.001,0.0905219301918928,0.0970689732459526,0.1035497546086176,0.0948228987935108,0.0704490245415965,-0.1760559612755306,-0.0874602961098864,-0.0615351432300267,-0.0676535775483176,-0.0713979203628117,0,0.7629994588644422
1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,6.0,0,kpru,RU_UK,-0.6414830684661865,0.001,0.096542069799666,0.096519234259399,0.0948812484488965,0.0954397980464097,0.076960503473059,-0.1022937198305766,-0.0401374615514043,-0.0163751756314625,-0.0258261106031943,-0.0522446890750813,0,0.840660329089204
0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0,kpru,RU_UK,-0.9187779426574708,0.001,0.1034022289893517,0.0930551963912354,0.0887348969048883,0.0906883989704774,0.0686697190904417,-0.1808750819626741,-0.0620125886094069,-0.0799944262864892,-0.0856806004183663,-0.0952287331191185,0,0.6701409583894588
0.0,0.0,0.0,0.0229694606887589,0.5,0.0,0.0,0.0,0.0,0,kpru,RU_UK,-0.7188984155654907,0.001,0.0996103833118453,0.0924130556778161,0.0870461436198782,0.0956515220612742,0.0935002042754536,-0.1084969555930328,-0.069777812439554,-0.0980091091604086,-0.0737571165893203,-0.1382636514887587,0,0.6407572240587595
0.0,0.0,0.0,0.0054945054945054,0.0,0.0,0.0,0.0,6.0,0,kpru,RU_UK,-0.8100159764289856,0.001,0.0774874250491514,0.074541227785829,0.0860539384470663,0.0713865646542907,0.0590212392191679,-0.045096089221658,-0.0327594604508403,0.0024790546701496,0.0040210952839998,0.0053707303131326,0,0.8166209608469249
0.0,0.0,0.0,0.0017391304347826,0.0,0.0,0.0,0.0,7.0,0,kpru,RU_UK,-0.8384010791778564,0.021,0.0986724271509418,0.1084542304720505,0.0942021779005535,0.0882803860900364,0.0752095993403078,-0.0995090512500852,-0.072264200530276,-0.0422669663422426,-0.0613603497204853,-0.036751162500533,0,0.9098779106655611
0.0,0.0,0.0,0.0041666666666666,0.0,0.0,0.0,0.0,11.0,0,kpru,RU_UK,-0.7790452241897583,0.005,0.1190931781240589,0.0960843404209671,0.0785317633471305,0.1014308070630911,0.0699341187863934,-0.140045360689557,-0.0984692879354199,-0.1189822109321498,-0.0916877115242403,-0.0909358693493179,0,0.8677152927405488
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0,kpru,RU_UK,-0.6855089664459229,0.001,0.1482892567653254,0.1088671873265737,0.1129396970047994,0.1144834484862371,0.0902378519087488,-0.1082051489560718,-0.0170304804071553,-0.0005191342421144,0.0759265490796842,0.0259438609190517,1,0.5320451007131759
