agency_asymmetry,passive_voice_rate,violence_asymmetry,uncertainty_score,negation_rate,competence_asymmetry,morality_asymmetry,dehumanization_index,ingroup_outgroup_ratio,label,source,theater,chunk_sentiment,toxicity_score,mft_care_p,mft_fairness_p,mft_loyalty_p,mft_authority_p,mft_sanctity_p,mft_care_sent,mft_fairness_sent,mft_loyalty_sent,mft_authority_sent,mft_sanctity_sent
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0,kpru,RU_UK,-0.7243927121162415,0.333,0.1041249091447419,0.1096181579703786,0.08395300658545632,0.08819575427680855,0.07984572610206053,0.0012332685988034496,0.0055254693685716765,0.06303200832342505,0.08291957707110303,-0.002795255388683998
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335,0,kpru,RU_UK,-0.8098294734954834,0.001,0.11349734845557946,0.11684307677566018,0.11176721848231877,0.10620304398456724,0.11614743381676453,-0.07988200644329847,-0.00782820376306135,0.003261712301614428,-0.04940179891920647,-0.10484761811428499
0.0,0.0,0.0,0.007936507936507936,0.0,0.0,0.0,0.0,3.0,0,kpru,RU_UK,-0.6919785737991333,0.012,0.10261557356965113,0.13483091827989674,0.09858735886472539,0.1048108991111002,0.1029422047951302,-0.047492994386074405,-0.056135837478588115,-0.009979884061556178,-0.01329280235266261,-0.05438225322117678
0.0,0.0,0.0,0.0022222222222222222,0.0,0.0,0.0,0.0,0.0,0,kpru,RU_UK,-0.7131273150444031,0.001,0.09776240387799716,0.10761990013353291,0.08904273728362497,0.08939843225531795,0.08293956870914089,-0.020249841426488165,0.03636603877507498,0.03352632128099347,0.011191325013615276,0.03566307571609561
0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0,kpru,RU_UK,-0.4897642731666565,0.001,0.10433749679434424,0.09306772133411605,0.10857779476454688,0.1064100946051609,0.07965432870840866,-0.08514236879194667,-0.02871170614969661,0.05150822459981796,-0.032657324199160495,-0.005649423156103537
0.0,0.0,0.0,0.007002457002457003,0.2,0.0,0.0,0.0,0.0,0,kpru,RU_UK,-0.8419710397720337,0.032,0.08854671987816783,0.08949916747224282,0.08358272267936656,0.09974794940614128,0.08504462123220284,-0.034783427410873834,0.012558411708752165,0.03680401562249777,-0.016653531937641824,-0.045044528694517166
0.0,0.0,0.0,0.0078125,0.0,0.0,0.0,0.0,0.0,0,kpru,RU_UK,-0.7259584665298462,0.003,0.09183947713451779,0.0908557632339441,0.09454768164391572,0.09514984283899633,0.08547280762913247,-0.009229645631480963,-0.07192629919805979,-0.015734026920011374,-0.026692095412613165,-0.07759779971386885
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,kpru,RU_UK,-0.6699142456054688,0.001,0.10436854592039667,0.11111754463193936,0.09381835995701311,0.09793175981087358,0.08519736908185876,-0.027790975920956307,-0.051000033935304896,-0.06452762553393336,-0.06403895349831805,1.4101220985888313e-05
0.0,0.0,0.0,0.0,0.0,1.3959331512451172,0.3986319899559021,0.0,1.5,0,kpru,RU_UK,-0.8665297627449036,0.001,0.11875056858349484,0.0934807772560733,0.07580541486225537,0.098910710607709,0.07830283213238662,-0.15038338464861167,-0.10832287036015473,-0.08934679327978605,-0.13281745536023545,-0.13403369869836196
0.0,0.0,0.0,0.03283283283283284,1.0,0.0,0.0,0.0,0.0,0,kpru,RU_UK,-0.5606709122657776,0.006,0.12458653949130079,0.12684657984285283,0.10408326465695034,0.10929496332845538,0.11120721937198497,-0.2519320659417877,-0.11318175077071163,-0.11186816357084439,-0.18077985835411162,-0.11303400530638949
0.5,0.0,0.0,0.0016891891891891893,0.0,0.0,0.0,0.0,4.5,0,kpru,RU_UK,-0.8099154233932495,0.002,0.11775436386456112,0.1018344470238184,0.09613935035141628,0.10093149325800556,0.10255977697490272,-0.19491045151496741,-0.1514398824227987,-0.06216091748693018,-0.11373370759540558,-0.11597534238056853
0.0,0.0,0.0,0.0063457854406130275,0.0,0.0,0.0,0.0,1.6666666666666667,0,kpru,RU_UK,-0.8749032020568848,0.001,0.11326391492817917,0.10518417992826054,0.09394421022614946,0.10256126762844806,0.10203245223308945,-0.17407557716898,-0.18193840349389834,-0.07826550212527356,-0.1563643305661348,-0.2134541760198809
0.0,0.0,0.0,0.008116883116883116,0.0,0.0,0.0,0.0,0.0,0,kpru,RU_UK,-0.6772754192352295,0.001,0.107751537652904,0.10799917089545603,0.08531903945511408,0.09507960499875812,0.08165511004854352,-0.03898657858892591,0.025779787506616962,0.03365644157457204,0.024037009315328244,0.011796386152780189
0.0,0.0,0.0,0.0025252525252525255,0.0,0.0,0.0,0.0,3.0,0,kpru,RU_UK,-0.6413030028343201,0.025,0.08857537398705226,0.09046651614605568,0.08997171691010461,0.06488084838802523,0.06896835894363315,-0.1323931184281313,-0.06109766878499857,-0.10005921273579461,-0.04529750251193891,-0.08675969895651571
0.75,0.0,0.0,0.00507703081232493,0.0,0.0,0.0,0.0,22.0,0,kpru,RU_UK,-0.5146763920783997,0.001,0.12355180681973554,0.07596328084675041,0.12498583803577946,0.07936937156668175,0.1259098993269312,-0.13556476135309584,-0.21944781356747672,0.07174719831706561,-0.13667872790374208,-0.2000992013499234
0.0,0.0,0.0,0.006060606060606061,0.0,0.0,0.0,0.0,0.0,0,kpru,RU_UK,-0.8365368247032166,0.005,0.1738670586200279,0.10609215529258216,0.09845845997832083,0.09830884383435358,0.10479671356152469,-0.23822630423949256,-0.15173504534594673,-0.1462050752474246,-0.16543160713124008,-0.18178284574922543
0.0,0.0,0.0,0.007478005865102639,0.6666666666666666,0.0,0.0,0.0,1.0,0,kpru,RU_UK,-0.5177197456359863,0.001,0.07558570535982304,0.07480666751938407,0.08825030315207752,0.06214181078020898,0.0545541572162505,-0.08061498824188468,-0.02574185979895252,-0.0335799689478568,-0.04211922324334017,0.00988885961917554
0.0,0.0,0.0,0.0025252525252525255,0.5,0.0,0.0,0.0,0.0,0,kpru,RU_UK,-0.826103150844574,0.001,0.07092797294219479,0.07618625746418636,0.0935808065627464,0.08672735986635745,0.05759608912579403,-0.08418733583239472,-0.014479439848670275,0.04795335788485041,0.008149852329331011,0.044966983802800765
0.0,0.0,0.0,0.014862679078365354,1.0,0.0,0.0,0.0,3.0,0,kpru,RU_UK,-0.7861967086791992,0.007,0.0941865778867651,0.09239909879326987,0.09811045897625736,0.09450761461527318,0.07900133573368892,-0.05718379988553549,-0.03835406621597214,0.03395660721113803,0.005387739617436482,0.06402937636025478
0.5,0.0,0.0,0.007896505376344086,1.0,0.0,0.0,0.0,7.0,0,kpru,RU_UK,-0.7910213470458984,0.012,0.09664257956167313,0.10814200081753993,0.09807321764492327,0.12418362553217735,0.10558786847587914,-0.0716202878638432,-0.07091497224216883,-0.048925242369690806,-0.05534840512876085,-0.10737223867182201
1.0,0.0,0.0,0.003968253968253968,0.3333333333333333,-0.5248535871505737,-2.0620782375335693,0.0,8.333333333333334,0,kpru,RU_UK,-0.7467641830444336,0.163,0.10427502213897197,0.12296197815920897,0.11979844590085667,0.12263513664595395,0.13287397808739365,-0.14766141104067887,-0.11423207168985977,-0.09511779577980159,-0.18495873432327478,-0.09412929551193755
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,kpru,RU_UK,-0.6456884145736694,0.06,0.09965863546741541,0.08784321981912041,0.11041792125695707,0.11092324153982218,0.08202282390484326,-0.042116144920922464,-0.023255914920774227,0.025501530959262424,0.014636686996697403,0.076252682142506
0.0,0.0,0.0,0.024382716049382715,0.0,0.0,0.0,0.0,3.0,0,kpru,RU_UK,-0.7244076728820801,0.001,0.1086135655677399,0.1120464338540391,0.1092166268238915,0.09783074844125896,0.09078716436787278,-0.006449821428903077,0.014803028321051525,0.027661596756355766,0.032864941680576014,0.019670106725790233
0.0,0.0,0.0,0.008290816326530611,0.75,0.0,0.0,0.0,1.5,0,kpru,RU_UK,-0.5892964005470276,0.001,0.1018957411983492,0.09582216962363775,0.10177740437274464,0.09500237373642244,0.08467046532538505,-0.16612872408338716,-0.09616781867223587,-0.06678349438613727,-0.09102658687396095,-0.08246444161522781
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0,kpru,RU_UK,-0.8702550530433655,0.001,0.08476787905478203,0.10769851413424392,0.10310061745685115,0.12405560257754958,0.10897411992064901,-0.025864063595218468,-0.000820416666117305,0.027517723702590348,0.008106723540853813,0.009778273846601562
1.0,0.0,0.0,0.0033333333333333335,0.0,0.0,0.0,0.0,1.5,0,kpru,RU_UK,-0.5435426235198975,0.009,0.11952623339415881,0.11919611146076899,0.1051781769848051,0.09348601882888985,0.10550594395394243,-0.2219500609110789,-0.18389627874495612,-0.216743539617849,-0.17433260718019092,-0.20516054343306195
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,0,kpru,RU_UK,-0.6544409990310669,0.001,0.08988036278521082,0.09168814969017695,0.09788200961546213,0.08830013626531347,0.05865813636228244,-0.10308342473391877,-0.04296370314565772,-0.010672962622774278,-0.008087478460693019,-0.010252448339483435
0.0,0.0,0.0,0.002932551319648094,0.0,0.0,0.0,0.0,2.0,0,kpru,RU_UK,-0.7075438499450684,0.024,0.11476667532722701,0.11768756504371178,0.11718539554989489,0.11420101470506298,0.09968735550560862,-0.11334731582017515,-0.1004721495316906,-0.08166082373173306,-0.0956678090030128,-0.04865925512600574
0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0,kpru,RU_UK,-0.7155373096466064,0.001,0.106269908951038,0.08930816146156721,0.09659721018423285,0.10949498107346478,0.10655639303061198,-0.043912915663244394,0.03590051762751559,0.08024693411722371,0.03443959004300871,0.061571311014538756
0.0,0.0,0.0,0.01268796992481203,0.25,0.0,0.0,0.0,0.0,0,kpru,RU_UK,-0.8654556274414062,0.004,0.09838536968496753,0.0979493511585844,0.08829294579957724,0.10156705028235528,0.08399385707673719,-0.11809931549762073,-0.07849273245353394,-0.05192210518160282,-0.053977640774459504,-0.027833325447430345
0.0,0.0,0.0,0.0036231884057971015,0.2,0.0,0.0,0.0,0.6,0,kpru,RU_UK,-0.6254481077194214,0.308,0.10539712445597088,0.09481372238781326,0.10611269693841609,0.10759370345478705,0.0921892407562852,-0.08548174807428575,-0.06448361543229247,0.04710111197871461,-0.020991552556267595,-0.07117060501232174
0.0,0.0,0.0,0.0038461538461538464,0.0,0.0,0.0,0.0,0.0,0,kpru,RU_UK,-0.7514051198959351,0.001,0.12840660682267582,0.11774027007129546,0.10681185308541037,0.11286924491343683,0.08879360433230342,-0.1749742634517561,-0.17131157237762126,-0.08206242606135113,-0.12033945764919372,-0.15136937991395394
0.0,0.0,0.0,0.0037272441933458877,1.0,0.0,0.0,0.0,7.0,0,kpru,RU_UK,-0.5565170049667358,0.001,0.09328074683733441,0.09579824539480757,0.0970913301020232,0.09006616130563529,0.07183037462694383,-0.0713315465941162,-0.06072961964690438,0.046337038846148156,0.018848579622379822,-0.0434933147242142
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0,kpru,RU_UK,-0.5045832395553589,0.001,0.09886932038115304,0.08284523949351388,0.09717405196932295,0.09330663424920235,0.07323833430222929,-0.09646103915800391,-0.0041594811567576455,-0.06190443607788837,-0.012160596612494435,-0.07039152279833494
0.0,0.0,0.0,0.001937984496124031,0.0,0.0,0.0,0.0,5.0,0,kpru,RU_UK,-0.8467475175857544,0.001,0.09453721862653787,0.0880796682879103,0.09209837271200144,0.09039753562966062,0.08192135617571186,-0.16601204274575798,-0.1080079282098423,-0.05989047371504719,-0.1350259282124876,-0.10394873483389917
0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0,kpru,RU_UK,-0.8645726442337036,0.001,0.08085169526692973,0.07601548775756277,0.09744451937625434,0.08863012603009598,0.06891555910597545,-0.08540406792657082,1.352059537088684e-05,0.03871098798370088,-0.03563032672205503,0.0056964455405441915
0.0,0.0,0.0,0.0248015873015873,1.0,0.0,0.0,0.0,0.0,0,kpru,RU_UK,-0.6401287913322449,0.001,0.10696495693787461,0.09813320729641398,0.08453169895148467,0.08346616188546617,0.0672739142218723,-0.17853947599003683,-0.08599466946881461,-0.06317953778018984,-0.06506639052758557,-0.10625523673744691
0.0,0.0,0.0,0.002631578947368421,0.5,0.0,0.0,0.0,0.0,0,kpru,RU_UK,-0.9153560996055603,0.001,0.09032284190227892,0.1049305209381443,0.0882391536357428,0.10896206006193403,0.08169206830438114,-0.11042635572032079,-0.010845602306468567,0.012933740477847901,-0.03217317361099826,-0.011703913408288108
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0,kpru,RU_UK,-0.6962352395057678,0.044,0.1009707872927721,0.10073207745216071,0.08260248803431199,0.09293869952649973,0.08515596447817907,-0.08114160415493278,-0.05507634953536298,-0.005143754119686114,-0.03711423048895662,-0.05257360214262634
0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,kpru,RU_UK,-0.6526802182197571,0.008,0.08176174398986406,0.07946091703670952,0.07928259050775653,0.07399815118277167,0.056716666261047356,-0.0456234830187001,0.02203089444752248,0.07230797472906489,0.025350043935664767,0.027504853153175173
0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0,kpru,RU_UK,-0.5880808234214783,0.048,0.09842152968323016,0.09521429664849416,0.08603440298877531,0.09693194324415176,0.08401353788914497,-0.1492431094303046,-0.08469977700043917,-0.03447156378892071,-0.09082376518225893,-0.0860652507021452
1.0,0.0,0.0,0.011363636363636364,0.0,0.0,0.0,0.0,3.0,0,kpru,RU_UK,-0.9061344861984253,0.001,0.10399755496500263,0.08619995950800344,0.08719455290373442,0.0959948488629814,0.07680775502764865,-0.13354339701210718,-0.044552726457299824,-0.04613967465976152,-0.05584320960527794,-0.05184013471340925
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,kpru,RU_UK,-0.8686206340789795,0.121,0.08806744706766081,0.09122851575264261,0.08737062352480025,0.10706655328232016,0.07534901598406207,-0.05667324268952865,-0.03682518839530537,0.004205107168444376,-0.00978274763533728,-0.026611542680777724
0.0,0.0,0.0,0.007936507936507936,0.0,0.0,0.0,0.0,5.0,0,kpru,RU_UK,-0.7564725875854492,0.001,0.06716145960868884,0.07767231120263994,0.0829570165142148,0.0788818847174648,0.06327101494167138,-0.06067995978328398,-0.0048972393342842984,0.04449087693393726,0.04331610514207633,0.022462913882342454
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0,kpru,RU_UK,-0.9317120313644409,0.001,0.10280065412762729,0.09590721596573508,0.09460473259134748,0.10387447918179563,0.07719552872945375,-0.1869652512660297,-0.0067532371148049065,-0.03351827085467474,-0.05867423327961084,-0.09547011441402467
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,kpru,RU_UK,-0.8479296565055847,0.007,0.07736162613359772,0.08471326063850969,0.0927534802573977,0.09483509487556062,0.06680002477034758,-0.006373720505968326,0.03776340600513582,0.06719681663524184,0.05065043253052319,0.0004146735811441718
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,kpru,RU_UK,-0.7635696530342102,0.001,0.08887446404942466,0.08479191946605033,0.11005612308303346,0.09493817452593138,0.06561670380700155,-0.006927489858324279,-0.002079398682606136,0.09479053344208456,0.03642847939219024,0.10029976181359228
0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,1.5,0,kpru,RU_UK,-0.8538468480110168,0.003,0.09865863858206723,0.10192886389832918,0.09566187547909118,0.09442646642930998,0.07304517634007637,0.025142414542771656,0.0359950002221933,0.05153799338942888,0.04599699985298423,0.05697286137652166
0.0,0.0,0.0,0.006172839506172839,0.5,0.0,0.0,0.0,1.5,0,kpru,RU_UK,-0.684643030166626,0.001,0.11305065392960897,0.12412753473961688,0.12270381780003102,0.10273104367844099,0.09657576758154791,-0.06028614902145614,0.007909067488990717,0.08586727704656569,0.011216570994387363,0.013713488006547358
0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0,kpru,RU_UK,-0.6289602518081665,0.005,0.11992328006461614,0.1176297466351708,0.1014041074755498,0.10010965557178839,0.0849201933920634,-0.13747440346673775,-0.022359037024769966,-0.005160759306255505,-0.05214940548158614,-0.053441738204871046
0.0,0.0,0.0,0.002777777777777778,0.0,0.0,0.0,0.0,1.0,0,kpru,RU_UK,-0.6426612138748169,0.002,0.11847102125345665,0.1006970780300899,0.11104977903909222,0.08882892849862437,0.09010763904243373,0.0335086792056956,-0.012215516323942322,0.025357991302166996,0.022770252177752758,0.07832294512267625
0.0,0.0,0.0,0.0339031339031339,0.0,0.0,0.0,0.0,5.0,0,kpru,RU_UK,-0.6274532079696655,0.001,0.08470139066757161,0.09336800294344286,0.08840945324041878,0.09206242487463831,0.0767403795952155,-0.03886806065732814,0.07560516190621017,0.027955052194759,0.037482353669346574,0.07875641388263414
0.0,0.0,0.0,0.01904761904761905,0.0,0.0,0.0,0.0,1.5,0,kpru,RU_UK,-0.8640255331993103,0.001,0.12486953124608371,0.11075575203373349,0.10728796266869393,0.13450773371419664,0.09645982782620172,-0.17476038708120759,-0.11214740256862694,-0.12606039461312646,-0.1543304702652864,-0.1468285572061965
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,kpru,RU_UK,-0.7916846871376038,0.005,0.0997899209107588,0.1317690190544552,0.09341307215780006,0.11670157371236689,0.08438902884722586,-0.22237334590689686,-0.11160645249927663,-0.025997396331281473,-0.110808578517366,-0.14120060168228868
0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.6,0,kpru,RU_UK,-0.7223123908042908,0.002,0.09256857262217835,0.09339750401153726,0.08648613566352813,0.0981106443431181,0.0651909180708544,-0.030733616786714577,0.04814005570635877,0.047775579438665706,0.09942312577719886,0.01820380723195092
1.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.75,0,kpru,RU_UK,-0.6038637161254883,0.001,0.1099171291786529,0.08535830200993345,0.09299504243863753,0.09553273090847819,0.07433115639642922,-0.05126536073033513,0.048210238722012626,0.03961788600582809,0.025537344937920668,0.04601008038787204
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0,kpru,RU_UK,-0.9221196174621582,0.001,0.09951462133514345,0.1003450958419121,0.08755902777839676,0.11152740693660812,0.07361824357606478,-0.1640196952119068,-0.09048081439874413,-0.05948824683518229,-0.0917690693784914,-0.04604856803835948
0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,2.4,0,kpru,RU_UK,-0.5723332762718201,0.001,0.12020219536525108,0.11040988318487875,0.10733301355550255,0.11373623392549534,0.09139521271821456,-0.14422613251629676,-0.081414343482018,-0.05099466836604039,-0.08906901941312377,-0.11148948560425921
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0,kpru,RU_UK,-0.9190083742141724,0.001,0.0790085531893093,0.07422695873253217,0.0769725668013613,0.07710699823162684,0.060944308161002124,-0.11968349634188713,-0.018269403686591155,0.04318583967348973,-0.08031693378141654,0.07718834724766414
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0,kpru,RU_UK,-0.5690521001815796,0.004,0.1096381921923643,0.1065866820209611,0.11318367934370407,0.10576138314431516,0.08790118152166662,-0.05089703871581674,0.07059151630748824,0.05500122337690349,0.004464327306799068,0.05136343532868135
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0,kpru,RU_UK,-0.617463231086731,0.001,0.16655173668300485,0.13345465574764936,0.16786879002118585,0.15012384734563486,0.11983228206666297,-0.14427700433880397,-0.20718217592592592,-0.2608882173382174,-0.19690370907139024,-0.12505643274853806
0.0,0.0,0.0,0.01365299409237379,0.0,0.0,0.0,0.0,2.0,0,kpru,RU_UK,-0.6396552920341492,0.001,0.10776804015903155,0.10708341226831916,0.10468458334960545,0.09909370358075435,0.08418870885003384,-0.11400529813410293,0.014287204634149127,0.030503078670352464,-0.01120628518400635,0.005059921981699341
0.0,0.0,0.0,0.0,0.0,0.5087552666664124,0.2726145386695862,0.0,5.0,0,kpru,RU_UK,-0.6617422699928284,0.001,0.09052193019189288,0.09706897324595266,0.10354975460861761,0.09482289879351087,0.07044902454159657,-0.1760559612755306,-0.08746029610988648,-0.06153514323002672,-0.06765357754831762,-0.07139792036281177
1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,6.0,0,kpru,RU_UK,-0.6414830684661865,0.001,0.09654206979966604,0.09651923425939908,0.09488124844889657,0.09543979804640974,0.07696050347305905,-0.10229371983057667,-0.04013746155140431,-0.01637517563146253,-0.02582611060319436,-0.05224468907508133
0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0,kpru,RU_UK,-0.9187779426574707,0.001,0.10340222898935172,0.09305519639123548,0.08873489690488835,0.09068839897047742,0.06866971909044171,-0.18087508196267418,-0.062012588609406914,-0.07999442628648926,-0.0856806004183663,-0.09522873311911859
0.0,0.0,0.0,0.022969460688758936,0.5,0.0,0.0,0.0,0.0,0,kpru,RU_UK,-0.7188984155654907,0.001,0.09961038331184532,0.0924130556778161,0.08704614361987824,0.09565152206127424,0.0935002042754536,-0.10849695559303281,-0.06977781243955407,-0.09800910916040864,-0.07375711658932035,-0.13826365148875877
0.0,0.0,0.0,0.005494505494505495,0.0,0.0,0.0,0.0,6.0,0,kpru,RU_UK,-0.8100159764289856,0.001,0.07748742504915147,0.07454122778582903,0.0860539384470663,0.07138656465429079,0.059021239219167944,-0.045096089221658024,-0.03275946045084032,0.002479054670149634,0.004021095283999808,0.005370730313132699
0.0,0.0,0.0,0.0017391304347826088,0.0,0.0,0.0,0.0,7.0,0,kpru,RU_UK,-0.8384010791778564,0.021,0.09867242715094185,0.10845423047205059,0.09420217790055353,0.08828038609003643,0.0752095993403078,-0.09950905125008526,-0.07226420053027602,-0.042266966342242675,-0.061360349720485374,-0.036751162500533015
0.0,0.0,0.0,0.004166666666666667,0.0,0.0,0.0,0.0,11.0,0,kpru,RU_UK,-0.7790452241897583,0.005,0.11909317812405894,0.09608434042096713,0.07853176334713059,0.10143080706309114,0.06993411878639343,-0.140045360689557,-0.09846928793541994,-0.11898221093214988,-0.09168771152424034,-0.09093586934931798
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0,kpru,RU_UK,-0.6855089664459229,0.001,0.14828925676532545,0.10886718732657379,0.11293969700479942,0.11448344848623719,0.09023785190874886,-0.10820514895607185,-0.017030480407155345,-0.0005191342421144718,0.07592654907968426,0.02594386091905172
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,kpru,RU_UK,-0.6188914775848389,0.224,0.11826651634563665,0.07802750630875116,0.08349952654623792,0.11966573173230985,0.10459791857570766,-0.1906749868169174,-0.03502888408304498,0.001909319579907006,-0.13848163610898903,-0.056746850824900344
0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,1.0,0,kpru,RU_UK,-0.7032919526100159,0.003,0.09493108546052603,0.08099228415960442,0.08934040042649342,0.07672967247708763,0.08261154757396792,-0.2595554096547779,-0.18253283729258216,-0.12602357084001986,-0.13612856123453457,-0.15231531905272663
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,kpru,RU_UK,-0.7626060247421265,0.003,0.09707387727746354,0.11846681815112828,0.12959053067627826,0.10512887934440576,0.11144486796282951,-0.18689478874319454,-0.20176986259881644,-0.08892753445103956,-0.020876631944444484,-0.10273277985580309
0.0,0.0,0.0,0.0019230769230769232,0.5,0.8794330358505249,0.24766172468662262,0.0,3.0,0,kpru,RU_UK,-0.5386118292808533,0.038,0.1343064651699821,0.1114012977767071,0.0929370923947543,0.09335575722609407,0.09512923882464379,-0.2383222252227498,-0.10923969456902936,-0.15654400453157405,-0.1460512313777363,-0.1192305415358521
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,kpru,RU_UK,-0.8665863871574402,0.001,0.11270790128115024,0.10786073711922589,0.11775312539278009,0.11131938511125497,0.10111178827709849,0.01789146475729381,0.010487059606428857,0.09316405402546149,0.02146355420593123,0.03524705720785719
