Entity,Label,Role,Verb,Voice,Sentiment,Uncertainty,Is_Violent,Is_Pronoun,Identity_Group
hamas,PAL_ORG,AGENT,hold,active,0.0,0.0,False,False,NAMED_ENTITY
un,INTL_ACTORS,PATIENT,have,active,0.0,0.0,False,False,NAMED_ENTITY
hamas,PAL_ORG,AGENT,bear,active,-0.8535756468772888,0.0,False,False,NAMED_ENTITY
hamas,PAL_ORG,PATIENT,bear,active,-0.8535756468772888,0.0,False,False,NAMED_ENTITY
gaza,PAL_RESISTANCE,PATIENT,link,active,-0.8535756468772888,0.0,False,False,NAMED_ENTITY
gaza,PAL_RESISTANCE,PATIENT,transform,active,-0.6137516498565674,0.0,False,False,NAMED_ENTITY
usa,INTL_ACTORS,AGENT,mean,active,-0.8068663477897644,0.0,False,False,NAMED_ENTITY
un,INTL_ACTORS,AGENT,warn,active,-0.833350658416748,0.0333,False,False,NAMED_ENTITY
gaza,PAL_RESISTANCE,PATIENT,pump,active,-0.833350658416748,0.0333,False,False,NAMED_ENTITY
israel,ISR_POLITICAL,PATIENT,delegitimize,active,-0.8521481156349182,0.0,False,False,NAMED_ENTITY
israel,ISR_POLITICAL,PATIENT,delegitimize,active,-0.8521481156349182,0.0,False,False,NAMED_ENTITY
israel,ISR_POLITICAL,PATIENT,delegitimize,active,-0.8521481156349182,0.0,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,PATIENT,silence,active,-0.8521481156349182,0.0,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,AGENT,document,active,-0.8521481156349182,0.0,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,PATIENT,document,active,-0.8521481156349182,0.0,False,False,NAMED_ENTITY
israel,ISR_POLITICAL,AGENT,withdraw,active,-0.8208191990852356,0.0213,False,False,NAMED_ENTITY
israel,ISR_POLITICAL,PATIENT,withdraw,active,-0.8208191990852356,0.0213,False,False,NAMED_ENTITY
israel,ISR_POLITICAL,AGENT,confirm,active,-0.8219033479690552,0.0,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,PATIENT,hand,active,-0.8219033479690552,0.0,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,PATIENT,prepare,passive,-0.8149388432502747,0.0,False,False,NAMED_ENTITY
usa,INTL_ACTORS,AGENT,seek,active,0.0,0.0,False,False,NAMED_ENTITY
gaza,PAL_RESISTANCE,PATIENT,empty,active,0.0,0.0,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,PATIENT,control,active,-0.7160420417785645,0.0,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,PATIENT,reengineere,active,-0.7160420417785645,0.0,False,False,NAMED_ENTITY
gaza,PAL_RESISTANCE,PATIENT,issue,active,0.0,0.0,False,False,NAMED_ENTITY
usa,INTL_ACTORS,PATIENT,give,active,-0.8181968927383423,0.0,False,False,NAMED_ENTITY
israel,ISR_POLITICAL,PATIENT,give,active,-0.8181968927383423,0.0,False,False,NAMED_ENTITY
un,INTL_ACTORS,AGENT,claim,active,-0.5262176394462585,0.0159,False,False,NAMED_ENTITY
un,INTL_ACTORS,AGENT,succeed,active,-0.7284249067306519,0.0,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,PATIENT,formulate,active,-0.7284249067306519,0.0,False,False,NAMED_ENTITY
un,INTL_ACTORS,PATIENT,use,active,-0.7284249067306519,0.0,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,PATIENT,leave,active,-0.8979248404502869,0.0,False,False,NAMED_ENTITY
gaza,PAL_RESISTANCE,PATIENT,face,active,-0.8979248404502869,0.0,False,False,NAMED_ENTITY
gaza,PAL_RESISTANCE,PATIENT,turn,active,-0.9192312955856323,0.0,False,False,NAMED_ENTITY
gaza,PAL_RESISTANCE,PATIENT,starve,active,-0.8594099879264832,0.0,False,False,NAMED_ENTITY
gaza,PAL_RESISTANCE,AGENT,provide,active,-0.8594099879264832,0.0,False,False,NAMED_ENTITY
gaza,PAL_RESISTANCE,PATIENT,provide,active,-0.8594099879264832,0.0,False,False,NAMED_ENTITY
gaza,PAL_RESISTANCE,AGENT,document,active,-0.8594099879264832,0.0,False,False,NAMED_ENTITY
gaza,PAL_RESISTANCE,PATIENT,document,active,-0.8594099879264832,0.0,False,False,NAMED_ENTITY
gaza,PAL_RESISTANCE,PATIENT,demand,active,-0.8594099879264832,0.0,False,False,NAMED_ENTITY
usa,INTL_ACTORS,AGENT,provide,active,-0.5027086734771729,0.0,False,False,NAMED_ENTITY
un,INTL_ACTORS,PATIENT,provide,active,-0.5027086734771729,0.0,False,False,NAMED_ENTITY
un,INTL_ACTORS,PATIENT,punish,active,-0.5027086734771729,0.0,False,False,NAMED_ENTITY
un,INTL_ACTORS,AGENT,dare,active,-0.5027086734771729,0.0,False,False,NAMED_ENTITY
gaza,PAL_RESISTANCE,PATIENT,target,passive,-0.7802010178565979,0.0,True,False,NAMED_ENTITY
pa,PAL_POLITICAL,AGENT,live,active,-0.9248933792114258,0.0,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,PATIENT,produce,active,-0.9248933792114258,0.0,False,False,NAMED_ENTITY
israel,ISR_POLITICAL,PATIENT,break,active,-0.9248933792114258,0.0,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,PATIENT,manage,active,-0.8428313732147217,0.0,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,PATIENT,transform,active,-0.8457930088043213,0.0,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,PATIENT,manage,active,-0.8457930088043213,0.0,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,AGENT,become,active,-0.8385396599769592,0.0,False,False,NAMED_ENTITY
un,INTL_ACTORS,PATIENT,impose,active,-0.8385396599769592,0.0,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,PATIENT,protect,active,-0.9284742474555969,0.0,False,False,NAMED_ENTITY
un,INTL_ACTORS,PATIENT,reproduce,active,-0.9284742474555969,0.0,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,AGENT,expand,active,-0.688335120677948,0.0,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,AGENT,recede,active,0.0,0.0,False,False,NAMED_ENTITY
palestine,PAL_POLITICAL,AGENT,enter,active,-0.9066020250320435,0.0,False,False,NAMED_ENTITY
gaza,PAL_RESISTANCE,PATIENT,beget,active,-0.9066020250320435,0.0,False,False,NAMED_ENTITY
un,INTL_ACTORS,PATIENT,announce,passive,-0.6657891869544983,0.0,False,False,NAMED_ENTITY
un,INTL_ACTORS,AGENT,carry,active,-0.6657891869544983,0.0,False,False,NAMED_ENTITY
gaza,PAL_RESISTANCE,AGENT,turn,active,-0.8689393997192383,0.0,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,PATIENT,manage,active,-0.8689393997192383,0.0,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,PATIENT,end,active,-0.8689393997192383,0.0,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,AGENT,erode,active,-0.895868182182312,0.0,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,AGENT,erode,active,-0.895868182182312,0.0,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,PATIENT,besiege,passive,-0.8923407196998596,0.0,True,False,NAMED_ENTITY
pa,PAL_POLITICAL,AGENT,lose,active,-0.8328432440757751,0.0,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,PATIENT,lose,active,-0.8328432440757751,0.0,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,PATIENT,abandon,active,-0.8632822632789612,0.0323,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,AGENT,lack,active,-0.8856521248817444,0.0,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,AGENT,begin,active,-0.8856521248817444,0.0,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,PATIENT,lose,active,-0.8856521248817444,0.0,False,False,NAMED_ENTITY
palestine,PAL_POLITICAL,AGENT,stand,active,-0.7079147100448608,0.0,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,AGENT,seek,active,-0.7470830678939819,0.0,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,PATIENT,accept,active,0.0,0.0,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,AGENT,say,active,0.0,0.0,False,False,NAMED_ENTITY
un,INTL_ACTORS,AGENT,produce,active,-0.9037477374076843,0.0,False,False,NAMED_ENTITY
palestine,PAL_POLITICAL,AGENT,hear,active,-0.8743041157722473,0.0233,False,False,NAMED_ENTITY
palestine,PAL_POLITICAL,PATIENT,hear,active,-0.8743041157722473,0.0233,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,PATIENT,view,active,-0.8743041157722473,0.0233,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,AGENT,fail,active,-0.8743041157722473,0.0233,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,AGENT,prove,active,0.5359545350074768,0.0,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,PATIENT,organize,active,0.5359545350074768,0.0,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,PATIENT,alleviate,active,0.5359545350074768,0.0,False,False,NAMED_ENTITY
we,IN_GROUP,AGENT,lack,active,-0.5962997674942017,0.0,False,True,IN_GROUP
pa,PAL_POLITICAL,PATIENT,defeat,passive,-0.9228472709655762,0.0,False,False,NAMED_ENTITY
netanyahu,ISR_POLITICAL,AGENT,achieve,active,-0.9228472709655762,0.0,False,False,NAMED_ENTITY
netanyahu,ISR_POLITICAL,AGENT,commit,active,-0.9228472709655762,0.0,False,False,NAMED_ENTITY
netanyahu,ISR_POLITICAL,PATIENT,commit,active,-0.9228472709655762,0.0,False,False,NAMED_ENTITY
un,INTL_ACTORS,PATIENT,take,active,-0.8059220314025879,0.0125,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,AGENT,emerge,active,0.0,0.0,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,AGENT,bear,active,0.0,0.0,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,PATIENT,bear,active,0.0,0.0,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,AGENT,choose,active,0.0,0.0,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,PATIENT,devise,active,0.0,0.0,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,PATIENT,restore,active,0.0,0.0,False,False,NAMED_ENTITY
un,INTL_ACTORS,AGENT,impose,active,-0.5746070742607117,0.0,False,False,NAMED_ENTITY
un,INTL_ACTORS,PATIENT,impose,active,-0.5746070742607117,0.0,False,False,NAMED_ENTITY
un,INTL_ACTORS,PATIENT,utilize,active,-0.5746070742607117,0.0,False,False,NAMED_ENTITY
un,INTL_ACTORS,PATIENT,prevent,active,-0.5746070742607117,0.0,False,False,NAMED_ENTITY
israel,ISR_POLITICAL,AGENT,fight,active,-0.5194063186645508,0.0,False,False,NAMED_ENTITY
gaza,PAL_RESISTANCE,PATIENT,fight,active,-0.5194063186645508,0.0,False,False,NAMED_ENTITY
we,IN_GROUP,AGENT,lie,active,-0.5194063186645508,0.0,False,True,IN_GROUP
we,IN_GROUP,AGENT,enter,active,-0.6905245780944824,0.0417,False,True,IN_GROUP
pa,PAL_POLITICAL,AGENT,mean,active,0.0,0.0,False,False,NAMED_ENTITY
we,IN_GROUP,AGENT,create,active,0.0,0.0,False,True,IN_GROUP
pa,PAL_POLITICAL,PATIENT,create,active,0.0,0.0,False,False,NAMED_ENTITY
they,OUT_GROUP,AGENT,sign,active,0.0,0.0,False,True,OUT_GROUP
pa,PAL_POLITICAL,AGENT,decide,active,0.0,0.0,False,False,NAMED_ENTITY
they,OUT_GROUP,AGENT,sign,active,0.0,0.0,False,True,OUT_GROUP
un,INTL_ACTORS,AGENT,give,active,0.0,0.0,False,False,NAMED_ENTITY
israel,ISR_POLITICAL,PATIENT,make,active,0.0,0.0,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,AGENT,pay,active,-0.6028796434402466,0.0,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,PATIENT,pay,active,-0.6028796434402466,0.0,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,PATIENT,spend,active,-0.6028796434402466,0.0,False,False,NAMED_ENTITY
gaza,PAL_RESISTANCE,AGENT,try,active,0.0,0.0,False,False,NAMED_ENTITY
gaza,PAL_RESISTANCE,AGENT,do,active,0.0,0.0,False,False,NAMED_ENTITY
un,INTL_ACTORS,AGENT,want,active,0.0,0.0,False,False,NAMED_ENTITY
they,OUT_GROUP,PATIENT,see,active,0.0,0.0,False,True,OUT_GROUP
they,OUT_GROUP,AGENT,have,active,-0.5056332945823669,0.0,False,True,OUT_GROUP
we,IN_GROUP,AGENT,build,active,-0.5056332945823669,0.0,False,True,IN_GROUP
they,OUT_GROUP,AGENT,cross,active,-0.5056332945823669,0.0,False,True,OUT_GROUP
they,OUT_GROUP,AGENT,rot,active,-0.897668182849884,0.0,False,True,OUT_GROUP
un,INTL_ACTORS,PATIENT,obligate,passive,0.0,0.0,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,AGENT,feel,active,-0.8942780494689941,0.0,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,AGENT,live,active,-0.8942780494689941,0.0,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,AGENT,come,active,0.0,0.0,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,PATIENT,buy,active,0.0,0.0,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,AGENT,buy,active,0.0,0.0,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,PATIENT,go,active,0.0,0.0,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,AGENT,go,active,0.0,0.0,False,False,NAMED_ENTITY
israel,ISR_POLITICAL,PATIENT,build,passive,0.7053925395011902,0.0417,False,False,NAMED_ENTITY
we,IN_GROUP,AGENT,learn,active,0.0,0.0625,False,True,IN_GROUP
israel,ISR_POLITICAL,AGENT,study,active,0.0,0.0625,False,False,NAMED_ENTITY
israel,ISR_POLITICAL,PATIENT,study,active,0.0,0.0625,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,AGENT,study,active,0.0,0.0625,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,PATIENT,study,active,0.0,0.0625,False,False,NAMED_ENTITY
we,IN_GROUP,PATIENT,obligate,passive,-0.5221188068389893,0.0,False,True,IN_GROUP
pa,PAL_POLITICAL,PATIENT,feel,active,-0.5221188068389893,0.0,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,PATIENT,obligate,passive,-0.5221188068389893,0.0,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,PATIENT,give,active,-0.5221188068389893,0.0,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,PATIENT,need,active,-0.6182104349136353,0.0,False,False,NAMED_ENTITY
we,IN_GROUP,AGENT,need,active,-0.6182104349136353,0.0,False,True,IN_GROUP
we,IN_GROUP,PATIENT,obligate,passive,-0.8389275074005127,0.0,False,True,IN_GROUP
israel,ISR_POLITICAL,AGENT,want,active,-0.8389275074005127,0.0,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,PATIENT,want,active,-0.8389275074005127,0.0,False,False,NAMED_ENTITY
hamas,PAL_ORG,AGENT,say,active,0.0,0.0,False,False,NAMED_ENTITY
hamas,PAL_ORG,AGENT,emerge,active,0.0,0.0,False,False,NAMED_ENTITY
palestine,PAL_POLITICAL,PATIENT,liberate,active,-0.6046775579452515,0.0,False,False,NAMED_ENTITY
gaza,PAL_RESISTANCE,PATIENT,govern,passive,0.0,0.0,False,False,NAMED_ENTITY
hamas,PAL_ORG,AGENT,govern,passive,0.0,0.0,False,False,NAMED_ENTITY
israel,ISR_POLITICAL,AGENT,have,active,0.0,0.0,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,PATIENT,have,active,0.0,0.0,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,AGENT,have,active,0.0,0.0,False,False,NAMED_ENTITY
palestine,PAL_POLITICAL,PATIENT,have,active,0.0,0.0,False,False,NAMED_ENTITY
palestine,PAL_POLITICAL,AGENT,have,active,0.0,0.0,False,False,NAMED_ENTITY
israel,ISR_POLITICAL,PATIENT,have,active,0.0,0.0,False,False,NAMED_ENTITY
israel,ISR_POLITICAL,AGENT,have,active,0.0,0.0,False,False,NAMED_ENTITY
israel,ISR_POLITICAL,AGENT,need,active,0.0,0.0,False,False,NAMED_ENTITY
israel,ISR_POLITICAL,PATIENT,need,active,0.0,0.0,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,AGENT,need,active,0.0,0.0,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,PATIENT,need,active,0.0,0.0,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,AGENT,trust,active,-0.792081892490387,0.0476,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,PATIENT,trust,active,-0.792081892490387,0.0476,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,AGENT,violate,active,-0.792081892490387,0.0476,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,AGENT,sign,active,-0.792081892490387,0.0476,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,AGENT,reply,active,0.0,0.0,False,False,NAMED_ENTITY
israel,ISR_POLITICAL,AGENT,violate,active,-0.9035305380821228,0.0,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,AGENT,implement,active,-0.5894132852554321,0.0,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,PATIENT,implement,active,-0.5894132852554321,0.0,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,AGENT,sign,active,-0.5894132852554321,0.0,False,False,NAMED_ENTITY
we,IN_GROUP,AGENT,work,active,0.0,0.0263,False,True,IN_GROUP
pa,PAL_POLITICAL,PATIENT,negotiate,active,0.0,0.0263,False,False,NAMED_ENTITY
we,IN_GROUP,AGENT,allow,active,-0.5555909276008606,0.0455,False,True,IN_GROUP
israel,ISR_POLITICAL,PATIENT,obligate,passive,-0.6567906141281128,0.0256,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,PATIENT,give,active,-0.6567906141281128,0.0256,False,False,NAMED_ENTITY
israel,ISR_POLITICAL,PATIENT,hide,active,-0.6567906141281128,0.0256,False,False,NAMED_ENTITY
israel,ISR_POLITICAL,PATIENT,hold,passive,-0.6567906141281128,0.0256,False,False,NAMED_ENTITY
israel,ISR_POLITICAL,AGENT,cause,active,-0.6567906141281128,0.0256,False,False,NAMED_ENTITY
israel,ISR_POLITICAL,AGENT,pay,active,-0.7710691094398499,0.0,False,False,NAMED_ENTITY
israel,ISR_POLITICAL,PATIENT,pay,active,-0.7710691094398499,0.0,False,False,NAMED_ENTITY
gaza,PAL_RESISTANCE,AGENT,pass,active,-0.8734874129295349,0.0,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,AGENT,feel,active,-0.8942780494689941,0.0,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,AGENT,live,active,-0.8942780494689941,0.0,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,AGENT,come,active,0.0,0.0,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,PATIENT,buy,active,0.0,0.0,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,AGENT,buy,active,0.0,0.0,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,PATIENT,go,active,0.0,0.0,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,AGENT,go,active,0.0,0.0,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,AGENT,pass,active,-0.6338381171226501,0.0,False,False,NAMED_ENTITY
un,INTL_ACTORS,AGENT,live,active,-0.6338381171226501,0.0,False,False,NAMED_ENTITY
we,IN_GROUP,AGENT,welcome,active,-0.6338381171226501,0.0,False,True,IN_GROUP
we,IN_GROUP,PATIENT,remind,active,0.8927605748176575,0.0,False,True,IN_GROUP
pa,PAL_POLITICAL,PATIENT,erase,active,0.8927605748176575,0.0,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,AGENT,try,active,0.8927605748176575,0.0,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,PATIENT,overcome,active,0.8927605748176575,0.0,False,False,NAMED_ENTITY
israel,ISR_POLITICAL,AGENT,wage,active,-0.7396190166473389,0.0,False,False,NAMED_ENTITY
usa,INTL_ACTORS,AGENT,open,active,-0.5203157663345337,0.0,False,False,NAMED_ENTITY
un,INTL_ACTORS,AGENT,force,active,-0.5203157663345337,0.0,False,False,NAMED_ENTITY
un,INTL_ACTORS,PATIENT,force,active,-0.5203157663345337,0.0,False,False,NAMED_ENTITY
un,INTL_ACTORS,PATIENT,reposition,active,-0.5203157663345337,0.0,False,False,NAMED_ENTITY
we,IN_GROUP,AGENT,face,active,0.0,0.0,False,True,IN_GROUP
gaza,PAL_RESISTANCE,PATIENT,rebuild,active,-0.7858139276504517,0.0,False,False,NAMED_ENTITY
gaza,PAL_RESISTANCE,PATIENT,possess,active,-0.7858139276504517,0.0,False,False,NAMED_ENTITY
gaza,PAL_RESISTANCE,PATIENT,turn,active,-0.7858139276504517,0.0,False,False,NAMED_ENTITY
we,IN_GROUP,AGENT,see,active,-0.7858139276504517,0.0,False,True,IN_GROUP
gaza,PAL_RESISTANCE,PATIENT,accept,active,-0.7858139276504517,0.0,False,False,NAMED_ENTITY
gaza,PAL_RESISTANCE,PATIENT,own,active,-0.7858139276504517,0.0,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,AGENT,know,active,-0.7858139276504517,0.0,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,AGENT,return,active,-0.7858139276504517,0.0,False,False,NAMED_ENTITY
trump,INTL_ACTORS,AGENT,fail,active,-0.8069379329681396,0.0,False,False,NAMED_ENTITY
gaza,PAL_RESISTANCE,PATIENT,seize,active,-0.8069379329681396,0.0,False,False,NAMED_ENTITY
gaza,PAL_RESISTANCE,AGENT,connect,active,-0.8069379329681396,0.0,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,AGENT,mean,active,0.0,0.0,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,PATIENT,pay,active,0.0,0.0,False,False,NAMED_ENTITY
gaza,PAL_RESISTANCE,AGENT,pay,active,-0.8946930170059204,0.0213,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,PATIENT,pay,active,-0.8946930170059204,0.0213,False,False,NAMED_ENTITY
gaza,PAL_RESISTANCE,AGENT,possess,active,-0.8946930170059204,0.0213,False,False,NAMED_ENTITY
gaza,PAL_RESISTANCE,PATIENT,possess,active,-0.8946930170059204,0.0213,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,PATIENT,use,passive,0.0,0.0,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,AGENT,have,active,-0.6341889500617981,0.0,False,False,NAMED_ENTITY
gaza,PAL_RESISTANCE,AGENT,extend,active,-0.8354775905609131,0.0,False,False,NAMED_ENTITY
gaza,PAL_RESISTANCE,AGENT,pay,active,-0.8354775905609131,0.0,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,PATIENT,paralyze,passive,-0.8415268659591675,0.0,False,False,NAMED_ENTITY
gaza,PAL_RESISTANCE,AGENT,show,active,-0.517815113067627,0.0526,False,False,NAMED_ENTITY
un,INTL_ACTORS,PATIENT,do,active,0.0,0.0,False,False,NAMED_ENTITY
un,INTL_ACTORS,AGENT,find,active,0.0,0.0,False,False,NAMED_ENTITY
