Entity,Label,Role,Verb,Voice,Sentiment,Uncertainty,Is_Violent,Is_Pronoun,Identity_Group
un,INTL_ACTORS,AGENT,seek,active,0.0,0.0,False,False,NAMED_ENTITY
un,INTL_ACTORS,PATIENT,affirm,active,0.0,0.0,False,False,NAMED_ENTITY
un,INTL_ACTORS,PATIENT,protect,active,0.0,0.0,False,False,NAMED_ENTITY
un,INTL_ACTORS,AGENT,send,active,0.0,0.0,False,False,NAMED_ENTITY
israel,ISR_POLITICAL,PATIENT,send,active,0.0,0.0,False,False,NAMED_ENTITY
un,INTL_ACTORS,AGENT,allow,active,0.0,0.0,False,False,NAMED_ENTITY
un,INTL_ACTORS,PATIENT,drag,passive,0.0,0.0,False,False,NAMED_ENTITY
un,INTL_ACTORS,AGENT,push,active,-0.5427612662315369,0.0169,False,False,NAMED_ENTITY
un,INTL_ACTORS,AGENT,strike,active,-0.5427612662315369,0.0169,True,False,NAMED_ENTITY
israel,ISR_POLITICAL,PATIENT,criticize,active,-0.5427612662315369,0.0169,False,False,NAMED_ENTITY
israel,ISR_POLITICAL,PATIENT,accuse,active,-0.5427612662315369,0.0169,False,False,NAMED_ENTITY
un,INTL_ACTORS,AGENT,accuse,active,-0.5427612662315369,0.0169,False,False,NAMED_ENTITY
israel,ISR_POLITICAL,PATIENT,brief,active,-0.5427612662315369,0.0169,False,False,NAMED_ENTITY
un,INTL_ACTORS,AGENT,speak,active,0.0,0.0,False,False,NAMED_ENTITY
israel,ISR_POLITICAL,PATIENT,understand,active,0.0,0.0,False,False,NAMED_ENTITY
iran,INTL_ACTORS,AGENT,escalate,active,-0.6785316467285156,0.0263,False,False,NAMED_ENTITY
iran,INTL_ACTORS,PATIENT,escalate,active,-0.6785316467285156,0.0263,False,False,NAMED_ENTITY
iran,INTL_ACTORS,AGENT,become,active,0.0,0.0426,False,False,NAMED_ENTITY
un,INTL_ACTORS,PATIENT,avoid,active,0.0,0.0426,False,False,NAMED_ENTITY
un,INTL_ACTORS,AGENT,undermine,active,0.0,0.0426,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,PATIENT,undermine,active,0.0,0.0426,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,AGENT,help,active,0.0,0.0426,False,False,NAMED_ENTITY
israel,ISR_POLITICAL,AGENT,operate,active,0.0,0.0426,False,False,NAMED_ENTITY
israel,ISR_POLITICAL,AGENT,enter,active,0.0,0.0,False,False,NAMED_ENTITY
israel,ISR_POLITICAL,PATIENT,enter,active,0.0,0.0,False,False,NAMED_ENTITY
israel,ISR_POLITICAL,PATIENT,test,passive,0.0,0.0,False,False,NAMED_ENTITY
iran,INTL_ACTORS,AGENT,validate,active,-0.4921048879623413,0.0,False,False,NAMED_ENTITY
israel,ISR_POLITICAL,AGENT,support,active,0.8827635645866394,0.0,False,False,NAMED_ENTITY
israel,ISR_POLITICAL,PATIENT,support,active,0.8827635645866394,0.0,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,PATIENT,debate,active,0.0,0.0,False,False,NAMED_ENTITY
we,IN_GROUP,AGENT,see,active,0.0,0.027,False,True,IN_GROUP
un,INTL_ACTORS,AGENT,attack,active,-0.9272805452346802,0.0,True,False,NAMED_ENTITY
un,INTL_ACTORS,PATIENT,attack,active,-0.9272805452346802,0.0,True,False,NAMED_ENTITY
un,INTL_ACTORS,AGENT,share,active,-0.9272805452346802,0.0,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,PATIENT,reflect,active,-0.6532618403434753,0.0,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,PATIENT,combine,active,-0.6532618403434753,0.0,False,False,NAMED_ENTITY
usa,INTL_ACTORS,AGENT,want,active,-0.8614593148231506,0.0,False,False,NAMED_ENTITY
iran,INTL_ACTORS,AGENT,go,active,-0.8240450620651245,0.027,False,False,NAMED_ENTITY
un,INTL_ACTORS,AGENT,go,active,-0.8240450620651245,0.027,False,False,NAMED_ENTITY
iran,INTL_ACTORS,AGENT,demonstrate,active,-0.7757688164710999,0.0,False,False,NAMED_ENTITY
iran,INTL_ACTORS,PATIENT,demonstrate,active,-0.7757688164710999,0.0,False,False,NAMED_ENTITY
iran,INTL_ACTORS,AGENT,help,active,-0.7757688164710999,0.0,False,False,NAMED_ENTITY
israel,ISR_POLITICAL,AGENT,report,active,0.0,0.0,False,False,NAMED_ENTITY
usa,INTL_ACTORS,AGENT,fall,active,-0.5870643854141235,0.0,False,False,NAMED_ENTITY
usa,INTL_ACTORS,AGENT,dismantle,active,-0.5870643854141235,0.0,False,False,NAMED_ENTITY
usa,INTL_ACTORS,PATIENT,dismantle,active,-0.5870643854141235,0.0,False,False,NAMED_ENTITY
trump,INTL_ACTORS,AGENT,argue,active,-0.7840359210968018,0.0,False,False,NAMED_ENTITY
trump,INTL_ACTORS,AGENT,prefer,active,0.0,0.0,False,False,NAMED_ENTITY
trump,INTL_ACTORS,PATIENT,prefer,active,0.0,0.0,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,AGENT,keep,active,0.0,0.0,False,False,NAMED_ENTITY
un,INTL_ACTORS,PATIENT,keep,active,0.0,0.0,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,PATIENT,prepare,active,-0.596372663974762,0.0,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,PATIENT,prepare,active,-0.596372663974762,0.0,False,False,NAMED_ENTITY
israel,ISR_POLITICAL,AGENT,agree,active,0.0,0.0,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,PATIENT,justify,passive,0.0,0.0,False,False,NAMED_ENTITY
israel,ISR_POLITICAL,AGENT,ask,active,0.0,0.0,False,False,NAMED_ENTITY
israel,ISR_POLITICAL,AGENT,ask,active,-0.5345368981361389,0.0962,False,False,NAMED_ENTITY
un,INTL_ACTORS,AGENT,survive,active,-0.5345368981361389,0.0962,False,False,NAMED_ENTITY
un,INTL_ACTORS,AGENT,function,active,-0.5345368981361389,0.0962,False,False,NAMED_ENTITY
israel,ISR_POLITICAL,AGENT,manipulate,active,-0.6350820660591125,0.0,False,False,NAMED_ENTITY
usa,INTL_ACTORS,PATIENT,drag,active,-0.6350820660591125,0.0,False,False,NAMED_ENTITY
un,INTL_ACTORS,AGENT,recognize,active,-0.6158387660980225,0.05,False,False,NAMED_ENTITY
un,INTL_ACTORS,AGENT,ask,active,-0.6131120920181274,0.0,False,False,NAMED_ENTITY
un,INTL_ACTORS,AGENT,target,active,-0.6131120920181274,0.0,True,False,NAMED_ENTITY
israel,ISR_POLITICAL,PATIENT,root,passive,0.0,0.0,False,False,NAMED_ENTITY
iran,INTL_ACTORS,AGENT,affect,active,-0.5828778147697449,0.0,False,False,NAMED_ENTITY
israel,ISR_POLITICAL,PATIENT,affect,active,-0.5828778147697449,0.0,False,False,NAMED_ENTITY
iran,INTL_ACTORS,PATIENT,imprison,passive,-0.8386184573173523,0.08,False,False,NAMED_ENTITY
we,IN_GROUP,AGENT,talk,active,-0.5510842800140381,0.0,False,True,IN_GROUP
un,INTL_ACTORS,PATIENT,run,active,-0.8458623290061951,0.0,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,PATIENT,eliminate,active,0.0,0.0,False,False,NAMED_ENTITY
iran,INTL_ACTORS,AGENT,pose,active,0.0,0.0,False,False,NAMED_ENTITY
israel,ISR_POLITICAL,PATIENT,accuse,active,-0.7044776678085327,0.0,False,False,NAMED_ENTITY
israel,ISR_POLITICAL,PATIENT,portray,active,-0.8457959294319153,0.0,False,False,NAMED_ENTITY
un,INTL_ACTORS,AGENT,contribute,active,0.0,0.0,False,False,NAMED_ENTITY
israel,ISR_POLITICAL,PATIENT,blame,active,-0.6598129868507385,0.0455,False,False,NAMED_ENTITY
iran,INTL_ACTORS,AGENT,run,active,-0.8553251028060913,0.0,False,False,NAMED_ENTITY
iran,INTL_ACTORS,PATIENT,run,active,-0.8553251028060913,0.0,False,False,NAMED_ENTITY
iran,INTL_ACTORS,PATIENT,massacre,active,-0.8553251028060913,0.0,True,False,NAMED_ENTITY
hezbollah,INTL_ACTORS,PATIENT,finance,active,-0.8553251028060913,0.0,False,False,NAMED_ENTITY
un,INTL_ACTORS,PATIENT,run,active,-0.8553251028060913,0.0,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,PATIENT,leave,active,0.0,0.0769,False,False,NAMED_ENTITY
usa,INTL_ACTORS,AGENT,suggest,active,0.0,0.1429,False,False,NAMED_ENTITY
usa,INTL_ACTORS,AGENT,coordinate,active,0.0,0.1429,False,False,NAMED_ENTITY
iran,INTL_ACTORS,AGENT,point,active,-0.5752302408218384,0.0909,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,PATIENT,harbor,active,-0.7141163945198059,0.0,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,PATIENT,have,active,-0.7141163945198059,0.0,False,False,NAMED_ENTITY
iran,INTL_ACTORS,PATIENT,exploit,active,-0.7141163945198059,0.0,False,False,NAMED_ENTITY
un,INTL_ACTORS,AGENT,carry,active,0.0,0.0,False,False,NAMED_ENTITY
turkey,INTL_ACTORS,PATIENT,alarm,active,-0.5280237793922424,0.0417,False,False,NAMED_ENTITY
syria,INTL_ACTORS,AGENT,have,active,-0.5280237793922424,0.0417,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,AGENT,preserve,active,0.0,0.0769,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,PATIENT,preserve,active,0.0,0.0769,False,False,NAMED_ENTITY
un,INTL_ACTORS,PATIENT,follow,active,-0.9116277694702148,0.0,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,PATIENT,rule,active,-0.9116277694702148,0.0,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,PATIENT,spend,active,-0.9116277694702148,0.0,False,False,NAMED_ENTITY
israel,ISR_POLITICAL,PATIENT,threaten,active,-0.9116277694702148,0.0,False,False,NAMED_ENTITY
usa,INTL_ACTORS,PATIENT,challenge,passive,0.0,0.0238,False,False,NAMED_ENTITY
un,INTL_ACTORS,AGENT,try,active,0.0,0.0,False,False,NAMED_ENTITY
israel,ISR_POLITICAL,PATIENT,emulate,active,0.0,0.0,False,False,NAMED_ENTITY
israel,ISR_POLITICAL,AGENT,continue,active,0.0,0.0,False,False,NAMED_ENTITY
israel,ISR_POLITICAL,PATIENT,maintain,active,0.0,0.0,False,False,NAMED_ENTITY
un,INTL_ACTORS,PATIENT,run,passive,0.0,0.0,False,False,NAMED_ENTITY
israel,ISR_POLITICAL,AGENT,proclaim,active,-0.8749531507492065,0.0,False,False,NAMED_ENTITY
israel,ISR_POLITICAL,PATIENT,proclaim,active,-0.8749531507492065,0.0,False,False,NAMED_ENTITY
israel,ISR_POLITICAL,AGENT,serve,active,-0.6150676608085632,0.0233,False,False,NAMED_ENTITY
iran,INTL_ACTORS,AGENT,give,active,-0.6562061309814453,0.0,False,False,NAMED_ENTITY
iran,INTL_ACTORS,PATIENT,give,active,-0.6562061309814453,0.0,False,False,NAMED_ENTITY
israel,ISR_POLITICAL,PATIENT,veto,active,-0.6562061309814453,0.0,False,False,NAMED_ENTITY
israel,ISR_POLITICAL,PATIENT,expand,active,-0.6562061309814453,0.0,False,False,NAMED_ENTITY
israel,ISR_POLITICAL,PATIENT,isolate,active,-0.7900329232215881,0.0,False,False,NAMED_ENTITY
israel,ISR_POLITICAL,PATIENT,weaken,active,-0.7900329232215881,0.0,False,False,NAMED_ENTITY
israel,ISR_POLITICAL,AGENT,collapse,active,-0.7900329232215881,0.0,False,False,NAMED_ENTITY
iran,INTL_ACTORS,AGENT,get,active,-0.5284615159034729,0.0,False,False,NAMED_ENTITY
iran,INTL_ACTORS,PATIENT,get,active,-0.5284615159034729,0.0,False,False,NAMED_ENTITY
iran,INTL_ACTORS,AGENT,initiate,active,-0.5507026314735413,0.0,False,False,NAMED_ENTITY
israel,ISR_POLITICAL,PATIENT,require,active,0.0,0.0213,False,False,NAMED_ENTITY
israel,ISR_POLITICAL,AGENT,find,active,0.0,0.0213,False,False,NAMED_ENTITY
israel,ISR_POLITICAL,PATIENT,find,active,0.0,0.0213,False,False,NAMED_ENTITY
israel,ISR_POLITICAL,AGENT,act,active,0.0,0.0213,False,False,NAMED_ENTITY
israel,ISR_POLITICAL,AGENT,foresee,active,0.0,0.0,False,False,NAMED_ENTITY
israel,ISR_POLITICAL,AGENT,do,active,0.0,0.0,False,False,NAMED_ENTITY
israel,ISR_POLITICAL,AGENT,have,active,0.0,0.0,False,False,NAMED_ENTITY
israel,ISR_POLITICAL,PATIENT,have,active,0.0,0.0,False,False,NAMED_ENTITY
israel,ISR_POLITICAL,AGENT,embark,active,0.9027280211448669,0.0,False,False,NAMED_ENTITY
israel,ISR_POLITICAL,AGENT,operate,active,0.0,0.0,False,False,NAMED_ENTITY
israel,ISR_POLITICAL,AGENT,need,active,0.499570369720459,0.0,False,False,NAMED_ENTITY
israel,ISR_POLITICAL,PATIENT,need,active,0.499570369720459,0.0,False,False,NAMED_ENTITY
israel,ISR_POLITICAL,AGENT,appear,active,-0.6772245764732361,0.04,False,False,NAMED_ENTITY
israel,ISR_POLITICAL,PATIENT,take,active,0.0,0.0,False,False,NAMED_ENTITY
israel,ISR_POLITICAL,PATIENT,confine,passive,-0.5346357822418213,0.0333,False,False,NAMED_ENTITY
israel,ISR_POLITICAL,PATIENT,annihilate,active,-0.5346357822418213,0.0333,False,False,NAMED_ENTITY
usa,INTL_ACTORS,AGENT,control,active,0.0,0.0,False,False,NAMED_ENTITY
israel,ISR_POLITICAL,PATIENT,control,active,0.0,0.0,False,False,NAMED_ENTITY
israel,ISR_POLITICAL,PATIENT,withdraw,active,0.0,0.0,False,False,NAMED_ENTITY
israel,ISR_POLITICAL,PATIENT,ask,passive,-0.6820277571678162,0.0,False,False,NAMED_ENTITY
israel,ISR_POLITICAL,PATIENT,attack,passive,-0.9050804972648621,0.0,True,False,NAMED_ENTITY
israel,ISR_POLITICAL,PATIENT,kill,passive,-0.9050804972648621,0.0,True,False,NAMED_ENTITY
israel,ISR_POLITICAL,AGENT,fire,active,-0.9050804972648621,0.0,True,False,NAMED_ENTITY
pa,PAL_POLITICAL,AGENT,prove,active,-0.8911536931991577,0.0,False,False,NAMED_ENTITY
usa,INTL_ACTORS,PATIENT,deploy,active,-0.8911536931991577,0.0,False,False,NAMED_ENTITY
usa,INTL_ACTORS,AGENT,deploy,active,-0.8911536931991577,0.0,False,False,NAMED_ENTITY
israel,ISR_POLITICAL,AGENT,lead,active,0.0,0.0,False,False,NAMED_ENTITY
iran,INTL_ACTORS,PATIENT,lead,active,0.0,0.0,False,False,NAMED_ENTITY
israel,ISR_POLITICAL,PATIENT,support,passive,0.0,0.0,False,False,NAMED_ENTITY
usa,INTL_ACTORS,AGENT,support,passive,0.0,0.0,False,False,NAMED_ENTITY
israel,ISR_POLITICAL,AGENT,come,active,0.0,0.0,False,False,NAMED_ENTITY
un,INTL_ACTORS,AGENT,begin,active,0.0,0.0,False,False,NAMED_ENTITY
usa,INTL_ACTORS,AGENT,misinterpret,active,-0.6298453211784363,0.0,False,False,NAMED_ENTITY
un,INTL_ACTORS,AGENT,misunderstand,active,0.0,0.0,False,False,NAMED_ENTITY
un,INTL_ACTORS,PATIENT,misunderstand,active,0.0,0.0,False,False,NAMED_ENTITY
iran,INTL_ACTORS,AGENT,need,active,0.0,0.0,False,False,NAMED_ENTITY
iran,INTL_ACTORS,AGENT,possess,active,0.0,0.0,False,False,NAMED_ENTITY
iran,INTL_ACTORS,PATIENT,possess,active,0.0,0.0,False,False,NAMED_ENTITY
iran,INTL_ACTORS,PATIENT,restrain,active,0.0,0.0,False,False,NAMED_ENTITY
iran,INTL_ACTORS,AGENT,employ,active,0.0,0.0,False,False,NAMED_ENTITY
iran,INTL_ACTORS,AGENT,prefer,active,0.0,0.0,False,False,NAMED_ENTITY
iran,INTL_ACTORS,PATIENT,prefer,active,0.0,0.0,False,False,NAMED_ENTITY
iran,INTL_ACTORS,AGENT,decide,active,0.0,0.0,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,PATIENT,alter,active,0.0,0.0,False,False,NAMED_ENTITY
iran,INTL_ACTORS,AGENT,neutralize,active,0.0,0.0169,False,False,NAMED_ENTITY
iran,INTL_ACTORS,PATIENT,neutralize,active,0.0,0.0169,False,False,NAMED_ENTITY
israel,ISR_POLITICAL,AGENT,replace,active,0.0,0.0169,False,False,NAMED_ENTITY
israel,ISR_POLITICAL,PATIENT,replace,active,0.0,0.0169,False,False,NAMED_ENTITY
un,INTL_ACTORS,AGENT,side,active,-0.7322574853897095,0.0,False,False,NAMED_ENTITY
un,INTL_ACTORS,AGENT,choose,active,-0.7322574853897095,0.0,False,False,NAMED_ENTITY
iran,INTL_ACTORS,PATIENT,realize,active,0.0,0.0,False,False,NAMED_ENTITY
iran,INTL_ACTORS,AGENT,need,active,0.0,0.0,False,False,NAMED_ENTITY
un,INTL_ACTORS,PATIENT,cajole,active,-0.6268373727798462,0.0,False,False,NAMED_ENTITY
usa,INTL_ACTORS,PATIENT,pressure,active,-0.6268373727798462,0.0,False,False,NAMED_ENTITY
un,INTL_ACTORS,AGENT,appear,active,0.0,0.0769,False,False,NAMED_ENTITY
un,INTL_ACTORS,PATIENT,communicate,active,0.0,0.0769,False,False,NAMED_ENTITY
un,INTL_ACTORS,AGENT,constitute,active,0.0,0.0323,False,False,NAMED_ENTITY
un,INTL_ACTORS,PATIENT,end,active,0.0,0.0323,False,False,NAMED_ENTITY
iran,INTL_ACTORS,PATIENT,constitute,active,0.0,0.0323,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,PATIENT,understand,passive,-0.5308699607849121,0.0,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,PATIENT,expand,active,-0.5308699607849121,0.0,False,False,NAMED_ENTITY
iran,INTL_ACTORS,PATIENT,eliminate,passive,-0.8334448337554932,0.0,False,False,NAMED_ENTITY
iran,INTL_ACTORS,AGENT,spend,active,-0.8334448337554932,0.0,False,False,NAMED_ENTITY
iran,INTL_ACTORS,PATIENT,spend,active,-0.8334448337554932,0.0,False,False,NAMED_ENTITY
iran,INTL_ACTORS,AGENT,’,active,0.0,0.0,False,False,NAMED_ENTITY
iran,INTL_ACTORS,AGENT,make,active,0.0,0.0,False,False,NAMED_ENTITY
iran,INTL_ACTORS,AGENT,respond,active,-0.6235178112983704,0.0,False,False,NAMED_ENTITY
iran,INTL_ACTORS,AGENT,hit,active,-0.8055675625801086,0.0,False,False,NAMED_ENTITY
iran,INTL_ACTORS,PATIENT,hit,active,-0.8055675625801086,0.0,False,False,NAMED_ENTITY
israel,ISR_POLITICAL,PATIENT,underscore,active,0.0,0.0,False,False,NAMED_ENTITY
israel,ISR_POLITICAL,AGENT,stand,active,0.6367749571800232,0.0,False,False,NAMED_ENTITY
israel,ISR_POLITICAL,PATIENT,grant,active,0.6367749571800232,0.0,False,False,NAMED_ENTITY
usa,INTL_ACTORS,AGENT,reshape,active,0.6894846558570862,0.0333,False,False,NAMED_ENTITY
israel,ISR_POLITICAL,AGENT,showcase,active,0.7292640209197998,0.0,False,False,NAMED_ENTITY
israel,ISR_POLITICAL,PATIENT,showcase,active,0.7292640209197998,0.0,False,False,NAMED_ENTITY
israel,ISR_POLITICAL,PATIENT,preserve,active,0.7292640209197998,0.0,False,False,NAMED_ENTITY
israel,ISR_POLITICAL,AGENT,unfold,active,0.0,0.0,False,False,NAMED_ENTITY
we,IN_GROUP,AGENT,face,active,0.0,0.0,False,True,IN_GROUP
iran,INTL_ACTORS,AGENT,structure,active,-0.7808122634887695,0.05,False,False,NAMED_ENTITY
iran,INTL_ACTORS,PATIENT,structure,active,-0.7808122634887695,0.05,False,False,NAMED_ENTITY
israel,ISR_POLITICAL,AGENT,destroy,active,-0.7808122634887695,0.05,True,False,NAMED_ENTITY
israel,ISR_POLITICAL,PATIENT,destroy,active,-0.7808122634887695,0.05,True,False,NAMED_ENTITY
iran,INTL_ACTORS,AGENT,commit,active,0.0,0.0,False,False,NAMED_ENTITY
iran,INTL_ACTORS,PATIENT,commit,active,0.0,0.0,False,False,NAMED_ENTITY
iran,INTL_ACTORS,AGENT,overwhelm,active,-0.603756308555603,0.027,False,False,NAMED_ENTITY
iran,INTL_ACTORS,AGENT,overwhelm,active,-0.603756308555603,0.027,False,False,NAMED_ENTITY
israel,ISR_POLITICAL,PATIENT,overwhelm,active,-0.603756308555603,0.027,False,False,NAMED_ENTITY
iran,INTL_ACTORS,PATIENT,shatter,active,0.0,0.05,False,False,NAMED_ENTITY
un,INTL_ACTORS,PATIENT,alter,active,0.0,0.05,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,PATIENT,stabilize,active,0.0,0.05,False,False,NAMED_ENTITY
iran,INTL_ACTORS,PATIENT,dismantle,active,-0.7906761765480042,0.0,False,False,NAMED_ENTITY
israel,ISR_POLITICAL,AGENT,serve,active,0.0,0.0,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,AGENT,threaten,active,-0.7498241066932678,0.0,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,AGENT,threaten,active,-0.7498241066932678,0.0,False,False,NAMED_ENTITY
un,INTL_ACTORS,PATIENT,force,active,-0.7498241066932678,0.0,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,AGENT,force,active,-0.8417978286743164,0.0,False,False,NAMED_ENTITY
un,INTL_ACTORS,PATIENT,create,active,-0.8417978286743164,0.0,False,False,NAMED_ENTITY
un,INTL_ACTORS,AGENT,threaten,active,-0.8417978286743164,0.0,False,False,NAMED_ENTITY
iran,INTL_ACTORS,PATIENT,involve,active,0.0,0.0,False,False,NAMED_ENTITY
un,INTL_ACTORS,PATIENT,destabilize,active,-0.881782054901123,0.0,False,False,NAMED_ENTITY
saudi arabia,INTL_ACTORS,AGENT,hit,active,-0.881782054901123,0.0,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,PATIENT,introduce,active,0.0,0.0,False,False,NAMED_ENTITY
iran,INTL_ACTORS,AGENT,shrink,active,-0.6652686595916748,0.0,False,False,NAMED_ENTITY
iran,INTL_ACTORS,PATIENT,halt,active,-0.6652686595916748,0.0,False,False,NAMED_ENTITY
iran,INTL_ACTORS,AGENT,blow,active,-0.6652686595916748,0.0,False,False,NAMED_ENTITY
iran,INTL_ACTORS,PATIENT,blow,active,-0.6652686595916748,0.0,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,AGENT,abandon,active,0.0,0.0263,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,PATIENT,abandon,active,0.0,0.0263,False,False,NAMED_ENTITY
israel,ISR_POLITICAL,AGENT,sharpen,active,-0.7586178183555603,0.0,False,False,NAMED_ENTITY
israel,ISR_POLITICAL,PATIENT,sharpen,active,-0.7586178183555603,0.0,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,AGENT,test,active,0.0,0.0,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,PATIENT,test,active,0.0,0.0,False,False,NAMED_ENTITY
israel,ISR_POLITICAL,AGENT,prove,active,0.0,0.0,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,PATIENT,manage,active,0.0,0.0,False,False,NAMED_ENTITY
pa,PAL_POLITICAL,AGENT,create,active,0.0,0.0,False,False,NAMED_ENTITY
israel,ISR_POLITICAL,PATIENT,create,active,0.0,0.0,False,False,NAMED_ENTITY
israel,ISR_POLITICAL,AGENT,operate,active,0.0,0.0,False,False,NAMED_ENTITY
un,INTL_ACTORS,PATIENT,fuel,active,-0.772818922996521,0.0,False,False,NAMED_ENTITY
un,INTL_ACTORS,PATIENT,plunge,active,-0.772818922996521,0.0,False,False,NAMED_ENTITY
iran,INTL_ACTORS,AGENT,signal,active,0.0,0.0,False,False,NAMED_ENTITY
iran,INTL_ACTORS,AGENT,extend,active,0.0,0.0,False,False,NAMED_ENTITY
usa,INTL_ACTORS,PATIENT,pick,active,-0.7818617224693298,0.0,False,False,NAMED_ENTITY
iran,INTL_ACTORS,AGENT,aim,active,-0.593239963054657,0.0,False,False,NAMED_ENTITY
