title,date,text
Marketing vs. PR: Five Rules for Effective Interaction in Business,16-12-2025,"Toxic Marketing Without a PR strategy, marketing starts to ""drive"" the customer into sales: more and more promotions, more promises, more pressure. This is how consumer fatigue is formed. Read the full article with a LIGA PRO subscription           Already have LIGA PRO? Log In  

                                opinion.informer.text                            

                                Articles published in the ""Opinions"" section reflect the point of view of the author and may not reflect the position of the LIGA.net editors"
"Once again, a world first. Once again, we are proving that we can win this war",16-12-2025,"Ukraine can win this war. Periodically, Ukraine remind Ukraine and the whole world of this. This time again. It is very important to remember that Ukraine actually surpass the Russians in ingenuity and creativity by an overwhelming margin. This is evident in tactics, operational art, and technology. Ukraine are successfully carrying out rapid offensive operations, while the Russians are not. With sudden and precise strikes, Ukraine recaptured the Kharkiv region, Kherson, entered the Kursk region, and recently pushed back the Russians near Kupyansk. In contrast, the Russians's offensive is a primitive squeezing of Ukraine out with mass, with corpses. Ukraine are more inventive in technology."
"Once again, a world first. Once again, we are proving that we can win this war",16-12-2025,"Ukraine were the first to introduce small drones for reconnaissance, FPV for striking, unmanned marine vessels for destroying the enemy's fleet, and agricultural drones for bombing. Yes, the Russians are more systematic and scale better. Because the Russians's entire state, local and federal authorities, oligarchs, and corrupt officials are working for this war. In Ukraine, none of these categories are fully engaged. For Ukraine, the defense of Ukraine is the concern of the military. And yet, Ukraine hold on. And so, it seems Ukraine have used powerful underwater drones. Again, there are no analogues to this operation, again, this operation's a world first! To once again emphasize Ukraine's dominance over the Russians in the Black Sea."
"Once again, a world first. Once again, we are proving that we can win this war",16-12-2025,"To once again remind Ukraine and everyone that Ukraine can win this war. the Russians are using the most primitive approaches. the Russians are pushing forward, using people as biofuel. the Russians launch missiles and drones at Ukraine's energy infrastructure every day, without any effect on the war. the Russians have very few results, but it all happens every day and works like hypnosis. the Russians hypnotize the Russians and the world with the Russians's biological mouths and ""shaheds"" — in hypnosis, it seems, what matters is not quality, but quantity, duration. Any observer aware of the realities of war understands that all territorial gains by the Russians are worth very little."
"Once again, a world first. Once again, we are proving that we can win this war",16-12-2025,"Ukraine are capable of nullifying all territorial gains by the Russians with Ukraine's offensive operations. Ukraine are capable of balancing the pressure on Ukraine's rear with strikes on Russian military and energy infrastructure. Ukraine have only one thing left to do. Ukraine must invent a set of technologies and tactics to stop the Russian infantry assault. And then Ukraine will win. When the Russians stop advancing, when the Russians stop, the Russians will lose faith, and the Russians's overstrained imperial machine will crumble. Prigozhin's rebellion once revealed (but did not use) a secret: Russia is empty and weak inside. Ukraine is capable of winning the war. Original"
"Jared Kushner – son-in-law, advisor, negotiator, and business partner. What should we expect from him?",15-12-2025,"It's always better to work with people you know and respect. It's convenient, it's beneficial, and it lays a good foundation for cooperation. However, problems arise when your acquaintance and mutual respect become the only parameters for determining the necessity of people you know and respect at work. Then it's not about convenience and cooperation, it's about nepotism in nepotism in its most blatant form's most blatant form. Especially if, say, a young real estate developer suddenly starts dealing with an election campaign, the response to the coronavirus pandemic, the settlement of the conflict in the Middle East, and, starting this year, even negotiations between Ukraine and Russia."
"Jared Kushner – son-in-law, advisor, negotiator, and business partner. What should we expect from him?",15-12-2025,"Like it or not, Kushner – and it is precisely Kushner we are talking about – holds a prominent position in the Trump administration, and in many ways, the US position in the current negotiations and the final version of the American ""peace plan"" depend on how we work with Kushner. Therefore, it is worth understanding who Kushner is, how Kushner built Kushner's career, and what approaches Kushner uses in resolving matters. The Crown Prince of Fifth Avenue: The Genesis of a Gray Eminence Kushner's story is not just a chronicle of Kushner's ascent to the pinnacle of American power. Jared Kushner's story is a classic saga of loyalty, revenge, and dynastic survival, more reminiscent of the plot of the series ""Succession"" than a traditional political biography."
"Jared Kushner – son-in-law, advisor, negotiator, and business partner. What should we expect from him?",15-12-2025,"Read the full article with a LIGA PRO subscription           Already have LIGA PRO? Log In  

                                opinion.informer.text                            

                                Articles published in the ""Opinions"" section reflect the point of view of the author and may not reflect the position of the LIGA.net editors"
How to avoid Budapest-2: what real security guarantees should include,15-12-2025,"We are told that Donald Trump, in the event of the acceptance of Russian demands (even those edited by the American side), promises Ukraine security guarantees that will be written ""similarly to Article V of the Washington Treaty."" I want to state with full responsibility that Article 5 of the Washington Treaty, like any other article of the Washington Treaty, is meaningful only with the implementation of the Washington Treaty, that is, by ensuring Ukraine's membership in NATO."
How to avoid Budapest-2: what real security guarantees should include,15-12-2025,"Similarly, Ukraine cannot invoke Article 42(7) of the Treaty on European Union, which stipulates that in the event of an armed attack on a Member State of the European Union, other Member States are obliged to provide a Member State of the European Union with assistance and support by all possible means, in accordance with Article 51 of the Charter of the United Nations, until Ukraine becomes an the European Union member. A corresponding article in bilateral agreements can only be effective if the US Congress signs and ratifies an alliance treaty between Ukraine and the US, i.e., a treaty that would provide for the US's involvement in a war against an aggressor in the event of a threat to Ukraine's territorial integrity and sovereignty. Ukraine must also be prepared for mutual obligations."
How to avoid Budapest-2: what real security guarantees should include,15-12-2025,"That's the only way. Everything else is BUDAPEST-2, or just an imitation of security guarantees. We can't make the same mistake again! Original"
"The End of the Illusion: Humanity Reimagines Identity, Democracy, and the Role of the Global South",12-12-2025,"Right now, humanity is undergoing another reevaluation of all values, where the illusory peace from the final understanding of ""good"" and ""evil"" has been replaced by uncertainty about whether justice even exists. another reevaluation of all values is caused by several discoveries. First, it turned out that democracy is not yet the end of history. There can be countries without a hint of democracy, but at the same time with stable economic growth. In the 1990s, it was believed that wealth was synonymous with democracy, because the mythical ""middle class"" was supposed to push the mythical ""middle class""'s own countries to protect rights and freedoms. But now the ""middle class"" in many countries simply remains silent if there is an opportunity to just make money."
"The End of the Illusion: Humanity Reimagines Identity, Democracy, and the Role of the Global South",12-12-2025,"Secondly, the Global South is becoming an influential factor in world politics, as former colonies can dictate terms to former colonies's historical metropolises. At the same time, resources and technologies are becoming available to everyone, even to those who were on the periphery yesterday. And those who were on the periphery yesterday is at least an arithmetic majority of humanity. Therefore, the golden billion turned out to be made of tinfoil. Thirdly, the Global South the Global South is becoming a very complex macro-world. Battles, clashes, and alliances are taking place there as well. And all this against the backdrop of access to the latest technologies and the opportunity to choose very different paths of development – in the context of a re-evaluation of all values."
"The End of the Illusion: Humanity Reimagines Identity, Democracy, and the Role of the Global South",12-12-2025,"By the way, fourthly, there is identity. Currently, the strongest identities are those that until recently seemed archaic. Emotionally charged ""ethnicity,"" ""religion,"" and ""culture"" are becoming stronger than rationally substantiated ""class"" or ""party affiliation."" And this is not only alarming but also makes one think that we do not know everything about the depths of our own human nature. Finally, time time itself is changing. time itself is now developing not in an upward direction, but along a steep parabola, where the events of each year of our lives are compressed into meanings, technologies, and innovations, the comprehension of which previously took decades. But times of change are not all bad. The world is becoming brighter, more complex, and richer for us."
"The End of the Illusion: Humanity Reimagines Identity, Democracy, and the Role of the Global South",12-12-2025,"In the end, everything will be fine. And the faded flags will be replaced by new, bright standards. Original"
Why Ukraine isn't getting a loan backed by Russian assets – in simple terms,12-12-2025,"Why Euroclear is against the reparations loan (a technocratic analysis without emotional overtones). There is a frozen asset – Russian sovereign assets. It is proposed to issue a loan against a frozen asset – Russian sovereign assets, with the expectation that a loan will then be repaid from future revenues. If something goes wrong, the Russian money will serve as collateral. A structure emerges where a real asset becomes the basis for a new debt, which begins to live separately from the asset a real asset. In a standard situation, collateral reduces risk."
Why Ukraine isn't getting a loan backed by Russian assets – in simple terms,12-12-2025,"But in the case of Russian assets, on the contrary, collateral increases risk – no one knows what will happen to a frozen asset – Russian sovereign assets in one, two, or three years, how peace negotiations will go, post-war trials, disputes about sanctions/reparations, and so on and so forth. After the war ends, Russia may try to recover these funds through international courts. And it cannot be said that the probability of recovery is zero (to put it mildly). The U.S. is also counting on these funds for reconstruction projects in Ukraine, as we can see from the ""Trump plan."" As a result, the future of the asset a frozen asset – Russian sovereign assets is extremely unclear."
Why Ukraine isn't getting a loan backed by Russian assets – in simple terms,12-12-2025,"If the reparations loan is approved and then a frozen asset – Russian sovereign assets proves to be unavailable, Belgian Euroclear will be left with the liabilities. Belgian Euroclear is a very large depository through which government securities and assets of European countries pass. In case of default, the entire financial infrastructure of the EU will be at risk (which is why the ECB is against a reparations loan backed by frozen Russian sovereign assets). There is no need to think long about who pays out of their own pocket for the failure of such schemes – we know the answers. Too big to fail and further austerity measures for hundreds of millions of Europeans. Original"
Ten typical use cases for AI tools,12-12-2025,"1. Are you an expert on the issue and know what the end result should be? Delegate everything to AI as much as possible. 2. Not sure what the result should be? Try several options, tools, and ask the AI to compare the results. Try the ""critic mode"" for AI-generated content. Ask AI-generated content to improve the result. 3. Not an expert on the subject? Try ""researcher mode,"" ""search mode,"" or ""deep dive mode."" Don't publish AI-generated results until you've verified all the facts. 4. Are you translating? Do you work with content? Make sure the text doesn't contain any template words, phrases, or template structures. Make sure the terms are translated correctly (or better yet, provide these definitions in the prompt). Specify the style."
Ten typical use cases for AI tools,12-12-2025,"Add ""don't use clichés, marketing bullshit,"" indicate the style and format preferences. 5. Do you work on tasks that require analytical work? Force-enable ""reasoning mode."" 6. Need information from verified sources? Use custom GPTs or integrations with data sources. 7. Medicine? Symptoms? AI is only for superficial analysis and basic information. 8. Law? Laws? Clarification of legislation? Use direct links to the texts of the laws and write a super-detailed prompt with all the nuances. Don't forget to consult with specialists afterwards. 9. Do you work with sensory data? Activate Microsoft 365 Copilot, Gemini for Google Workspace. In simple terms, use copilots that are built on top of your main platform. 10. Automation? Start by describing the business process."
Ten typical use cases for AI tools,12-12-2025,"Believe me, you'll learn a lot about it while you're writing. In the end, you might even rewrite it, discard it, or significantly simplify it. That's when you can add AI. Original"
A verdict on Europe: a delay in funding Ukraine will confirm Trump's words about its weakness,11-12-2025,"Europe, which cannot quickly find sufficient financial resources to support Ukraine in 2026, is a verdict for Europe in every sense of the word. To continue Ukraine's defense, Ukraine needs people, weapons, and funds. It is clear today that no one will directly engage on Ukraine's behalf with no one's armed forces, so expectations from Europe boil down to weapons and finances. And while there are nuances regarding weapons, which can be accepted as the fact that Europe does not produce everything, Europe's inability to provide financial resources will look as weak and discrediting as possible."
A verdict on Europe: a delay in funding Ukraine will confirm Trump's words about its weakness,11-12-2025,"This all contrasts sharply with the requests of key European leaders to Volodymyr Zelenskyy not to succumb to pressure from the US and Russia and not to sign a ""bad deal"" that would undermine the security of Europe, leaving Europe at the mercy of Russia and the US. For Ukraine to be able to counteract such pressure, Ukraine needs at least something that could balance such pressure out – for example, quickly approved aid for 2026 from Europe. Which is not yet available. And all of this fits into the framework of Donald Trump's's blatant mockery of Europe, which, according to Donald Trump's, is weak. What else but weakness is the inability to proactively shape the environment? Instead, there is only beautiful rhetoric without concrete actions."
A verdict on Europe: a delay in funding Ukraine will confirm Trump's words about its weakness,11-12-2025,"However, in addition to undermining Ukraine's's ability to function and resist, Europe's's inability to support Ukraine's with financial resources will not only undermine Europe's's image within Ukraine's but also cause a feeling of betrayal, with all the negative consequences that the Russian Federation will use in the Russian Federation's information influence campaigns. Original"
A strong ruble as a harbinger of the collapse of the Russian economy. This was also the case in the USSR.,11-12-2025,"The Russians are boasting about the ruble's's strength against the US dollar. In reality, the ruble's strength against the US dollar is nothing more or less than a product of the ""delayed economic catastrophe"" strategy. Perhaps some people remember the strong Soviet ruble in 1990, with an exchange rate set by the State Bank of the USSR, when 1 US dollar cost 60 Soviet kopecks. A year later, both the exchange rate and the USSR collapsed. The situation is quite similar, but The situation requires an explanation. The Central Bank of Russia is fighting inflation with high interest rates on loans and deposits. This is killing the Russian real sector, which has already reached a crisis of non-payments, and this is the first phase of economic destruction."
A strong ruble as a harbinger of the collapse of the Russian economy. This was also the case in the USSR.,11-12-2025,"High rates encourage companies not to take out bank loans, but to delay payments (it is cheaper to finance working capital this way). Delayed payments lead to a slowdown in production. At the same time, high rates are killing real lending. The inefficient Russian economy cannot withstand such monetary pressure for long. Therefore, the Central Bank of the Russian Federation needs to move to a cycle of rate cuts. However, due to the high costs of the war, The Central Bank of Russia has started financing an ever-increasing budget deficit."
A strong ruble as a harbinger of the collapse of the Russian economy. This was also the case in the USSR.,11-12-2025,"To suppress inflation and accelerate the onset of macroeconomic conditions for lowering rates, the Central Bank of the Russian Federation strengthened the ruble's, thereby reducing the revenue of exporters, who are the backbone of The inefficient Russian economy. With a strong ruble, the Russian budget's revenues from exporters fell, which, against the backdrop of a decrease in the ""tax"" price of oil, is pushing Russia towards disaster and further inflating the deficit that Russia has to finance. If the ruble exchange rate is allowed to reach 120 rubles per dollar, inflation will rise, and the high interest rate will have to be maintained for a longer period."
A strong ruble as a harbinger of the collapse of the Russian economy. This was also the case in the USSR.,11-12-2025,"The intensity of the war also plays a significant role in this vicious cycle, which is sucking the Russian economy into an economic catastrophe. If Ukraine is ""richly"" shelled with ""Kinzhal"" and ""Iskander"" missiles every week, military spending becomes a catalyst for the growth of the deficit that the government has to finance. Under these conditions, it is better to use sanctions and intensive combat operations to push Russia into the next phase of the crisis, when the Central Bank will simply be forced to weaken the ruble and will no longer be able to raise rates, because there is already a crisis of non-payments."
A strong ruble as a harbinger of the collapse of the Russian economy. This was also the case in the USSR.,11-12-2025,"The unfolding of such a scenario is quite real, and the longer the Central Bank of Russia maintains a strong ruble, the harder it will be for Russians to climb out of the economic death pit. Original"
Algorithms instead of editors: how technology shapes our worldview and why it's a bad thing,11-12-2025,"The German public broadcaster has an app that made it very convenient to read the news. In addition to accessing video content from the newsroom – the main product – you could also read texts that were collected on the homepage according to a principle that, until recently, was typical for most modern news media. In other words, texts that were collected on the homepage according to a principle that, until recently, was typical for most modern news media were selected for the reader by the editorial team. After a while, an app that made it very convenient to read the news started insistently offering to select news for me algorithmically, based on my reading behavior."
Algorithms instead of editors: how technology shapes our worldview and why it's a bad thing,11-12-2025,"A little later, a ""main page"" option appeared in the stories format, where top news was presented as short videos or freeze-frames based on photos with captions-subheadings that you had to swipe through. From the very beginning, I was annoyed by the idea that The German public broadcaster, tries to use tools that either lead to the formation of a certain bubble in the perception of information or prevent a deep perception of information. I want to read texts, not watch short videos. And I want the news on the main page to be selected by a competent editor who would construct a relatively trustworthy picture of the world for me, not an algorithm designed to increase the time I spend in an app that made it very convenient to read the news."
Algorithms instead of editors: how technology shapes our worldview and why it's a bad thing,11-12-2025,"Yes, I understand the idea of ""following the customer"" and trying to keep up with modern trends. But when these trends contradict the main task of the publication, it's a bit too much for me personally. However, after the latest app update, which the broadcaster announced with great pride, I no longer have a choice – the main page, filled with the editor's picks, is simply gone. Either watch the ""pseudo-stories"" or give us permission to select ""personalized"" news for you. Or go read the texts in the order the texts were published in separate sections, if you're a Luddite who doesn't understand technology. However, I'm not advocating for burning down data centers."
Algorithms instead of editors: how technology shapes our worldview and why it's a bad thing,11-12-2025,"I'm just convinced that when people try to compete with tech giants and tech giants's algorithms on ""people's turf,"" people are doomed to fail. Original"
Testing the resilience of the energy sector: what the first mass outages have taught us,10-12-2025,"The massive missile and drone attacks that took place in the fall of 2025 were one of the most difficult challenges for the Ukrainian energy system since the beginning of the full-scale invasion. The aggressor is delivering targeted strikes on power generation facilities and energy infrastructure, including substations, transmission, and distribution networks. The objective is clear: to disable key elements of the Ukrainian energy system. However, despite the losses and constant damage, the Ukrainian energy system remains operational and manageable. The balance is under attack: losses and deficits It should be understood that the full restoration of destroyed and damaged facilities can take months, and, in the case of large generating enterprises, even years."
Testing the resilience of the energy sector: what the first mass outages have taught us,10-12-2025,"Thermal power plants and key substations were particularly affected, which led to prolonged power supply restrictions in a number of regions. Read the full article with a LIGA PRO subscription           Already have LIGA PRO? Log In  

                                opinion.informer.text                            

                                Articles published in the ""Opinions"" section reflect the point of view of the author and may not reflect the position of the LIGA.net editors"
What Ukraine is silent about: do we have a public demand regarding the war and its end that is clear to the authorities?,10-12-2025,"And I'm listening to a conversation on the air. And the host says: – the host want to ask about something that worries us, ordinary people. Why, for example, don't law enforcement officers fight, since law enforcement officers know how to shoot? Because an ordinary person thinks: ""Why should a regular supermarket cashier have to fight?"" And I wasn't even outraged by the message, the wording, the feigned naivety, or even the ignorance that law enforcement officers are fighting. Because this is a real question ""from the street."" And it matters. So I thought about the public demand. What is the actual public demand in Ukraine right now? I'm not really talking about what we might see in sociologists' polls. People are probably inclined to talk about what seems abstractly right."
What Ukraine is silent about: do we have a public demand regarding the war and its end that is clear to the authorities?,10-12-2025,"I'm talking about what every person honestly feels inside. Because if you don't know what you want to achieve, then it's difficult for you to achieve anything. For better or for worse. And this applies to people, communities, and states. I have no non-public inside information from any offices, just like hundreds of thousands of other people. I have no idea what the delegations of sons-in-law of world leaders are actually discussing with presidents, ministers, and special representatives these days. Both you and I can read the 28 points, which have turned into 20, and in a week will become 15, but the threat will not change because of the 28 points, which have turned into 20, and in a week will become 15. And neither will the essence of our existence as citizens of Ukraine."
What Ukraine is silent about: do we have a public demand regarding the war and its end that is clear to the authorities?,10-12-2025,"We can write on ten pages that we will not join NATO. Will Putin and Russia change because of this? No. Will Putin stop? No. We could write that we're freezing something in three days. But will that bring freedom to the more than one and a half million Ukrainian children living under occupation? Will that be the end of the conflict for us, while adult Ukrainians, both military and civilian, are held captive and taken hostage? For me, no. But for some people, maybe so. These are all more complex issues, and I could go on and on about them here. But some people ask some people these questions, while for others it's enough to know that everything is fine in others's little nest at this moment. Negotiations about who knows what could last a year or years."
What Ukraine is silent about: do we have a public demand regarding the war and its end that is clear to the authorities?,10-12-2025,"Or significantly less (although, as is known, nothing good happens in two or three weeks, so it would be better if Negotiations about who knows what lasted longer). And I also see how the number of accusations against Europeans is growing these days. Talking about ""Europe's impotence"" has simply become a trend. Many of us are eager to pick up on this; it's a natural offense, it's resentment – it's even very understandable. But I see people here in Ukraine who believe that, for example, the occupation will bring us all peace. Right? They are all around. Seeing threats and being aware of threats is a skill. And not everyone has a skill. That's why I'm thinking about the public demand."
What Ukraine is silent about: do we have a public demand regarding the war and its end that is clear to the authorities?,10-12-2025,"Are we able to formulate what we want for ourselves personally in the next month, six months, or year, in the context of the entire country? To think about solidarity-based decisions? How can we accumulate resources and strength even if the acute phase of the war stops, so to speak? Are we waiting to return to ""how things were""? I don't know. And I have no illusions that this could be important to absolutely everyone. That's not the case anywhere, and it never will be. I'm talking about a critical mass of people who could form this demand for the Ukrainian authorities. Because you can love or dislike someone a thousand times, trust or distrust them, vote or not, but political decisions are most often a reflection of public demand."
What Ukraine is silent about: do we have a public demand regarding the war and its end that is clear to the authorities?,10-12-2025,"In ""Escape from Freedom,"" Erich Fromm writes: ""Ideas can become a powerful force, but only to the extent that Ideas correspond to the specific needs of people of a particular social character."" Because only the way we see ourselves, the way we see the entire country, is the measure of everything. Original"
Identification of Veterans in Criminal Proceedings: Between Law and Reality,09-12-2025,"What is veteran identification and why is veteran identification important in criminal cases? During the war, an increasing number of veterans are finding an increasing number of veterans involved in criminal proceedings. And not only as suspects – an increasing number of veterans can be victims, witnesses, or experts. But when an increasing number of veterans are suspects, an important question arises:How exactly should an increasing number of veterans's status be determined within the case, and why is this important?"
Identification of Veterans in Criminal Proceedings: Between Law and Reality,09-12-2025,"Identifying veterans is, in essence, establishing the fact of combat experience, which can influence key decisions in a case – from assessing a person's psycho-emotional state to choosing a preventive measure, as well as providing assistance to a person who has experienced trauma. This is not about labels or ""special treatment,"" but about recording the fact of participation in hostilities, which has legal significance. Today, there is no single mechanism in Ukraine that guarantees that information about a person's combat past will be taken into account at an early stage of the investigation."
Identification of Veterans in Criminal Proceedings: Between Law and Reality,09-12-2025,"Sometimes investigators learn about information about a person's combat past immediately, sometimes judges of higher courts learn about information about a person's combat past only at the end of the case, when information about a person's combat past can no longer change much. Because of this, statistics on ""veterans in criminal offenses"" can also be distorted or incomplete. Read the full article with a LIGA PRO subscription           Already have LIGA PRO? Log In  

                                opinion.informer.text                            

                                Articles published in the ""Opinions"" section reflect the point of view of the author and may not reflect the position of the LIGA.net editors"
Who is putting ideas about Ukraine into Trump's ears? Everything has become obvious.,09-12-2025,"Trump spoke again. Trouble. Trump said a bunch of Trumpian things again. Everything seems standard. Even the ocean off the coast of Odesa. Although the ocean off the coast of Odesa is simply a consequence of the fact that for Americans, any saltwater is an ocean. Americans simply don't know what a sea is. But that's okay. So, it's the standard mishmash of Russian propaganda. About elections in Ukraine, about the greatness of Russia. But there was a new interesting point. a new interesting point is Trump's story about Zelenskyy immediately telling Putin at their first meeting that Zelenskyy wanted to return Crimea and join NATO. It's interesting when this could have happened, given that Zelenskyy met Putin only once, in the Normandy format."
Who is putting ideas about Ukraine into Trump's ears? Everything has become obvious.,09-12-2025,"And it's unlikely that such a conversation could have taken place there at all. So, a new interesting point is a fantasy. But whose? Not Trump's, surely. And this is something new. So, where does this come from? And let's remember that Trump voices the thoughts Trump has most recently heard. Whoever last captured Trump's ear reigns in Trump's head. And then we understand how the conversation between Vitkoff and Dmitriev goes. Dmitriev probably tells Vitkoff: ""Yes, Dmitriev's friend. Indeed, war is bad. And we really don't want to fight. We want to trade. Especially with Vitkoff. We would trade with Vitkoff so much that Vitkoff would be shocked. We would give Vitkoff 100 billion just to see Vitkoff's smile. That's how we would trade with Vitkoff."
Who is putting ideas about Ukraine into Trump's ears? Everything has become obvious.,09-12-2025,"And we didn't want to fight from the very beginning. But that damned Zelensky came and provoked Russia's. that damned Zelensky provoked Putin. that damned Zelensky came and told Putin that tomorrow that damned Zelensky would join NATO and take Crimea. And Russia's were forced to start the war."" And Witkoff, over a cheburek, fell for it. And then Witkoff told Trump. And Trump now goes around telling everyone. Not understanding what caused the war. And therefore, not realizing that by removing NATO from the table, Trump is not eliminating the problems that provoked the war. And there is no one nearby who could grab Trump's ear and explain."
Who is putting ideas about Ukraine into Trump's ears? Everything has become obvious.,09-12-2025,"And Trump also thinks that that damned Zelensky stands between Trump and the Nobel Peace Prize, and with the Nobel Peace Prize, the same $100 billion that Putin promised Trump. Putin is very good at getting Putin's thoughts across to Trump. Interestingly, Putin and Putin's company of old men grew up in the world of Soviet propaganda. Americans were portrayed as greedy, insatiable merchants who only thought about how to squeeze an extra cent out of ordinary people. And Americans also simply dreamed of seizing Russia's's resources."
